depth,month,year,dtime,day,magType,Agency,eventID,latitude,longitude,second,magnitude,minute,hour,catalogue
0,9,2007,2007.74751451,30,MD,,8448,28.232,33.4545,37.744,3.2,13,20,GII
0,10,2007,2007.74894422,1,ML,GII,23982,29.867,36.194,5,3,45,8,IRIS
0,10,2007,2007.75192339,2,MB,HLW,23985,31.1324,35.1709,56,3.1,50,10,IRIS
0,10,2007,2007.76832347,8,MB,HLW,24000,30.77,35.044,49,3.1,30,10,IRIS
0,10,2007,2007.78300521,13,MD,,8451,27.2634,34.2065,32.303,3.3,7,19,GII
0,10,2007,2007.79581608,18,ML,CSEM,24028,33.6827,36.9201,56,3.3,20,11,IRIS
0,10,2007,2007.80672822,22,MD,GRAL,24044,34.498,36.69,21,3,56,10,IRIS
0,10,2007,2007.80681329,22,MB,HLW,24046,29.8517,36.3467,4,3.4,41,11,IRIS
0,10,2007,2007.80918278,23,MB,HLW,24047,29.8899,36.3322,28,3.6,26,8,IRIS
0,10,2007,2007.81491115,25,MD,GRAL,24055,34.4785,36.7526,18,3.2,37,10,IRIS
0,10,2007,2007.83149087,31,MD,GRAL,24070,34.474,36.791,36,3,51,11,IRIS
0,10,2007,2007.83156044,31,MB,HLW,24071,29.8784,36.2651,10,3,28,12,IRIS
0,11,2007,2007.83413911,1,MB,HLW,24074,30.0063,36.4213,31,3.5,3,11,IRIS
0,11,2007,2007.8342325,1,MB,HLW,24075,29.926,36.371,36,3.7,52,11,IRIS
0,11,2007,2007.84251091,4,MB,HLW,24087,29.8714,36.2509,44,3.3,23,12,IRIS
0,11,2007,2007.84803532,6,MB,HLW,24092,29.738,36.329,22,3.2,47,12,IRIS
0,11,2007,2007.85048896,7,ML,CSEM,24095,33.4791,35.5919,0,3,17,10,IRIS
0,11,2007,2007.85313286,8,MB,HLW,24097,29.8515,36.2883,38,3.3,26,9,IRIS
0,11,2007,2007.86719356,13,MB,HLW,24105,29.9051,36.3448,56,3.1,36,12,IRIS
0,11,2007,2007.86977315,14,MB,HLW,24110,29.8531,36.2945,46,3,12,11,IRIS
0,11,2007,2007.86989793,14,MB,HLW,24112,29.8925,36.2957,21,3.1,18,12,IRIS
0,11,2007,2007.87251747,15,MD,GRAL,24115,34.435,36.767,11,3,15,11,IRIS
0,11,2007,2007.87540005,16,MB,HLW,24118,29.8757,36.2823,16,3.2,30,12,IRIS
0,11,2007,2007.8780826,17,MB,HLW,24121,29.8714,36.3169,13,3.2,0,12,IRIS
0,11,2007,2007.88073367,18,MB,HLW,24125,29.9027,36.2923,37,3.1,13,11,IRIS
0,11,2007,2007.89457652,23,MB,HLW,24144,29.9191,36.3808,25,3.5,29,12,IRIS
0,11,2007,2007.90797387,28,MB,HLW,24158,29.8284,36.2311,4,3.3,51,9,IRIS
0,12,2007,2007.94934614,13,MB,HLW,24205,29.8647,36.2375,20,3.1,16,12,IRIS
0,12,2007,2007.95207185,14,MB,HLW,24209,29.8545,36.3153,58,3.3,8,12,IRIS
0,12,2007,2007.95985195,17,MB,HLW,24220,29.8776,36.3062,11,3,18,8,IRIS
0,12,2007,2007.96852045,20,MB,HLW,24269,29.8755,36.2464,21,3.1,14,12,IRIS
0,12,2007,2007.97268452,22,MD,CSEM,24324,39.3699,33.0971,59,3.3,42,0,IRIS
0,12,2007,2007.9744916,22,MD,CSEM,24332,38.7881,33.0065,47,3.3,32,16,IRIS
0,12,2007,2007.97945526,24,MB,HLW,24355,29.856,36.236,41,3,1,12,IRIS
0,12,2007,2007.98759148,27,MB,HLW,24418,29.8831,36.3034,5,3.1,18,11,IRIS
0,12,2007,2007.98869264,27,MD,CSEM,24428,39.41,33.1886,51,3.2,56,20,IRIS
0,12,2007,2007.99280213,29,MB,HLW,24452,29.894,36.2884,48,3.2,56,8,IRIS
0,12,2007,2007.99320107,29,MB,HLW,24453,29.8785,36.3247,29,3.6,26,12,IRIS
0,12,2007,2007.99594898,30,MB,HLW,24462,29.8803,36.3013,47,3.1,30,12,IRIS
0,12,2007,2007.99866185,31,MB,HLW,24476,29.8681,36.327,40,3,16,12,IRIS
0,1,2008,2008.03147487,12,MB,HLW,24579,29.803,36.2866,31,3.5,28,12,IRIS
0,1,2008,2008.03693328,14,MB,HLW,24602,29.8402,36.2658,19,3.6,25,12,IRIS
0,1,2008,2008.05863429,22,ML,CSEM,24678,33.6956,36.8259,37,3.2,2,11,IRIS
0,1,2008,2008.06697572,25,MB,HLW,24706,29.8331,36.259,53,3.6,18,12,IRIS
0,1,2008,2008.06838605,26,MD,CSEM,24708,39.3425,33.1165,11,3.3,42,0,IRIS
0,1,2008,2008.07419746,28,MD,,8468,35.299,36.235,1.842,3.7,45,3,GII
0,2,2008,2008.08902914,2,ML,CSEM,24741,34.08,36.994,55,3.1,1,14,IRIS
0,2,2008,2008.09166126,3,MD,GRAL,24749,34.334,36.867,9,3.1,9,13,IRIS
0,2,2008,2008.09211213,3,MD,,8469,28.9188,34.7724,46.543,3.5,6,17,GII
0,2,2008,2008.11603775,12,MD,GRAL,24794,33.748,36.507,32,3.1,16,11,IRIS
0,2,2008,2008.11638515,12,MD,,8471,33.2415,35.433,37.792,3.3,19,14,GII
0,2,2008,2008.12455595,15,ML,CSEM,24814,33.4918,35.555,58,3.1,5,14,IRIS
0,2,2008,2008.14080045,21,MB,HLW,24850,29.8326,36.3181,28,3.2,47,12,IRIS
0,2,2008,2008.15442455,26,MB,HLW,24870,29.8419,36.3984,55,3.1,27,12,IRIS
0,2,2008,2008.15674253,27,ML,CSEM,24875,33.319,35.429,35,3,49,8,IRIS
0,2,2008,2008.15693189,27,ML,CSEM,24877,33.8263,37.0348,23,3.1,29,10,IRIS
0,2,2008,2008.16260211,29,MB,HLW,24892,29.7781,36.3901,49,3,17,12,IRIS
0,3,2008,2008.17340869,4,ML,CSEM,24912,34.398,36.772,19,3,13,11,IRIS
0,3,2008,2008.17367262,4,ML,CSEM,24915,34.464,36.771,25,3.1,32,13,IRIS
0,3,2008,2008.17589585,5,MB,HLW,24917,31.3927,34.8351,9,3.1,4,9,IRIS
0,3,2008,2008.17902237,6,MB,HLW,24925,29.8393,36.2682,57,3.6,31,12,IRIS
0,3,2008,2008.18158277,7,ML,CSEM,24932,33.604,35.448,23,3,1,11,IRIS
0,3,2008,2008.1844774,8,MB,HLW,24938,29.7661,36.2751,58,3,26,12,IRIS
0,3,2008,2008.18690896,9,ML,CSEM,24942,34.444,36.84,30,3.1,48,9,IRIS
0,3,2008,2008.18749927,9,ML,CSEM,24943,33.482,35.5231,37,3,59,14,IRIS
0,3,2008,2008.18977541,10,MD,GRAL,24954,34.4232,36.7006,14,3,59,10,IRIS
0,3,2008,2008.19543545,12,MD,GRAL,24962,33.8517,36.8043,18,3,42,12,IRIS
0,3,2008,2008.20617559,16,ML,CSEM,24982,33.438,35.463,47,3,2,11,IRIS
0,3,2008,2008.20902364,17,MD,GRAL,24987,33.7026,36.8178,49,3.2,3,12,IRIS
0,3,2008,2008.20930322,17,ML,CSEM,24988,34.443,36.816,10,3.1,31,14,IRIS
0,3,2008,2008.2107429,18,MD,,8481,27.8517,34.1852,56.431,3.1,9,3,GII
0,3,2008,2008.21460575,19,MB,HLW,25000,29.8326,36.3111,49,3.4,5,13,IRIS
0,3,2008,2008.22556773,23,MB,HLW,25012,29.8125,36.3066,13,3.2,23,13,IRIS
0,3,2008,2008.2333222,26,MD,GRAL,25018,33.8496,36.9177,8,3.2,30,9,IRIS
0,4,2008,2008.24999595,1,MD,GRAL,25071,33.428,35.389,52,3.1,57,11,IRIS
0,4,2008,2008.25843445,4,MB,,8486,28.7147,34.8601,17.448,4.1,5,14,GII
0,4,2008,2008.25845248,4,MD,,8487,28.8365,34.6325,47.659,3.4,14,14,GII
0,4,2008,2008.26088431,5,ML,CSEM,25088,33.785,35.769,28,3.2,36,11,IRIS
0,4,2008,2008.26490779,6,MD,,8488,27.1506,35.485,0,3.1,57,22,GII
0,4,2008,2008.27149745,9,ML,CSEM,25108,34.381,36.795,1,3,50,8,IRIS
0,4,2008,2008.28798115,15,ML,CSEM,25147,34.419,36.831,35,3.1,37,9,IRIS
0,4,2008,2008.29101286,16,ML,CSEM,25150,33.799,35.785,25,3,15,12,IRIS
0,4,2008,2008.31013898,23,ML,CSEM,25176,33.788,35.766,39,3.4,15,12,IRIS
0,4,2008,2008.31796834,26,ML,CSEM,25187,34.451,36.825,2,3.2,2,9,IRIS
0,5,2008,2008.33503052,2,ML,CSEM,25214,33.809,35.798,29,3,54,14,IRIS
0,5,2008,2008.35543906,10,ML,CSEM,25251,33.326,35.428,36,3.4,10,2,IRIS
0,5,2008,2008.35630509,10,MD,GRAL,25253,34.406,36.865,2,3.1,47,9,IRIS
0,5,2008,2008.35912881,11,MD,GRAL,25255,34.369,36.825,15,3.1,35,10,IRIS
0,5,2008,2008.38079895,19,MB,,8492,28.1477,33.1792,16.793,4.3,56,8,GII
0,5,2008,2008.3924982,23,ML,CSEM,25310,33.792,35.77,15,3.2,42,15,IRIS
0,5,2008,2008.40154833,26,ML,CSEM,25332,33.325,35.43,2,3,12,23,IRIS
0,5,2008,2008.40545215,28,MD,GRAL,25339,34.371,36.752,30,3.1,29,9,IRIS
0,6,2008,2008.41840794,2,MD,,8498,28.285,34.4325,43.236,3.2,17,3,GII
0,6,2008,2008.42196073,3,ML,CSEM,25362,34.397,36.713,11,3,30,10,IRIS
0,6,2008,2008.42725922,5,ML,CSEM,25373,34.438,36.847,42,3.2,2,9,IRIS
0,6,2008,2008.42749921,5,MD,GRAL,25374,33.925,36.914,11,3.2,9,11,IRIS
0,6,2008,2008.43842934,9,ML,CSEM,25393,34.421,36.75,48,3.1,9,11,IRIS
0,6,2008,2008.45488518,15,MD,GRAL,25439,33.779,35.786,41,3,42,11,IRIS
0,6,2008,2008.46495269,19,ML,CSEM,25467,33.323,35.452,40,3,8,4,IRIS
0,6,2008,2008.47655867,23,ML,CSEM,25493,34.432,36.759,29,3,5,10,IRIS
0,6,2008,2008.49614166,30,MD,GRAL,25524,33.781,35.782,30,3,6,14,IRIS
0,7,2008,2008.51565824,7,MD,GRAL,25552,35.319,36.81,31,3.2,32,17,IRIS
0,7,2008,2008.52620744,11,ML,CSEM,25559,33.823,35.837,22,3,12,14,IRIS
0,7,2008,2008.53113609,13,MD,GRAL,25563,34.278,36.78,58,3.1,29,9,IRIS
0,7,2008,2008.53425951,14,MD,DDA,25567,37.9819,30.9611,8,3,56,12,IRIS
0,7,2008,2008.55043412,20,ML,CSEM,25586,34.254,36.43,48,3,0,11,IRIS
0,7,2008,2008.55604733,22,ML,CSEM,25597,33.32,35.429,11,3.2,19,12,IRIS
0,7,2008,2008.57497464,29,ML,CSEM,25623,34.287,36.482,38,3,34,10,IRIS
0,8,2008,2008.59380581,5,ML,CSEM,25643,35.104,35.897,25,3.1,59,7,IRIS
0,8,2008,2008.61366361,12,MD,GRAL,25668,34.681,36.192,16,3,25,14,IRIS
0,8,2008,2008.61894802,14,ML,CSEM,25679,34.18,36.339,22,3,50,12,IRIS
0,9,2008,2008.67670253,4,MD,GRAL,25764,33.79,35.778,18,3,9,16,IRIS
0,9,2008,2008.69806839,12,MD,GRAL,25795,33.805,35.833,58,3,49,11,IRIS
0,9,2008,2008.70120778,13,ML,CSEM,25802,33.787,35.76,33,3,24,15,IRIS
0,10,2008,2008.7632569,6,MD,GRAL,25879,33.795,35.795,55,3,26,8,IRIS
0,10,2008,2008.79942318,19,MB,,8515,34.6589,34.1689,59.577,4.2,7,14,GII
0,10,2008,2008.81402215,24,ML,CSEM,25945,33.549,35.618,14,3.2,22,22,IRIS
0,10,2008,2008.82929553,30,MD,GRAL,25962,34.415,36.819,55,3,31,12,IRIS
0,11,2008,2008.83525071,1,MD,GRAL,25974,34.607,36.391,32,3.1,50,16,IRIS
0,11,2008,2008.84500187,5,ML,CSEM,25987,33.322,35.416,47,3.3,29,6,IRIS
0,11,2008,2008.84871784,6,MD,CSEM,25997,39.3848,33.1986,15,3.2,8,15,IRIS
0,11,2008,2008.85365111,8,MD,GRAL,26011,34.256,36.728,17,3.1,28,10,IRIS
0,11,2008,2008.86235488,11,MD,GRAL,26030,34.049,35.728,31,3,55,14,IRIS
0,11,2008,2008.87845372,17,MD,GRAL,26062,34.386,36.644,15,3,20,12,IRIS
0,11,2008,2008.88083178,18,MD,,8519,27.1649,36.0577,34.781,3.2,13,9,GII
0,11,2008,2008.88656525,20,MD,GRAL,26068,34.432,36.718,21,3,35,11,IRIS
0,11,2008,2008.89205111,22,MD,GRAL,26076,33.767,35.956,37,3,46,11,IRIS
0,11,2008,2008.90181438,26,MD,GRAL,26083,32.831,35.559,15,3,32,1,IRIS
0,12,2008,2008.95115957,14,MD,,8521,27.5639,34.7246,8.319,3.3,59,2,GII
0,12,2008,2008.95190782,14,ML,CSEM,26145,33.284,35.605,30,3,33,9,IRIS
0,12,2008,2008.97125841,21,MD,GRAL,26163,34.339,36.708,2,3,32,11,IRIS
0,12,2008,2008.98268828,25,ML,CSEM,26174,33.318,35.429,2,3,56,15,IRIS
0,12,2008,2008.99314318,29,MD,GRAL,26194,33.775,35.876,11,3,46,11,IRIS
0,12,2008,2008.99566197,30,MD,GRAL,26202,34.376,36.73,41,3,53,9,IRIS
0,1,2009,2009.00676344,3,MD,GRAL,26216,33.913,36.951,52,3,14,11,IRIS
0,1,2009,2009.02849172,11,MD,GRAL,26241,34.345,36.858,15,3,35,9,IRIS
0,2,2009,2009.09201687,3,MD,,8527,27.1724,33.5117,3.98,3.6,4,14,GII
0,3,2009,2009.20716711,17,ML,CSEM,26427,34.239,36.563,2,3.1,47,14,IRIS
0,4,2009,2009.25865601,5,MD,GRAL,26473,34.351,36.83,36,3,49,9,IRIS
0,4,2009,2009.30252277,21,ML,NSSC,26511,38.115,37.716,58,3.3,5,10,IRIS
0,5,2009,2009.37663914,18,ML,CSEM,26586,33.78,35.986,32,3,21,11,IRIS
0,5,2009,2009.40724673,29,ML,CSEM,26624,33.787,35.793,53,3,28,15,IRIS
0,6,2009,2009.44554262,12,ML,CSEM,26657,33.78,35.777,12,3,57,14,IRIS
0,6,2009,2009.45617878,16,MD,ISK,26675,38.8323,35.7962,34,3.1,7,12,IRIS
0,6,2009,2009.48099236,25,ML,CSEM,26706,33.786,35.773,35,3,29,13,IRIS
0,7,2009,2009.56002408,24,MD,,8544,28.2135,34.6834,39.425,3.5,48,9,GII
0,9,2009,2009.70853953,16,MD,,8550,34.6577,33.2449,22.652,3.1,48,14,GII
0,10,2009,2009.76840988,8,MD,GRAL,27047,34.35,36.706,14,3,16,11,IRIS
0,10,2009,2009.78516239,14,ML,CSEM,27066,33.789,35.772,21,3.1,1,14,IRIS
0,10,2009,2009.81223779,24,MD,GRAL,27102,34.424,36.789,11,3.1,12,11,IRIS
0,11,2009,2009.84113003,4,MD,,8552,28.6566,34.6613,56.688,3.2,17,0,GII
0,12,2009,2009.92329756,4,MD,GRAL,27219,32.25,35.584,12,3,5,0,IRIS
0,12,2009,2009.92720741,5,MD,GRAL,27220,34.461,36.787,13,3,20,10,IRIS
0,1,2010,2010.03410065,13,ML,CSEM,27330,34.428,36.695,18,3,43,10,IRIS
0,2,2010,2010.13021718,17,MD,GRAL,27430,34.373,36.699,9,3,42,12,IRIS
0,5,2010,2010.40494892,28,MD,,8570,33.3804,35.5083,9.259,3,21,19,GII
0,6,2010,2010.4706957,21,MD,,8572,35.8018,37.4039,39.71,3,17,19,GII
0,7,2010,2010.56928197,27,MD,,8576,27.8742,33.4917,36.362,3.1,54,18,GII
0,9,2010,2010.67922461,5,MD,,8579,28.922,34.6703,27.219,3.1,0,22,GII
0,9,2010,2010.73542045,26,MD,,8580,35.5855,37.5844,59.188,3.4,16,10,GII
0,10,2010,2010.81325673,24,MD,,8582,27.8236,34.0419,44.38,3.2,7,20,GII
0,11,2010,2010.83985713,3,MD,,8583,34.562,32.7029,54.518,3.1,8,13,GII
0,11,2010,2010.87063966,14,MD,,8585,33.0668,35.5044,12.466,3,48,18,GII
0,10,2011,2011.80458021,21,MD,,8615,28.5164,34.6826,21.511,3.4,7,16,GII
0,10,2011,2011.80463589,21,MB,,8616,28.4474,34.8954,37.409,4.2,36,16,GII
0,10,2011,2011.80474527,21,MB,,8617,28.4957,34.613,6.946,4.1,34,17,GII
0,10,2011,2011.80478635,21,MD,,8618,28.5677,34.6711,42.475,3.1,55,17,GII
0,11,2011,2011.83962806,3,MD,,8620,28.0334,34.9568,30.375,3.3,8,11,GII
0,11,2011,2011.83965612,3,MD,,8621,28.0276,34.9558,15.542,3.7,23,11,GII
0,3,2012,2012.18193345,7,MD,,8629,33.2125,35.4301,12.33,3.2,6,14,GII
0,3,2012,2012.1832041,8,MD,,8630,33.2109,35.4317,53.226,3.3,15,1,GII
0,10,2012,2012.78689911,15,MD,,8653,28.8309,34.7687,18.545,3.2,7,0,GII
0,10,2012,2012.81647567,25,MD,,8654,27.2325,34.5957,20.295,3.1,55,19,GII
0,1,2014,2014.07435179,28,MB,,8695,28.6309,34.5129,17.903,4.3,19,3,GII
0,8,2014,2014.62763107,18,MD,,8725,35.2671,37.2562,53.57,3,2,2,GII
0,1,2015,2015.01564406,6,MD,,8735,31.2987,35.5324,30.964,3.3,2,17,GII
0.1,4,1984,1984.29989248,19,ML,JSO,10776,32.6211,35.1068,20,3.5,15,18,IRIS
0.1,11,1993,1993.84050967,3,MB,ISC,12417,28.5371,34.5561,53,3.9,51,18,IRIS
0.1,11,1995,1995.8914251,22,ML,JSO,13260,29.5,34.59,2,3.1,53,8,IRIS
0.1,11,1995,1995.90136593,25,ML,JSO,13511,29.16,34.91,56,3.1,57,23,IRIS
0.1,1,1996,1996.08309338,31,MB,IPRG,14067,28.9053,34.7151,32,4.3,53,9,IRIS
0.1,3,1996,1996.20068613,14,ML,JSO,14231,28.84,34.79,37,3,49,10,IRIS
0.1,2,1997,1997.13280495,18,ML,IPRG,15410,29.2163,34.7216,17,3.4,22,11,IRIS
0.1,1,1998,1998.05956513,22,ML,GBZT,15952,37.617,36.148,26,3,47,17,IRIS
0.1,3,1998,1998.17937028,7,ML,JSO,16010,29.97,34.49,1,3,17,11,IRIS
0.1,8,1999,1999.66192954,30,MD,ISK,16798,39.821,30.643,10,3,30,14,IRIS
0.1,10,1999,1999.82581421,29,MC,,1683,39.688,30.415,56.99,3,7,10,ANSS
0.1,11,1999,1999.85353881,8,ML,IASPEI,16936,31.533,35.4406,0,3.2,0,13,IRIS
0.1,11,1999,1999.85913236,10,ML,IASPEI,16944,31.5338,35.44,58,3.6,59,13,IRIS
0.1,11,1999,1999.86874274,14,MC,,1685,37.726,36.009,11.04,3.9,11,2,ANSS
0.1,11,2001,2001.86910277,14,MD,JSO,17970,28.782,34.8,25,3,20,5,IRIS
0.1,10,2002,2002.75826015,4,MD,ISK,18842,37.8539,34.1809,32,3.5,21,18,IRIS
0.1,4,2003,2003.3260351,30,MD,GRAL,19428,33.879,36.657,3,3.2,4,0,IRIS
0.1,6,2003,2003.41861936,2,MD,GRAL,19514,33.379,35.325,20,3,6,19,IRIS
0.1,10,2003,2003.77106272,9,MD,GRAL,19741,33.341,35.802,34,3.2,30,10,IRIS
0.1,11,2003,2003.89832059,24,MD,GRAL,19800,33.583,35.831,18,3.1,17,21,IRIS
0.1,8,2004,2004.63838946,21,MD,GRAL,20401,34.673,36.282,47,3.2,36,15,IRIS
0.1,5,2005,2005.34656285,7,MD,GRAL,20935,34.565,36.686,26,3,53,11,IRIS
0.1,6,2005,2005.47277511,22,MD,GRAL,21054,33.894,36.661,36,3,30,13,IRIS
0.1,7,2005,2005.56634545,26,ML,CSEM,21157,34.683,36.392,10,3.2,11,17,IRIS
0.1,8,2005,2005.59339786,5,MD,CSEM,21295,39.3839,33.0813,55,3.5,9,14,IRIS
0.1,8,2005,2005.60703355,10,MD,GRAL,21336,34.816,36.586,50,3.2,36,13,IRIS
0.1,9,2005,2005.70532946,15,MD,GRAL,21460,34.455,36.918,10,3.1,41,10,IRIS
0.1,10,2005,2005.79030251,16,MD,GRAL,21549,34.462,36.847,0,3.1,3,11,IRIS
0.1,11,2005,2005.850817,7,MD,GRAL,21627,34.453,36.935,25,3,9,13,IRIS
0.1,11,2005,2005.88076414,18,ML,CSEM,21664,33.645,35.738,38,3,29,11,IRIS
0.1,12,2005,2005.94116508,10,MD,GRAL,21727,34.402,36.731,22,3,36,12,IRIS
0.1,1,2006,2006.00168931,1,ML,CSEM,21784,34.653,36.425,54,3,47,14,IRIS
0.1,3,2006,2006.17662865,6,MD,GRAL,21943,34.28,36.824,1,3,16,11,IRIS
0.1,3,2006,2006.22724093,24,MD,CSEM,21997,38.3032,38.8109,50,3.1,37,22,IRIS
0.1,4,2006,2006.25070225,2,MD,GRAL,22019,34.396,36.817,6,3,9,12,IRIS
0.1,4,2006,2006.28227556,14,ML,CSEM,22085,34.227,35.339,2,3,44,0,IRIS
0.1,5,2006,2006.36590354,14,MD,GRAL,22179,32.594,35.627,54,3.2,18,13,IRIS
0.1,5,2006,2006.40721534,29,MD,GRAL,22226,34.346,36.876,23,3,12,15,IRIS
0.1,6,2006,2006.41522977,1,MD,GRAL,22233,34.513,36.836,46,3,24,13,IRIS
0.1,6,2006,2006.44222704,11,MD,GRAL,22263,34.5,36.809,32,3.1,54,9,IRIS
0.1,6,2006,2006.45336796,15,MD,GRAL,22277,33.625,36.586,12,3.1,30,11,IRIS
0.1,7,2006,2006.50012443,2,ML,CSEM,22325,34.789,36.147,24,3.1,5,13,IRIS
0.1,7,2006,2006.51110708,6,MD,GRAL,22336,33.844,36.873,53,3.1,17,13,IRIS
0.1,7,2006,2006.57655185,30,MD,GRAL,22427,33.535,36.552,39,3,35,10,IRIS
0.1,10,2006,2006.76567377,7,MD,GRAL,22609,33.586,36.619,8,3,18,11,IRIS
0.1,10,2006,2006.82563483,29,MD,GRAL,22661,35.0914,35.9192,40,3.3,33,8,IRIS
0.1,12,2006,2006.95208019,14,MD,GRAL,22774,34.358,36.708,21,3,13,12,IRIS
0.1,1,2007,2007.08083558,30,MD,GRAL,22937,33.67,37.012,11,3.3,7,12,IRIS
0.1,2,2007,2007.14131754,21,MD,GRAL,23060,34.472,36.81,30,3.1,56,13,IRIS
0.1,3,2007,2007.16256047,1,ML,CSEM,23147,29.06,34.819,47,3,1,8,IRIS
0.1,3,2007,2007.19957855,14,MD,CSEM,23222,36.4656,35.8067,29,3.2,18,20,IRIS
0.1,3,2007,2007.22888096,25,MD,GRAL,23266,33.803,36.874,50,3,59,12,IRIS
0.1,4,2007,2007.26991977,9,MD,GRAL,23403,34.536,36.917,50,3,29,12,IRIS
0.1,5,2007,2007.34412351,6,ML,CSEM,23545,34.503,36.376,19,3,31,14,IRIS
0.1,6,2007,2007.47499857,23,MD,GRAL,23692,34.489,36.859,15,3,59,8,IRIS
0.1,8,2007,2007.65597764,28,MD,GRAL,23891,34.35,36.697,51,3.1,21,10,IRIS
0.1,10,2007,2007.77201494,9,MD,DDA,24002,38.1948,38.6304,3,3.1,51,18,IRIS
0.1,12,2007,2007.96799242,20,MD,ISK,24239,39.3876,33.1182,49,3.4,36,7,IRIS
0.1,12,2007,2007.99192907,29,MD,CSEM,24449,39.3622,33.1653,55,3.1,17,1,IRIS
0.1,3,2008,2008.17342008,4,ML,CSEM,24913,34.394,36.772,19,3.2,19,11,IRIS
0.1,3,2008,2008.23769126,27,MD,CSEM,25035,36.4769,34.6015,48,3.6,52,23,IRIS
0.1,3,2008,2008.23808541,28,MD,,25038,36.4786,34.6078,32,3.5,20,3,IRIS
0.1,4,2008,2008.2553144,3,MD,GRAL,25074,33.599,36.18,54,3.1,40,10,IRIS
0.1,4,2008,2008.25568774,3,ML,CSEM,25076,33.796,35.778,40,3.2,57,13,IRIS
0.1,4,2008,2008.27170177,9,ML,CSEM,25109,34.334,36.723,42,3,37,10,IRIS
0.1,4,2008,2008.28287037,13,ML,CSEM,25131,34.426,36.784,0,3,44,12,IRIS
0.1,4,2008,2008.29896254,19,MD,GRAL,25160,33.594,36.194,13,3,5,10,IRIS
0.1,4,2008,2008.30989049,23,MD,GRAL,25175,33.778,36.949,41,3,4,10,IRIS
0.1,5,2008,2008.36734211,14,ML,CSEM,25269,34.268,36.461,59,3.1,43,10,IRIS
0.1,6,2008,2008.41923146,2,ML,CSEM,25359,34.365,36.646,45,3,31,10,IRIS
0.1,6,2008,2008.46442876,18,MD,CSEM,25460,39.7162,38.5817,32,3.2,32,23,IRIS
0.1,6,2008,2008.46673766,19,ML,CSEM,25471,33.317,35.436,25,3.2,49,19,IRIS
0.1,6,2008,2008.49599803,30,MD,GRAL,25523,33.86,36.643,48,3,50,12,IRIS
0.1,7,2008,2008.50302517,3,ML,CSEM,25530,33.33,35.44,23,3.1,34,2,IRIS
0.1,7,2008,2008.54634044,18,ML,CSEM,25576,33.327,35.422,16,3.2,3,23,IRIS
0.1,11,2008,2008.86444969,12,ML,CSEM,26034,33.789,35.774,34,3.1,19,9,IRIS
0.1,11,2008,2008.88652819,20,MD,GRAL,26067,33.501,35.839,49,3.1,15,11,IRIS
0.1,1,2009,2009.00669387,3,MD,GRAL,26215,34.383,36.788,18,3,38,10,IRIS
0.1,12,2009,2009.9326602,7,MD,GRAL,27222,33.736,37.08,12,3.2,6,10,IRIS
0.2,10,1988,1988.7600332,5,ML,JSO,11339,30.4247,34.1117,54,3.8,7,4,IRIS
0.2,11,1995,1995.90712823,28,ML,JSO,13557,29.25,34.72,36,3.5,26,2,IRIS
0.2,12,1995,1995.91655146,1,ML,JSO,13631,29.23,34.84,27,3.2,59,12,IRIS
0.2,12,1995,1995.91742853,1,ML,JSO,13636,28.82,34.82,26,3.1,40,20,IRIS
0.2,3,1997,1997.17273021,5,ML,JSO,15446,29.2324,34.7214,0,3.1,7,1,IRIS
0.2,1,1998,1998.07690722,29,ML,GBZT,15959,37.335,36.252,26,3,42,1,IRIS
0.2,11,1998,1998.91067256,29,ML,JSO,16413,31.11,35.17,30,3.1,29,9,IRIS
0.2,6,1999,1999.44173792,11,MC,,1630,39.826,37.382,27.04,3.4,37,5,ANSS
0.2,11,1999,1999.84940991,7,ML,JSO,16931,29.1775,34.8403,51,3,49,0,IRIS
0.2,4,2000,2000.26353635,6,MD,JSO,17160,28.841,34.831,12,3,54,10,IRIS
0.2,10,2001,2001.7654069,7,MD,JSO,17923,28.891,34.742,52,3.1,57,8,IRIS
0.2,11,2001,2001.8955033,23,MD,JSO,17987,30.278,34.203,32,3.3,36,20,IRIS
0.2,3,2007,2007.17732433,6,MD,DDA,23176,38.4191,39.3546,40,3.5,21,17,IRIS
0.2,6,2007,2007.41637234,1,MD,DDA,23621,38.4336,39.0918,18,3.5,25,23,IRIS
0.2,8,2007,2007.63369362,20,MD,CSEM,23862,37.8685,36.9714,22,3.3,9,7,IRIS
0.2,10,2007,2007.82915538,30,MD,DDA,24064,38.3998,39.0338,4,3,24,15,IRIS
0.2,11,2007,2007.87530559,16,MD,ISK,24117,39.953,39.3368,37,3.2,40,11,IRIS
0.2,12,2007,2007.97557934,23,MD,CSEM,24338,39.3249,33.1912,30,3.3,4,2,IRIS
0.2,1,2008,2008.00714494,3,ML,CSEM,24508,39.411,33.0792,40,3.3,45,14,IRIS
0.2,1,2008,2008.06770874,25,MD,CSEM,24707,39.4402,33.0725,13,3.3,45,18,IRIS
0.2,4,2008,2008.28384607,13,MD,ISK,25132,39.3283,33.1995,14,3.2,18,21,IRIS
0.2,5,2008,2008.38923017,22,MD,GRAL,25305,33.577,37.052,52,3.4,59,10,IRIS
0.2,8,2008,2008.65492211,27,MD,DDA,25736,38.8277,35.7706,9,3.2,50,16,IRIS
0.2,11,2008,2008.87026725,14,MD,DDA,26051,39.9941,33.5121,39,3,25,12,IRIS
