time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1999-05-05T12:25:51.880Z,36.501,35.252,10,4,md,,,,1.09,us,usp00097d4,2014-11-07T01:07:37.648Z,"central Turkey",earthquake
1999-05-01T14:38:24.220Z,36.76,31.786,33,4.2,mb,,,,1.12,us,usp0009766,2014-11-07T01:07:34.832Z,"western Turkey",earthquake
1999-04-30T01:47:07.550Z,35.797,32.058,15,3.3,ml,,,,,us,usp000972r,2014-11-07T01:07:31.807Z,"Cyprus region",earthquake
1999-04-23T18:19:47.310Z,36.14,31.162,66.1,4.6,mb,,,,1.07,us,usp00096sm,2014-11-07T01:07:29.902Z,"western Turkey",earthquake
1999-04-22T21:45:12.880Z,34.479,31.988,25,3.7,ml,,,,,us,usp00096r1,2014-11-07T01:07:29.755Z,"Cyprus region",earthquake
1999-04-22T15:23:03.140Z,34.475,32.01,25,3.7,ml,,,,,us,usp00096qb,2014-11-07T01:07:29.709Z,"Cyprus region",earthquake
1999-04-21T11:22:19.150Z,34.519,32.169,15,3.2,ml,,,,,us,usp00096nr,2014-11-07T01:07:29.585Z,"Cyprus region",earthquake
1999-04-11T21:35:09.300Z,37.771,38.176,8,3.9,md,,,,,us,usp000964w,2014-11-07T01:07:27.063Z,"eastern Turkey",earthquake
1999-04-09T06:16:50.580Z,34.514,32.187,25,3,ml,,,,,us,usp0009607,2014-11-07T01:07:26.547Z,"Cyprus region",earthquake
1999-04-04T11:40:35.390Z,35.81,30.624,33,3.8,ml,,,,0.7,us,usp00095sj,2014-11-07T01:07:22.998Z,"eastern Mediterranean Sea",earthquake
1999-04-03T04:36:56.620Z,34.958,33.758,30,3.3,ml,,,,,us,usp00095pv,2014-11-07T01:07:22.027Z,"Cyprus region",earthquake
1999-03-31T13:17:27.830Z,35.011,33.777,33,3.5,ml,,,,0.44,us,usp00095j1,2014-11-07T01:07:17.984Z,"Cyprus region",earthquake
1999-03-28T14:29:34.820Z,34.544,31.988,25,3.1,ml,,,,,us,usp00095bx,2014-11-07T01:07:16.894Z,"Cyprus region",earthquake
1999-03-27T13:42:25.380Z,34.785,33.193,61.4,3.3,mb,,,,0.98,us,usp000959m,2014-11-07T01:07:16.635Z,"Cyprus region",earthquake
1999-03-27T08:26:56.130Z,35.051,32.359,8,3,ml,,,,,us,usp000958x,2014-11-07T01:07:16.566Z,"Cyprus region",earthquake
1999-03-25T16:37:05.740Z,37.041,31.126,125.1,3.9,mb,,,,0.94,us,usp000955v,2014-11-07T01:07:16.283Z,"western Turkey",earthquake
1999-03-23T15:31:07.430Z,34.442,33.605,15,3.2,ml,,,,,us,usp000951g,2014-11-07T01:07:15.892Z,"Cyprus region",earthquake
1999-03-23T09:22:38.810Z,34.623,32.933,10,3,ml,,,,,us,usp0009514,2014-11-07T01:07:15.833Z,"Cyprus region",earthquake
1999-03-22T15:59:18.510Z,34.355,32.277,25,3,ml,,,,,us,usp00094zj,2014-11-07T01:07:15.688Z,"Cyprus region",earthquake
1999-03-20T04:18:01.760Z,34.316,32.175,25,3.3,ml,,,,,us,usp00094u1,2014-11-07T01:07:15.084Z,"Cyprus region",earthquake
1999-03-18T02:53:50.560Z,35.32,30.619,33,3.7,ml,,,,0.65,us,usp00094q5,2014-11-07T01:07:14.531Z,"eastern Mediterranean Sea",earthquake
1999-03-18T02:42:07.810Z,35.314,30.748,33,3.5,ml,,,,0.75,us,usp00094q4,2014-11-07T01:07:14.529Z,"eastern Mediterranean Sea",earthquake
1999-03-17T01:50:23.180Z,34.456,32.126,15,3,ml,,,,,us,usp00094n3,2014-11-07T01:07:14.165Z,"Cyprus region",earthquake
1999-03-16T16:13:32.520Z,34.439,32.12,15,3,ml,,,,,us,usp00094mf,2014-11-07T01:07:14.099Z,"Cyprus region",earthquake
1999-03-15T00:04:23.880Z,34.304,33.28,5,3,ml,,,,,us,usp00094hh,2014-11-07T01:07:13.815Z,"Cyprus region",earthquake
1999-03-13T09:41:31.840Z,35.866,32.213,10,3.6,ml,,,,0.97,us,usp00094ee,2014-11-07T01:07:13.531Z,"Cyprus region",earthquake
1999-02-28T20:51:59.820Z,35.164,31.725,56.2,3.7,md,,,,0.8,us,usp00093n7,2014-11-07T01:07:05.850Z,"Cyprus region",earthquake
1999-02-25T18:41:41.860Z,34.404,32.153,44.6,4.2,mb,,,,0.98,us,usp00093e6,2014-11-07T01:07:05.024Z,"Cyprus region",earthquake
1999-02-24T07:04:02.600Z,36.936,30.554,5,3.3,md,,,,,us,usp00093bb,2014-11-07T01:07:04.546Z,"western Turkey",earthquake
1999-02-23T18:40:35.700Z,36.829,30.537,5,3.5,md,,,,,us,usp00093a8,2014-11-07T01:07:04.231Z,"western Turkey",earthquake
1999-02-23T07:43:54.300Z,33.54,34.398,33,3.5,ml,,,,0.75,us,usp000939a,2014-11-07T01:07:04.145Z,"eastern Mediterranean Sea",earthquake
1999-02-22T23:20:26.820Z,34.669,32.795,10,3.5,ml,,,,,us,usp000938g,2014-11-07T01:07:04.067Z,"Cyprus region",earthquake
1999-02-22T21:06:36.310Z,34.487,32.725,33,4.5,mb,,,,1.06,us,usp000938c,2014-11-07T01:07:04.051Z,"Cyprus region",earthquake
1999-02-21T17:47:57.410Z,36.538,31.001,88.4,4.1,mb,,,,1.15,us,usp0009368,2014-11-07T01:07:03.238Z,"western Turkey",earthquake
1999-02-16T08:58:19.970Z,35.345,33.676,33,3.1,ml,,,,0.23,us,usp00092wv,2014-11-07T01:07:02.003Z,"Cyprus region",earthquake
1999-02-14T09:06:53.370Z,35.268,33.499,20,3.1,ml,,,,,us,usp00092sz,2014-11-07T01:07:01.533Z,"Cyprus region",earthquake
1999-02-12T21:39:57.090Z,34.407,32.108,18,3.2,ml,,,,,us,usp00092q8,2014-11-07T01:07:01.262Z,"Cyprus region",earthquake
1999-02-12T14:43:18.100Z,36.908,35.546,10,3.8,md,,,,,us,usp00092py,2014-11-07T01:07:01.200Z,"central Turkey",earthquake
1999-02-08T09:15:57.700Z,33.78,35.14,8,4.1,ml,,,,,us,usp00092fn,2014-11-07T01:07:00.436Z,"Lebanon - Syria region",earthquake
1999-02-02T18:01:28.600Z,28.83,34.67,1,4,ml,,,,,us,usp0009256,2014-11-07T01:06:56.139Z,"Egypt",earthquake
1999-01-26T08:54:14.910Z,34.303,32.148,25,3.1,ml,,,,,us,usp00091r8,2014-11-07T01:06:51.637Z,"Cyprus region",earthquake
1999-01-21T02:13:50.600Z,37.09,36.224,10,3.7,md,,,,,us,usp00091ee,2014-11-07T01:06:50.189Z,"central Turkey",earthquake
1999-01-15T02:04:29.840Z,37.087,35.782,10,4.3,mb,,,,0.9,us,usp0009149,2014-11-07T01:06:49.030Z,"central Turkey",earthquake
1999-01-14T20:26:31.900Z,36.97,35.484,12,3.5,md,,,,,us,usp000913w,2014-11-07T01:06:48.987Z,"central Turkey",earthquake
1999-01-13T13:24:10.330Z,34.381,32.111,50.2,4.2,mb,,,,0.87,us,usp000911n,2014-11-07T01:06:48.774Z,"Cyprus region",earthquake
1999-01-12T11:27:43.750Z,36.404,31.497,33,3.5,md,,,,0.52,us,usp00090zv,2014-11-07T01:06:48.637Z,"western Turkey",earthquake
1999-01-12T04:45:36.900Z,37.192,29.981,6,3,md,,,,,us,usp00090zc,2014-11-07T01:06:48.584Z,"western Turkey",earthquake
1999-01-12T02:55:39.800Z,36.002,31.058,10,3.3,md,,,,,us,usp00090z5,2014-11-07T01:06:48.571Z,"western Turkey",earthquake
1998-12-25T22:04:09.730Z,34.42,32.345,12,3.3,ml,,,,,us,usp0009061,2014-11-07T01:06:41.742Z,"Cyprus region",earthquake
1998-12-25T21:37:28.410Z,34.417,32.218,12,3.3,ml,,,,,us,usp000905x,2014-11-07T01:06:41.734Z,"Cyprus region",earthquake
1998-12-22T08:37:24.550Z,35.797,33.922,25,3.3,ml,,,,,us,usp0009009,2014-11-07T01:06:41.193Z,"Cyprus region",earthquake
1998-12-22T04:51:11.660Z,35.896,33.915,10,4.2,mb,,,,1.01,us,usp0009001,2014-11-07T01:06:41.164Z,"Cyprus region",earthquake
1998-12-14T20:48:44.010Z,26.554,31.099,10,4.5,mb,,,,1.05,us,usp0008zmp,2014-11-07T01:06:39.243Z,"Egypt",earthquake
1998-12-05T05:51:03.800Z,36.952,30.705,10,3,md,,,,,us,usp0008z6k,2014-11-07T01:06:36.359Z,"western Turkey",earthquake
1998-12-04T04:59:27.000Z,36.977,35.59,14,4,mb,,,,,us,usp0008z53,2014-11-07T01:06:35.814Z,"central Turkey",earthquake
1998-11-19T13:26:47.100Z,37.722,30.778,6,3.6,md,,,,,us,usp0008yey,2014-11-07T01:06:28.023Z,"western Turkey",earthquake
1998-11-19T12:09:33.000Z,29.7,34.63,16,4.5,ml,,,,,us,usp0008yen,2014-11-07T01:06:27.996Z,"Egypt",earthquake
1998-11-10T19:43:02.090Z,36.513,36.166,10,3.2,md,,,,0.96,us,usp0008xzq,2014-11-07T01:06:26.216Z,"Turkey-Syria border region",earthquake
1998-11-09T23:42:35.100Z,35.623,31.799,10,3.6,md,,,,,us,usp0008xy4,2014-11-07T01:06:25.714Z,"Cyprus region",earthquake
1998-11-09T03:53:04.800Z,37.095,30.805,10,3.7,md,,,,,us,usp0008xw1,2014-11-07T01:06:25.450Z,"western Turkey",earthquake
1998-11-07T20:38:57.100Z,35.654,31.588,10,3.8,md,,,,,us,usp0008xsx,2014-11-07T01:06:24.809Z,"Cyprus region",earthquake
1998-11-01T19:01:59.500Z,37.071,30.326,7,3.1,md,,,,,us,usp0008xeg,2014-11-07T01:06:21.405Z,"western Turkey",earthquake
1998-10-21T20:09:46.700Z,34.238,31.362,33,3.1,ml,,,,0.54,us,usp0008wv4,2014-11-07T01:06:16.551Z,"Cyprus region",earthquake
1998-10-05T19:55:55.320Z,36.783,31.168,92.7,4,mb,,,,1.07,us,usp0008w1s,2014-11-07T01:06:12.351Z,"western Turkey",earthquake
1998-10-02T11:32:22.460Z,34.722,34.015,10,3.4,ml,,,,,us,usp0008vvp,2014-11-07T01:06:10.685Z,"Cyprus region",earthquake
1998-09-20T22:56:34.300Z,36.874,35.546,58.4,3.7,mb,,,,0.79,us,usp0008v94,2014-11-07T01:06:04.802Z,"central Turkey",earthquake
1998-09-15T22:13:26.050Z,33.996,31.954,10,3.7,mb,,,,1.26,us,usp0008uzy,2014-11-07T01:06:03.856Z,"eastern Mediterranean Sea",earthquake
1998-09-15T18:50:28.630Z,34.398,32.111,16.7,4.5,mb,,,,1.07,us,usp0008uzp,2014-11-07T01:06:03.583Z,"Cyprus region",earthquake
1998-09-12T08:51:45.300Z,37.626,37.554,5,3.3,md,,,,,us,usp0008uts,2014-11-07T01:06:01.993Z,"central Turkey",earthquake
1998-09-02T03:38:22.030Z,35.26,30.931,33,3.6,md,,,,0.88,us,usp0008u8n,2014-11-07T01:05:58.285Z,"eastern Mediterranean Sea",earthquake
1998-08-24T02:06:31.300Z,36.82,35.412,10,3.6,md,,,,,us,usp0008tsf,2014-11-07T01:05:52.572Z,"central Turkey",earthquake
1998-08-24T02:00:37.400Z,36.836,35.447,10,4.1,mb,,,,,us,usp0008tse,2014-11-07T01:05:52.568Z,"central Turkey",earthquake
1998-08-24T01:31:54.600Z,36.764,35.475,10,3.3,md,,,,,us,usp0008tsb,2014-11-07T01:05:52.545Z,"central Turkey",earthquake
1998-08-20T21:13:13.700Z,36.984,35.592,10,3.6,md,,,,,us,usp0008tkm,2014-11-07T01:05:51.656Z,"central Turkey",earthquake
1998-08-20T14:59:24.530Z,37.003,35.602,10,3.3,md,,,,1.27,us,usp0008tk3,2014-11-07T01:05:51.539Z,"central Turkey",earthquake
1998-08-18T19:57:25.840Z,36.183,31.244,67.1,4,mb,,,,0.83,us,usp0008tfu,2014-11-07T01:05:50.439Z,"western Turkey",earthquake
1998-08-18T13:55:11.600Z,36.717,35.723,10,3.2,md,,,,,us,usp0008tfe,2014-11-07T01:05:50.378Z,"central Turkey",earthquake
1998-08-17T10:52:08.400Z,37.724,38.595,10,3,md,,,,,us,usp0008tdt,2014-11-07T01:05:50.117Z,"eastern Turkey",earthquake
1998-08-03T21:59:47.330Z,34.689,33.851,33,4.1,mb,,,,1.2,us,usp0008sqf,2014-11-07T01:05:44.349Z,"Cyprus region",earthquake
1998-07-27T04:46:17.500Z,36.958,35.685,10,3.6,md,,,,,us,usp0008s7y,2014-11-07T01:05:38.791Z,"central Turkey",earthquake
1998-07-25T23:25:04.740Z,35.42,31.311,10,3.6,md,,,,0.74,us,usp0008s61,2014-11-07T01:05:38.276Z,"Cyprus region",earthquake
1998-07-22T07:53:03.740Z,36.149,35.855,10,3.6,md,,,,0.95,us,usp0008s02,2014-11-07T01:05:37.700Z,"central Turkey",earthquake
1998-07-17T18:15:14.950Z,36.732,35.996,12.1,4.1,mb,,,,0.91,us,usp0008rr8,2014-11-07T01:05:36.651Z,"central Turkey",earthquake
1998-07-17T00:43:33.700Z,36.863,35.682,10,3.7,md,,,,,us,usp0008rnj,2014-11-07T01:05:36.360Z,"central Turkey",earthquake
1998-07-15T03:32:30.800Z,36.864,35.648,8,4,md,,,,,us,usp0008rhh,2014-11-07T01:05:35.905Z,"central Turkey",earthquake
1998-07-14T05:45:09.300Z,35.197,34.113,5,3.4,md,,,,,us,usp0008rfq,2014-11-07T01:05:35.411Z,"Cyprus region",earthquake
1998-07-13T10:44:08.800Z,37.035,35.707,9,3.8,md,,,,,us,usp0008re6,2014-11-07T01:05:35.145Z,"central Turkey",earthquake
1998-07-13T09:27:59.600Z,37.04,35.592,12,3.8,md,,,,,us,usp0008re2,2014-11-07T01:05:35.137Z,"central Turkey",earthquake
1998-07-08T00:55:46.000Z,36.747,30.71,10,3.3,md,,,,,us,usp0008r4s,2014-11-07T01:05:33.796Z,"western Turkey",earthquake
1998-07-05T14:32:15.400Z,36.826,35.519,10,3.9,md,,,,,us,usp0008r02,2014-11-07T01:05:32.868Z,"central Turkey",earthquake
1998-07-05T06:31:21.500Z,36.778,35.35,10,3.4,md,,,,,us,usp0008qzd,2014-11-07T01:05:32.780Z,"central Turkey",earthquake
1998-07-04T09:24:23.380Z,36.881,35.433,33,4.4,mb,,,,1.34,us,usp0008qy0,2014-11-07T01:05:32.515Z,"central Turkey",earthquake
1998-07-04T02:15:46.910Z,36.874,35.321,33,5.4,mwc,,,,1.21,us,usp0008qxd,2015-02-11T17:16:49.000Z,"central Turkey",earthquake
1998-07-04T01:00:22.200Z,37.032,35.726,10,3.1,md,,,,,us,usp0008qx8,2014-11-07T01:05:31.999Z,"central Turkey",earthquake
1998-07-03T16:58:44.700Z,37.038,35.734,10,3.4,md,,,,,us,usp0008qwp,2014-11-07T01:05:31.874Z,"central Turkey",earthquake
1998-07-02T02:35:32.000Z,36.298,31.894,9,3.4,md,,,,,us,usp0008qtq,2014-11-07T01:05:30.828Z,"western Turkey",earthquake
1998-07-01T06:25:01.200Z,36.989,35.559,11,3.7,md,,,,,us,usp0008qsg,2014-11-07T01:05:29.981Z,"central Turkey",earthquake
1998-06-30T02:42:46.500Z,37.062,35.595,8,3.1,md,,,,,us,usp0008qqq,2014-11-07T01:05:27.953Z,"central Turkey",earthquake
1998-06-30T02:01:03.600Z,37.044,35.739,10,3.7,md,,,,,us,usp0008qqm,2014-11-07T01:05:27.947Z,"central Turkey",earthquake
1998-06-29T18:49:57.360Z,36.823,35.602,33,3.2,md,,,,0.61,us,usp0008qq8,2014-11-07T01:05:27.833Z,"central Turkey",earthquake
1998-06-29T10:03:34.000Z,37.026,35.69,6,3.9,md,,,,,us,usp0008qpk,2014-11-07T01:05:27.780Z,"central Turkey",earthquake
1998-06-28T15:20:33.570Z,37.011,35.463,10,4.1,md,,,,1.14,us,usp0008qn7,2014-11-07T01:05:27.672Z,"central Turkey",earthquake
1998-06-28T13:07:22.400Z,36.846,35.45,10,3.2,md,,,,,us,usp0008qn2,2014-11-07T01:05:27.659Z,"central Turkey",earthquake
1998-06-28T11:24:52.700Z,36.863,35.286,10,3.9,md,,,,,us,usp0008qmx,2014-11-07T01:05:27.647Z,"central Turkey",earthquake
1998-06-28T08:29:54.000Z,36.838,35.717,10,3.5,md,,,,,us,usp0008qms,2014-11-07T01:05:27.631Z,"central Turkey",earthquake
1998-06-28T03:59:25.010Z,36.971,35.462,10,4.7,mb,,,,1.37,us,usp0008qme,2014-11-07T01:05:27.592Z,"central Turkey",earthquake
1998-06-28T02:35:12.300Z,36.939,35.72,10,3.3,md,,,,,us,usp0008qm8,2014-11-07T01:05:27.579Z,"central Turkey",earthquake
1998-06-27T21:49:50.610Z,36.659,35.743,10,4,mb,,,,1.17,us,usp0008qm0,2014-11-07T01:05:27.561Z,"central Turkey",earthquake
1998-06-27T20:50:14.100Z,36.97,35.259,10,4.2,mb,,,,0.94,us,usp0008qkx,2014-11-07T01:05:27.540Z,"central Turkey",earthquake
1998-06-27T20:03:07.300Z,36.969,35.651,10,3.7,md,,,,,us,usp0008qkt,2014-11-07T01:05:27.527Z,"central Turkey",earthquake
1998-06-27T19:22:49.700Z,36.997,35.758,10,3.5,md,,,,,us,usp0008qks,2014-11-07T01:05:27.526Z,"central Turkey",earthquake
1998-06-27T18:54:41.210Z,36.964,35.686,33,4.1,ml,,,,0.7,us,usp0008qkr,2014-11-07T01:05:27.523Z,"central Turkey",earthquake
1998-06-27T15:12:18.400Z,36.969,35.699,7,3.5,md,,,,,us,usp0008qkh,2014-11-07T01:05:27.487Z,"central Turkey",earthquake
1998-06-27T14:15:35.890Z,36.949,35.638,10,4.2,mb,,,,1.51,us,usp0008qkg,2014-11-07T01:05:27.483Z,"central Turkey",earthquake
1998-06-27T14:14:27.100Z,37.184,35.813,13,3.5,md,,,,,us,usp0008qkf,2014-11-07T01:05:27.482Z,"central Turkey",earthquake
1998-06-27T14:07:37.200Z,36.806,35.614,10,4.2,md,,,,,us,usp0008qke,2014-11-07T01:05:27.481Z,"central Turkey",earthquake
1998-06-27T13:55:52.080Z,36.878,35.307,33,6.3,mwc,,,,1.31,us,usp0008qkc,2015-02-12T21:42:43.564Z,"central Turkey",earthquake
1998-06-07T09:12:06.280Z,37.102,30.585,104.9,4,mb,,,,0.92,us,usp0008pg4,2014-11-07T01:05:22.931Z,"western Turkey",earthquake
1998-05-21T18:36:29.540Z,34.349,32.153,38.7,3.6,ml,,,,1.35,us,usp0008ngm,2014-11-07T01:05:14.818Z,"Cyprus region",earthquake
1998-04-26T12:12:02.900Z,37.799,30.471,10,3.1,md,,,,,us,usp0008m05,2014-11-07T01:05:04.699Z,"western Turkey",earthquake
1998-04-25T01:29:30.040Z,29.608,34.246,10,4.1,ml,,,,,us,usp0008kx2,2014-11-07T01:05:04.192Z,"Egypt",earthquake
1998-04-21T05:37:29.510Z,34.935,33.07,33,4,mb,,,,1.41,us,usp0008kpa,2014-11-07T01:05:02.435Z,"Cyprus region",earthquake
1998-04-21T05:35:23.480Z,34.752,32.934,33,4.3,mb,,,,1.1,us,usp0008kp9,2014-11-07T01:05:02.427Z,"Cyprus region",earthquake
1998-04-18T00:54:20.900Z,34.265,32.281,33,4.3,mb,,,,1.14,us,usp0008kfg,2014-11-07T01:05:00.642Z,"Cyprus region",earthquake
1998-04-17T18:37:07.100Z,37.147,30.846,10,3.6,md,,,,,us,usp0008kem,2014-11-07T01:05:00.352Z,"western Turkey",earthquake
1998-04-17T07:31:23.800Z,37.044,30.308,10,3.2,md,,,,,us,usp0008kdp,2014-11-07T01:05:00.285Z,"western Turkey",earthquake
1998-04-17T07:27:49.100Z,37.058,30.276,10,3.4,md,,,,,us,usp0008kdn,2014-11-07T01:05:00.284Z,"western Turkey",earthquake
1998-04-12T10:55:46.300Z,36.598,32.044,10,3.2,md,,,,,us,usp0008jym,2014-11-07T01:04:58.798Z,"central Turkey",earthquake
1998-04-06T07:33:23.120Z,35.087,33.872,50,3.4,md,,,,0.76,us,usp0008jn0,2014-11-07T01:04:57.399Z,"Cyprus region",earthquake
1998-04-04T02:57:30.200Z,36.965,31.597,12,3.6,md,,,,,us,usp0008jhu,2014-11-07T01:04:56.541Z,"western Turkey",earthquake
1998-03-24T20:54:35.400Z,36.95,31.055,15,3.3,md,,,,,us,usp0008hz5,2014-11-07T01:04:49.693Z,"western Turkey",earthquake
1998-03-24T15:28:27.960Z,34.37,31.879,33,3.4,ml,,,,0.71,us,usp0008hyx,2014-11-07T01:04:49.672Z,"Cyprus region",earthquake
1998-03-22T07:31:42.040Z,37.218,31.085,129.4,3.8,mb,,,,0.84,us,usp0008hur,2014-11-07T01:04:48.825Z,"western Turkey",earthquake
1998-03-19T20:46:10.400Z,36.817,31.493,10,3.4,md,,,,,us,usp0008hq8,2014-11-07T01:04:47.573Z,"western Turkey",earthquake
1998-03-19T08:58:42.200Z,35.906,33.736,5,3.4,md,,,,,us,usp0008hph,2014-11-07T01:04:46.891Z,"Cyprus region",earthquake
1998-03-15T23:10:38.900Z,37.571,38.255,10,3.9,md,,,,,us,usp0008hhu,2014-11-07T01:04:46.168Z,"eastern Turkey",earthquake
1998-03-03T08:21:09.140Z,37.127,32.213,10,3.5,mb,,,,1.41,us,usp0008gvp,2014-11-07T01:04:39.885Z,"central Turkey",earthquake
1998-02-27T02:42:23.500Z,36.582,36.434,6,3.7,md,,,,,us,usp0008gnt,2014-11-07T01:04:35.744Z,"Turkey-Syria border region",earthquake
1998-02-03T03:12:57.800Z,37.044,30.637,10,3.3,md,,,,,us,usp0008fbx,2014-11-07T01:04:28.098Z,"western Turkey",earthquake
1998-01-28T22:38:52.320Z,34.433,32.12,10,4.4,mb,,,,1.03,us,usp0008f44,2014-11-07T01:04:23.591Z,"Cyprus region",earthquake
1998-01-19T21:52:43.570Z,35.838,31.138,56.3,3.8,md,,,,1.09,us,usp0008enw,2014-11-07T01:04:21.315Z,"Cyprus region",earthquake
1998-01-10T14:02:49.200Z,36.788,31.182,10,3.5,md,,,,,us,usp0008e22,2014-11-07T01:04:19.016Z,"western Turkey",earthquake
1998-01-07T10:00:11.170Z,35.86,30.913,33,3.3,mb,,,,1.33,us,usp0008dw7,2014-11-07T01:04:17.903Z,"eastern Mediterranean Sea",earthquake
1998-01-05T22:21:42.460Z,35.566,31.622,10,3.1,ml,,,,0.61,us,usp0008dtd,2014-11-07T01:04:17.545Z,"Cyprus region",earthquake
1998-01-03T21:15:05.890Z,37.153,35.542,10,3.5,mb,,,,1.52,us,usp0008dq1,2014-11-07T01:04:16.474Z,"central Turkey",earthquake
1997-12-21T05:44:29.180Z,35.968,31.282,10,3.8,md,,,,1.02,us,usp0008czy,2014-11-07T01:04:09.047Z,"Cyprus region",earthquake
1997-12-14T03:12:56.270Z,35.44,34.826,10,3.9,md,,,,0.54,us,usp0008cm6,2014-11-07T01:04:07.501Z,"Cyprus region",earthquake
1997-12-06T00:12:59.070Z,36.939,30.888,106.7,4.2,mb,,,,1.08,us,usp0008bzc,2014-11-07T01:04:04.754Z,"western Turkey",earthquake
1997-10-30T17:34:17.530Z,34.915,35.148,14.7,4.2,mb,,,,1.18,us,usp00089tf,2014-11-07T01:03:47.054Z,"Lebanon - Syria region",earthquake
1997-09-19T22:33:42.110Z,34.759,32.303,33,4.1,mb,,,,1.25,us,usp00087r0,2014-11-07T01:03:30.011Z,"Cyprus region",earthquake
1997-09-16T08:33:54.390Z,34.481,32.013,10,4.1,ml,,,,0.6,us,usp00087kq,2014-11-07T01:03:29.185Z,"Cyprus region",earthquake
1997-09-14T01:56:52.880Z,34.311,32.287,10,4.1,mb,,,,0.77,us,usp00087h2,2014-11-07T01:03:28.837Z,"Cyprus region",earthquake
1997-09-12T00:03:53.510Z,34.433,32.118,33,3.7,mb,,,,1,us,usp00087e8,2014-11-07T01:03:28.507Z,"Cyprus region",earthquake
1997-08-10T05:23:36.330Z,34.565,32.093,79.2,3.9,mb,,,,0.93,us,usp000860u,2014-11-07T01:03:17.452Z,"Cyprus region",earthquake
1997-08-04T11:29:46.700Z,33.209,35.7,10,4,ml,,,,0.45,us,usp00085sk,2014-11-07T01:03:15.602Z,"Lebanon - Syria region",earthquake
1997-07-31T07:00:23.080Z,35.104,33.792,33,4.2,mb,,,,1.03,us,usp00085m8,2014-11-07T01:03:12.060Z,"Cyprus region",earthquake
1997-06-30T21:48:46.760Z,36.634,31.413,124.4,4.5,mb,,,,1.06,us,usp0008462,2014-11-07T01:03:01.364Z,"western Turkey",earthquake
1997-05-28T18:35:17.180Z,34.864,32.4,33,4.2,mb,,,,0.76,us,usp00082xp,2014-11-07T01:02:49.741Z,"Cyprus region",earthquake
1997-05-10T23:01:46.920Z,28.213,34.82,10,4.7,mb,,,,1.19,us,usp000822s,2014-11-07T01:02:45.902Z,"Egypt",earthquake
1997-04-14T19:47:00.120Z,34.527,32.248,33,4.2,mb,,,,0.75,us,usp00080k0,2014-11-07T01:02:34.441Z,"Cyprus region",earthquake
1997-03-26T13:20:21.940Z,33.738,35.464,10,4.7,mb,,,,0.91,us,usp0007zfk,2014-11-07T01:02:23.014Z,"Lebanon - Syria region",earthquake
1997-03-26T09:19:16.500Z,34.916,33.059,52.7,4.1,mb,,,,0.92,us,usp0007zf0,2014-11-07T01:02:22.962Z,"Cyprus region",earthquake
1997-03-26T04:22:53.000Z,33.403,35.4,10,5.6,,,,,,atlas,atlas19970326042253,2015-02-04T02:27:11.978Z,"Lebanon - Syria region",earthquake
1997-03-26T04:22:51.630Z,33.386,35.452,10,5,mb,,,,1.16,us,usp0007zem,2015-02-04T02:27:01.295Z,"Lebanon - Syria region",earthquake
1997-03-16T03:19:19.950Z,35.75,30.746,33,4,mb,,,,1.31,us,usp0007ywz,2014-11-07T01:02:20.025Z,"eastern Mediterranean Sea",earthquake
1997-03-13T13:56:27.000Z,36.771,31.023,10,3.5,md,,,,0.6,us,usp0007ys5,2014-11-07T01:02:19.577Z,"western Turkey",earthquake
1997-03-08T15:51:06.220Z,34.329,32.379,33,4.1,mb,,,,0.88,us,usp0007ygy,2014-11-07T01:02:18.558Z,"Cyprus region",earthquake
1997-03-08T15:21:02.310Z,27.535,34.192,10,4.8,mb,,,,0.74,us,usp0007ygv,2014-11-07T01:02:18.547Z,"Red Sea",earthquake
1997-02-26T22:47:52.160Z,36.268,36.163,10,4.2,ml,,,,1.01,us,usp0007xvn,2014-11-07T01:02:11.610Z,"Turkey-Syria border region",earthquake
1997-02-21T10:12:53.700Z,29.142,34.652,10,4.4,ml,,,,0.76,us,usp0007xka,2014-11-07T01:02:10.323Z,"Egypt",earthquake
1997-02-18T20:11:48.710Z,36.39,30.819,10,3.7,md,,,,0.51,us,usp0007xez,2014-11-07T01:02:09.839Z,"western Turkey",earthquake
1997-02-18T11:39:42.240Z,33.7,32.239,33,3.9,md,,,,0.54,us,usp0007xe9,2014-11-07T01:02:09.790Z,"eastern Mediterranean Sea",earthquake
1997-01-26T15:28:47.460Z,34.578,32.283,33,3.9,mb,,,,1.35,us,usp0007wd2,2014-11-07T01:02:00.377Z,"Cyprus region",earthquake
1997-01-26T08:21:41.570Z,29.498,34.673,10,4,ml,,,,0.45,us,usp0007wcf,2014-11-07T01:02:00.302Z,"Egypt",earthquake
1997-01-23T14:53:14.690Z,36.168,35.735,10,4.4,mb,,,,0.63,us,usp0007w8q,2014-11-07T01:01:59.535Z,"central Turkey",earthquake
1997-01-23T07:09:22.260Z,36.326,36.231,10,4.3,mb,,,,0.92,us,usp0007w84,2014-11-07T01:01:59.493Z,"Turkey-Syria border region",earthquake
1997-01-22T18:27:29.660Z,36.275,35.997,10,5.3,mb,,,,1.09,us,usp0007w7m,2014-11-07T01:01:59.395Z,"central Turkey",earthquake
1997-01-22T18:24:50.200Z,36.239,35.922,10,5.1,mb,,,,1.16,us,usp0007w7k,2014-11-07T01:01:59.378Z,"central Turkey",earthquake
