time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2005-04-07T14:26:54.470Z,34.77,33.237,10,3.7,ml,7,197.2,,,us,usp000dmgw,2014-11-07T01:25:30.389Z,"Cyprus region",earthquake
2005-04-05T05:49:11.510Z,36.917,35.269,19.9,3.6,md,17,64.1,,,us,usp000dma1,2014-11-07T01:25:29.483Z,"central Turkey",earthquake
2005-04-03T22:21:11.090Z,35.307,31.637,25,3.3,ml,5,329.8,,,us,usp000dm5d,2014-11-07T01:25:28.863Z,"Cyprus region",earthquake
2005-03-30T21:29:59.800Z,35.728,31.11,30,3.8,ml,28,116.1,,,us,usp000dkq4,2014-11-07T01:25:22.379Z,"Cyprus region",earthquake
2005-03-29T02:10:49.470Z,34.382,32.017,25,3.1,ml,7,312.8,,,us,usp000dkdh,2014-11-07T01:25:20.830Z,"Cyprus region",earthquake
2005-03-25T21:48:52.900Z,34.526,32.563,20,3.4,ml,7,265.3,,,us,usp000dk23,2014-11-07T01:25:19.387Z,"Cyprus region",earthquake
2005-03-19T09:26:19.200Z,37.188,36.386,20.3,3.1,md,5,99.5,,,us,usp000djhy,2014-11-07T01:25:16.431Z,"central Turkey",earthquake
2005-03-18T22:22:35.820Z,34.801,32.928,20,3.3,ml,7,142.4,,,us,usp000djg9,2014-11-07T01:25:16.184Z,"Cyprus region",earthquake
2005-03-17T03:39:11.170Z,36.173,31.514,23,3.5,ml,7,182.6,,,us,usp000djc9,2014-11-07T01:25:15.229Z,"western Turkey",earthquake
2005-03-17T01:18:04.330Z,35.718,32.219,25,3.1,ml,6,310.6,,,us,usp000djc1,2014-11-07T01:25:15.190Z,"Cyprus region",earthquake
2005-03-15T06:07:27.730Z,34.368,32.087,25,3,ml,5,317.3,,,us,usp000dj8c,2014-11-07T01:25:14.635Z,"Cyprus region",earthquake
2005-03-13T20:15:54.680Z,34.589,32.015,15,3,ml,5,313.9,,,us,usp000dj4k,2014-11-07T01:25:14.007Z,"Cyprus region",earthquake
2005-03-10T17:11:20.860Z,35.012,34.013,10,3,ml,5,193.2,,,us,usp000dhy1,2014-11-07T01:25:13.160Z,"Cyprus region",earthquake
2005-03-01T00:31:03.930Z,34.847,32.997,25,3.1,ml,6,146.7,,,us,usp000dh82,2014-11-07T01:25:07.401Z,"Cyprus region",earthquake
2005-02-28T01:28:40.680Z,37.745,30.915,15.5,3.4,md,13,169.8,,,us,usp000dh4q,2014-11-07T01:25:05.086Z,"western Turkey",earthquake
2005-02-27T06:17:35.240Z,34.455,32.348,25,3.2,ml,6,300.8,,,us,usp000dh2m,2014-11-07T01:25:04.589Z,"Cyprus region",earthquake
2005-02-26T22:57:29.170Z,29.054,35.221,10,4.1,ml,21,276.4,,0.57,us,usp000dh1r,2014-11-07T01:25:04.281Z,"Jordan-Saudi Arabia border region",earthquake
2005-02-25T21:40:48.370Z,37.324,36.215,24.4,3.4,md,7,82.5,,,us,usp000dgyq,2014-11-07T01:25:03.694Z,"central Turkey",earthquake
2005-02-25T20:40:32.290Z,34.604,33.907,25,3.2,ml,7,266.1,,,us,usp000dgym,2014-11-07T01:25:03.688Z,"Cyprus region",earthquake
2005-02-25T20:15:07.480Z,35.996,31.777,83.6,3.3,md,16,130.7,,,us,usp000dgyh,2014-11-07T01:25:03.671Z,"Cyprus region",earthquake
2005-02-25T00:08:53.750Z,36.773,30.903,25,3.7,ml,7,336.2,,,us,usp000dgwj,2014-11-07T01:25:03.409Z,"western Turkey",earthquake
2005-02-23T15:39:34.510Z,35.196,33.452,31,3.1,ml,5,204.7,,,us,usp000dgts,2014-11-07T01:25:02.997Z,"Cyprus region",earthquake
2005-02-22T15:32:28.770Z,34.504,33.221,12,3.1,ml,6,245,,,us,usp000dgrd,2014-11-07T01:25:02.632Z,"Cyprus region",earthquake
2005-02-22T09:00:17.540Z,34.584,33.161,20,3,ml,5,234.8,,,us,usp000dgqw,2014-11-07T01:25:02.565Z,"Cyprus region",earthquake
2005-02-18T20:37:20.550Z,34.405,32.016,25,3.3,ml,6,318.9,,,us,usp000dgfn,2014-11-07T01:25:01.182Z,"Cyprus region",earthquake
2005-02-15T17:09:16.870Z,34.434,32.065,25,3.2,ml,6,315.9,,,us,usp000dg7b,2014-11-07T01:25:00.044Z,"Cyprus region",earthquake
2005-02-11T22:00:18.280Z,37.208,30.944,37.7,3,md,7,140.7,,,us,usp000dfy8,2014-11-07T01:24:58.800Z,"western Turkey",earthquake
2005-02-06T23:16:03.290Z,37.744,30.197,5,3,md,8,64.1,,,us,usp000dfn1,2014-11-07T01:24:56.857Z,"western Turkey",earthquake
2005-01-30T19:23:53.350Z,34.434,31.797,25,3.1,ml,6,326.5,,,us,usp000df88,2014-11-07T01:24:49.924Z,"Cyprus region",earthquake
2005-01-27T20:23:28.790Z,36.643,31.996,34,3.1,ml,9,176.6,,,us,usp000deqe,2014-11-07T01:24:46.372Z,"western Turkey",earthquake
2005-01-27T12:16:58.430Z,34.467,37.6,10,4.1,ml,19,185.1,,0.7,us,usp000dekv,2014-11-07T01:24:45.819Z,"Syria",earthquake
2005-01-25T16:05:53.990Z,36.77,35.239,24.8,4.1,ml,31,56.3,,,us,usp000deb6,2014-11-07T01:24:44.527Z,"central Turkey",earthquake
2005-01-25T12:01:02.610Z,36.122,30.299,10,3.7,ml,6,239.7,,0.15,us,usp000deaj,2014-11-07T01:24:44.477Z,"western Turkey",earthquake
2005-01-21T13:54:38.200Z,34.544,32.056,25,4,mb,30,87,,,us,usp000ddy0,2014-11-07T01:24:42.573Z,"Cyprus region",earthquake
2005-01-14T11:19:49.650Z,34.829,32.942,15,3.2,ml,7,135.1,,,us,usp000ddar,2014-11-07T01:24:39.146Z,"Cyprus region",earthquake
2005-01-13T11:31:57.990Z,35.311,31.725,21,3.3,ml,6,175,,,us,usp000dd89,2014-11-07T01:24:38.396Z,"Cyprus region",earthquake
2005-01-12T14:00:21.400Z,34.863,33.044,5,3.8,ml,12,69,,,us,usp000dd5y,2014-11-07T01:24:38.101Z,"Cyprus region",earthquake
2005-01-10T06:12:14.010Z,34.291,32.199,10,3.1,ml,4,314.3,,,us,usp000dcyk,2014-11-07T01:24:36.566Z,"Cyprus region",earthquake
2005-01-07T06:27:44.120Z,37.573,38.603,5,3.4,md,10,159.1,,,us,usp000dcpx,2014-11-07T01:24:35.360Z,"eastern Turkey",earthquake
2004-12-31T19:06:18.480Z,34.707,33.438,5,3.1,ml,6,217.7,,,us,usp000dcaj,2014-11-07T01:24:28.112Z,"Cyprus region",earthquake
2004-12-28T01:06:03.610Z,35.066,30.875,25,3.5,ml,6,345.8,,,us,usp000dc13,2014-11-07T01:24:26.294Z,"eastern Mediterranean Sea",earthquake
2004-12-25T20:22:19.460Z,34.493,32.071,36.5,4.2,mb,59,87.2,,0.75,us,usp000dbe3,2014-11-07T01:24:21.536Z,"Cyprus region",earthquake
2004-12-16T18:44:28.850Z,34.848,32.693,14,3.1,ml,6,157,,,us,usp000dauu,2014-11-07T01:24:18.256Z,"Cyprus region",earthquake
2004-12-10T19:50:44.440Z,34.43,32.492,20,3.5,ml,7,279.8,,,us,usp000daea,2014-11-07T01:24:15.658Z,"Cyprus region",earthquake
2004-12-05T23:44:14.600Z,34.886,32.622,10,3,ml,7,148.7,,,us,usp000da57,2014-11-07T01:24:14.243Z,"Cyprus region",earthquake
2004-11-30T07:45:42.790Z,34.536,32.008,25,3.1,ml,5,315.5,,,us,usp000d9n2,2014-11-07T01:24:07.460Z,"Cyprus region",earthquake
2004-11-23T11:05:31.770Z,34.5,31.909,25,3.6,ml,15,128.8,,,us,usp000d914,2014-11-07T01:24:04.472Z,"Cyprus region",earthquake
2004-11-23T10:58:49.650Z,34.487,31.901,25,3.2,ml,6,321.7,,,us,usp000d913,2014-11-07T01:24:04.471Z,"Cyprus region",earthquake
2004-11-23T07:16:39.330Z,34.495,31.888,25,3.4,ml,5,322.2,,,us,usp000d90m,2014-11-07T01:24:04.440Z,"Cyprus region",earthquake
2004-11-22T14:36:57.330Z,34.506,31.905,25,3.1,ml,5,321.3,,,us,usp000d8yv,2014-11-07T01:24:04.107Z,"Cyprus region",earthquake
2004-11-17T01:23:00.690Z,35.2,32.822,44.4,3.5,md,19,57.8,,,us,usp000d8me,2014-11-07T01:24:01.621Z,"Cyprus region",earthquake
2004-11-17T01:12:09.230Z,35.052,32.854,56.1,3.8,md,41,73,,,us,usp000d8md,2014-11-07T01:24:01.617Z,"Cyprus region",earthquake
2004-11-14T11:24:34.490Z,37.54,35.944,6.3,3.2,md,7,102.2,,,us,usp000d8eh,2014-11-07T01:24:00.399Z,"central Turkey",earthquake
2004-11-09T06:48:28.280Z,34.744,33.391,15,3.4,ml,5,208.2,,,us,usp000d808,2014-11-07T01:23:57.777Z,"Cyprus region",earthquake
2004-11-06T22:19:48.230Z,36.763,30.281,5,3.1,md,7,248,,,us,usp000d7ud,2014-11-07T01:23:56.717Z,"western Turkey",earthquake
2004-11-05T16:38:52.250Z,36.77,36.642,5.3,3.5,md,12,144.8,,,us,usp000d7rd,2014-11-07T01:23:56.351Z,"Turkey-Syria border region",earthquake
2004-11-01T05:12:45.320Z,34.076,32.567,25,3.6,md,11,258.3,,,us,usp000d7eq,2014-11-07T01:23:52.719Z,"Cyprus region",earthquake
2004-10-31T21:52:19.920Z,33.831,32.498,25,3.3,ml,5,322,,,us,usp000d7e3,2014-11-07T01:23:50.756Z,"eastern Mediterranean Sea",earthquake
2004-10-29T14:55:34.320Z,34.485,31.977,25,3.9,ml,18,123.9,,,us,usp000d7a7,2014-11-07T01:23:50.266Z,"Cyprus region",earthquake
2004-10-29T12:45:52.750Z,35.252,34.09,25,3.2,ml,5,284.9,,,us,usp000d7a3,2014-11-07T01:23:50.259Z,"Cyprus region",earthquake
2004-10-29T02:09:35.530Z,34.956,33.781,18,3.4,ml,6,178.3,,,us,usp000d79a,2014-11-07T01:23:50.177Z,"Cyprus region",earthquake
2004-10-28T13:04:09.490Z,34.406,32.106,25,3,ml,4,321.1,,,us,usp000d78e,2014-11-07T01:23:50.069Z,"Cyprus region",earthquake
2004-10-28T07:10:32.200Z,29.95,34.39,9,3.8,ml,17,193.2,,,us,usp000d780,2014-11-07T01:23:50.003Z,"Egypt",earthquake
2004-10-26T17:03:57.430Z,34.875,33.783,10,3.5,ml,6,203.4,,,us,usp000d74p,2014-11-07T01:23:49.435Z,"Cyprus region",earthquake
2004-10-26T09:56:04.590Z,34.349,32.006,25,3.2,ml,4,327.1,,,us,usp000d73z,2014-11-07T01:23:49.313Z,"Cyprus region",earthquake
2004-10-25T22:27:05.710Z,34.459,32.859,3,3.3,ml,5,277.6,,,us,usp000d72t,2014-11-07T01:23:49.179Z,"Cyprus region",earthquake
2004-10-23T16:32:27.710Z,34.443,32.669,35,3.6,ml,6,265.8,,,us,usp000d6x4,2014-11-07T01:23:48.301Z,"Cyprus region",earthquake
2004-10-21T10:28:23.430Z,34.677,33.109,14,3,ml,5,222,,,us,usp000d6sk,2014-11-07T01:23:47.474Z,"Cyprus region",earthquake
2004-10-16T15:28:27.630Z,34.335,33.253,50,4.7,mwc,264,30.1,,0.93,us,usp000d6gh,2015-02-11T17:17:49.000Z,"Cyprus region",earthquake
2004-10-04T16:52:46.440Z,37.019,30.35,14.5,4.3,mb,74,99.4,,1.1,us,usp000d5rv,2014-11-07T01:23:41.844Z,"western Turkey",earthquake
2004-10-03T15:28:44.730Z,36.833,34.318,7.1,3.4,m,10,88.2,,,us,usp000d5pu,2014-11-07T01:23:41.474Z,"central Turkey",earthquake
2004-09-28T08:02:58.900Z,36.824,34.339,8.2,4.2,mb,78,39.4,,,us,usp000d575,2014-11-07T01:23:34.213Z,"central Turkey",earthquake
2004-09-20T09:37:29.580Z,34.505,31.926,25,3.1,ml,5,320.3,,,us,usp000d4q2,2014-11-07T01:23:31.382Z,"Cyprus region",earthquake
2004-09-19T18:05:46.340Z,34.397,32.055,25,3.4,ml,6,317,,,us,usp000d4nn,2014-11-07T01:23:31.156Z,"Cyprus region",earthquake
2004-09-15T14:52:30.970Z,34.86,32.504,20,3.3,ml,6,172.4,,,us,usp000d4b3,2014-11-07T01:23:29.414Z,"Cyprus region",earthquake
2004-09-10T21:31:46.460Z,34.521,32.03,15,3,ml,6,314.7,,,us,usp000d428,2014-11-07T01:23:28.000Z,"Cyprus region",earthquake
2004-09-06T22:07:01.540Z,34.799,32.502,18,3,ml,6,205.9,,,us,usp000d3ss,2014-11-07T01:23:26.658Z,"Cyprus region",earthquake
2004-09-03T18:20:59.050Z,36.853,31.269,25,3.7,ml,6,340.5,,,us,usp000d3fh,2014-11-07T01:23:24.366Z,"western Turkey",earthquake
2004-09-03T13:11:54.580Z,34.563,32.437,35,3.4,ml,15,235.5,,,us,usp000d3f2,2014-11-07T01:23:24.068Z,"Cyprus region",earthquake
2004-09-02T20:52:28.050Z,34.682,32.568,36,3.5,ml,7,243.2,,,us,usp000d3dv,2014-11-07T01:23:23.433Z,"Cyprus region",earthquake
2004-09-02T13:42:01.780Z,34.703,32.555,22,3.6,ml,8,159.1,,,us,usp000d3dh,2014-11-07T01:23:23.361Z,"Cyprus region",earthquake
2004-09-02T00:16:34.640Z,35.373,33.705,29,3,ml,5,246.9,,,us,usp000d3cm,2014-11-07T01:23:22.437Z,"Cyprus region",earthquake
2004-08-30T17:23:22.040Z,24.685,36.391,10,4.3,mb,21,95.1,,1.28,us,usp000d37q,2014-11-07T01:23:17.938Z,"Red Sea",earthquake
2004-08-20T17:33:28.740Z,36.275,32.277,25,3.3,ml,5,328.5,,,us,usp000d2hu,2014-11-07T01:23:14.636Z,"central Turkey",earthquake
2004-08-19T20:16:21.660Z,34.345,33.295,25,3.3,ml,6,262.2,,,us,usp000d2fv,2014-11-07T01:23:14.220Z,"Cyprus region",earthquake
2004-08-18T05:57:00.470Z,36.789,34.348,9.8,4.5,mb,150,38.6,,,us,usp000d2c6,2014-11-07T01:23:13.713Z,"central Turkey",earthquake
2004-08-12T00:27:36.440Z,35.94,32.104,25,3.1,ml,6,320.5,,,us,usp000d1z6,2014-11-07T01:23:11.291Z,"Cyprus region",earthquake
2004-08-08T12:42:30.000Z,32.47,35.26,10,4,ml,30,83.9,,,us,usp000d1rr,2014-11-07T01:23:10.259Z,"Dead Sea region",earthquake
2004-08-05T17:39:15.200Z,26.96,34.26,10,4,ml,13,349.2,,,us,usp000d1jh,2014-11-07T01:23:09.308Z,"Red Sea",earthquake
2004-07-31T04:06:25.760Z,34.43,32.052,25,3.3,ml,6,310.9,,,us,usp000d15y,2014-11-07T01:23:02.774Z,"Cyprus region",earthquake
2004-07-27T05:24:59.130Z,36.452,31.123,36,3.4,ml,6,333.4,,,us,usp000d0y9,2014-11-07T01:22:59.407Z,"western Turkey",earthquake
2004-07-25T22:56:14.950Z,37.045,30.92,122.5,3.8,mb,36,99,,0.9,us,usp000d0vy,2014-11-07T01:22:59.155Z,"western Turkey",earthquake
2004-07-25T19:57:32.900Z,34.825,34.467,10,3.6,ml,6,330.8,,,us,usp000d0vj,2014-11-07T01:22:59.129Z,"Cyprus region",earthquake
2004-07-25T13:37:47.060Z,34.578,33.119,5,3.1,ml,5,271.5,,,us,usp000d0v2,2014-11-07T01:22:58.960Z,"Cyprus region",earthquake
2004-07-25T03:15:01.180Z,37.787,32.675,36,3.4,ml,8,255.8,,,us,usp000d0ua,2014-11-07T01:22:58.903Z,"central Turkey",earthquake
2004-07-22T07:59:01.630Z,34.501,32.212,25,3.2,ml,4,310.8,,,us,usp000d0p5,2014-11-07T01:22:56.927Z,"Cyprus region",earthquake
2004-07-20T10:45:10.790Z,34.879,32.861,5,3,ml,5,115.4,,,us,usp000d0j4,2014-11-07T01:22:56.207Z,"Cyprus region",earthquake
2004-07-17T21:06:27.360Z,36.098,32.215,11,3.1,ml,5,323.3,,,us,usp000d0c1,2014-11-07T01:22:55.227Z,"central Turkey",earthquake
2004-07-10T12:41:28.590Z,34.52,31.671,25,3.7,ml,28,195.7,,,us,usp000czx4,2014-11-07T01:22:52.822Z,"Cyprus region",earthquake
2004-07-07T14:35:08.020Z,31.964,35.574,11.9,4.5,mb,92,115.5,,0.96,us,usp000czqr,2014-11-07T01:22:51.764Z,"Dead Sea region",earthquake
2004-07-06T06:15:41.450Z,36.995,35.147,10,3.6,ml,7,192.1,,1.69,us,usp000czn7,2014-11-07T01:22:51.405Z,"central Turkey",earthquake
2004-06-23T03:04:44.900Z,27.864,36.91,10,3.9,mb,35,200.4,,0.72,us,usp000cyjd,2014-11-07T01:22:40.670Z,"western Saudi Arabia",earthquake
2004-06-22T14:38:58.650Z,27.835,36.966,10,4.7,mb,190,60.2,,1.05,us,usp000cyhb,2014-11-07T01:22:40.531Z,"western Saudi Arabia",earthquake
2004-06-17T16:09:50.580Z,35.415,33.837,25,3,ml,5,326.6,,,us,usp000cy49,2014-11-07T01:22:38.595Z,"Cyprus region",earthquake
2004-06-13T12:08:45.640Z,34.826,32.62,15,3.1,ml,6,176.8,,,us,usp000cxut,2014-11-07T01:22:37.476Z,"Cyprus region",earthquake
2004-06-12T17:45:49.780Z,35.53,31.149,42.6,4,mb,57,118.9,,0.93,us,usp000cxst,2014-11-07T01:22:37.216Z,"Cyprus region",earthquake
2004-06-09T11:41:16.550Z,27.836,36.905,10,4.6,ml,18,264.5,,0.69,us,usp000cxgv,2014-11-07T01:22:35.460Z,"western Saudi Arabia",earthquake
2004-06-03T09:32:35.620Z,26.876,34.35,10,4.5,mb,20,79.5,,1,us,usp000cwzq,2014-11-07T01:22:32.069Z,"Red Sea",earthquake
2004-05-31T05:07:41.500Z,37.596,36.324,5,3,md,4,134.4,,,us,usp000cwpz,2014-11-07T01:22:26.630Z,"central Turkey",earthquake
2004-05-31T01:33:37.220Z,35.272,31.567,50,3.5,md,15,185,,0.89,us,usp000cwpg,2014-11-07T01:22:26.531Z,"Cyprus region",earthquake
2004-05-30T18:23:45.300Z,37.662,31.947,5,3.2,md,10,93.2,,,us,usp000cwnh,2014-11-07T01:22:26.409Z,"western Turkey",earthquake
2004-05-30T17:43:39.100Z,37.507,36.236,5,3.4,ml,13,70.3,,,us,usp000cwne,2014-11-07T01:22:26.404Z,"central Turkey",earthquake
2004-05-28T19:05:26.000Z,37.671,36.31,5,3.1,md,6,89.9,,,us,usp000cwft,2014-11-07T01:22:25.626Z,"central Turkey",earthquake
2004-05-28T10:14:41.100Z,37.495,36.313,12,4.3,mb,46,60.6,,,us,usp000cwez,2014-11-07T01:22:25.455Z,"central Turkey",earthquake
2004-05-25T02:48:46.790Z,34.455,31.887,25,3.2,ml,6,320.3,,,us,usp000cw52,2014-11-07T01:22:23.933Z,"Cyprus region",earthquake
2004-05-24T20:27:17.700Z,34.741,33.678,15,3,ml,6,223.7,,,us,usp000cw3s,2014-11-07T01:22:23.787Z,"Cyprus region",earthquake
2004-05-21T14:00:59.180Z,35.228,32.24,20,3,ml,5,297.6,,,us,usp000cvss,2014-11-07T01:22:22.079Z,"Cyprus region",earthquake
2004-05-21T06:47:49.980Z,34.879,33.153,21,3.1,ml,7,161.2,,,us,usp000cvrc,2014-11-07T01:22:21.980Z,"Cyprus region",earthquake
2004-05-20T22:08:16.520Z,34.357,32.108,25,3.5,ml,9,307.9,,,us,usp000cvqe,2014-11-07T01:22:21.752Z,"Cyprus region",earthquake
2004-05-19T20:15:25.640Z,34.507,33.369,10,3,ml,6,246.8,,,us,usp000cvkr,2014-11-07T01:22:21.301Z,"Cyprus region",earthquake
2004-05-19T04:27:34.290Z,34.506,33.353,10,3.7,ml,5,246.6,,,us,usp000cvhp,2014-11-07T01:22:20.977Z,"Cyprus region",earthquake
2004-05-19T04:23:02.570Z,34.509,33.354,10,3.1,ml,5,246.2,,,us,usp000cvhm,2014-11-07T01:22:20.975Z,"Cyprus region",earthquake
2004-05-19T03:43:47.720Z,34.441,33.382,10,3.3,ml,6,254.2,,,us,usp000cvhf,2014-11-07T01:22:20.965Z,"Cyprus region",earthquake
2004-05-19T03:17:31.260Z,34.472,33.361,7,3.1,ml,5,250.5,,,us,usp000cvhd,2014-11-07T01:22:20.963Z,"Cyprus region",earthquake
2004-05-19T02:47:56.150Z,34.497,33.373,10,3.2,ml,7,248,,,us,usp000cvh8,2014-11-07T01:22:20.953Z,"Cyprus region",earthquake
2004-05-18T20:51:45.010Z,34.493,33.392,15,3.3,ml,6,248.9,,,us,usp000cvgg,2014-11-07T01:22:20.877Z,"Cyprus region",earthquake
2004-05-18T04:24:06.060Z,34.56,33.314,2,3.2,ml,6,235,,,us,usp000cve7,2014-11-07T01:22:20.628Z,"Cyprus region",earthquake
2004-05-18T03:11:25.570Z,34.575,33.305,5,3.1,ml,5,237.4,,,us,usp000cvdw,2014-11-07T01:22:20.601Z,"Cyprus region",earthquake
2004-05-18T03:00:38.750Z,34.529,33.35,2,3.2,ml,5,243.8,,,us,usp000cvdu,2014-11-07T01:22:20.597Z,"Cyprus region",earthquake
2004-05-18T02:36:35.720Z,34.514,33.347,5.5,3,ml,7,239.4,,,us,usp000cvdr,2014-11-07T01:22:20.584Z,"Cyprus region",earthquake
2004-05-18T02:31:34.070Z,34.625,33.312,10,4.2,mb,154,44.5,,,us,usp000cvdq,2014-11-07T01:22:20.573Z,"Cyprus region",earthquake
2004-05-18T01:55:40.490Z,34.511,33.364,12,3.2,ml,7,246.2,,,us,usp000cvdg,2014-11-07T01:22:20.544Z,"Cyprus region",earthquake
2004-05-18T01:44:51.980Z,34.505,33.419,5,3.3,ml,8,243,,,us,usp000cvdf,2014-11-07T01:22:20.542Z,"Cyprus region",earthquake
2004-05-18T00:36:27.010Z,34.516,33.343,5,3,ml,5,245.2,,,us,usp000cvd3,2014-11-07T01:22:20.522Z,"Cyprus region",earthquake
2004-05-17T23:33:18.470Z,34.323,33.485,7,3,ml,5,312.4,,,us,usp000cvcx,2014-11-07T01:22:20.511Z,"Cyprus region",earthquake
2004-05-17T18:49:48.610Z,34.521,33.352,15,3,ml,7,244.8,,,us,usp000cvc4,2014-11-07T01:22:20.455Z,"Cyprus region",earthquake
2004-05-17T17:35:49.640Z,34.525,33.338,10,3.1,ml,6,244.1,,,us,usp000cvby,2014-11-07T01:22:20.437Z,"Cyprus region",earthquake
2004-05-17T17:12:36.200Z,34.542,33.302,5,3.1,ml,7,241.4,,,us,usp000cvbv,2014-11-07T01:22:20.433Z,"Cyprus region",earthquake
2004-05-17T17:06:33.150Z,34.564,33.357,5,3.7,ml,13,221.9,,,us,usp000cvbu,2014-11-07T01:22:20.432Z,"Cyprus region",earthquake
2004-05-17T09:08:30.420Z,34.333,34.333,25,3.5,ml,6,309.4,,,us,usp000cvau,2014-11-07T01:22:20.340Z,"Cyprus region",earthquake
2004-05-16T10:12:58.230Z,34.704,32.704,20,3.1,ml,6,230.9,,,us,usp000cv6z,2014-11-07T01:22:19.768Z,"Cyprus region",earthquake
2004-05-15T11:13:52.040Z,35.163,32.211,31,3.3,ml,5,292.6,,,us,usp000cv45,2014-11-07T01:22:19.226Z,"Cyprus region",earthquake
2004-05-15T07:47:41.190Z,35.099,32.345,15,3.2,ml,4,244.7,,,us,usp000cv3c,2014-11-07T01:22:18.901Z,"Cyprus region",earthquake
2004-05-13T16:11:34.650Z,34.525,32.434,21,3.5,ml,7,278.9,,,us,usp000cuy7,2014-11-07T01:22:18.293Z,"Cyprus region",earthquake
2004-05-09T21:31:21.540Z,34.714,32.738,25,3.2,ml,7,223.5,,,us,usp000cuke,2014-11-07T01:22:16.395Z,"Cyprus region",earthquake
2004-05-09T20:50:05.930Z,34.729,32.7,30,3.2,ml,6,218.3,,,us,usp000cuk9,2014-11-07T01:22:16.349Z,"Cyprus region",earthquake
2004-05-06T11:48:32.870Z,34.699,32.707,20,3.3,ml,6,228,,,us,usp000cu9s,2014-11-07T01:22:15.189Z,"Cyprus region",earthquake
2004-05-02T14:52:33.610Z,34.343,32.291,25,3.1,ml,6,308.8,,,us,usp000cu0g,2014-11-07T01:22:13.198Z,"Cyprus region",earthquake
2004-04-29T00:26:28.210Z,35.294,33.879,25,3.2,ml,7,253.6,,,us,usp000ctpx,2014-11-07T01:22:08.347Z,"Cyprus region",earthquake
2004-04-28T01:05:21.680Z,34.613,32.164,35,3.3,ml,7,302,,,us,usp000ctm7,2014-11-07T01:22:07.413Z,"Cyprus region",earthquake
2004-04-26T18:39:47.580Z,35.217,32.242,31,3,ml,6,287.3,,,us,usp000ctge,2014-11-07T01:22:06.550Z,"Cyprus region",earthquake
2004-04-26T18:33:33.190Z,35.174,32.292,25,3.2,ml,6,278.5,,,us,usp000ctgb,2014-11-07T01:22:06.543Z,"Cyprus region",earthquake
2004-04-22T12:02:05.930Z,34.586,31.99,25,3,ml,5,315.6,,,us,usp000ct46,2014-11-07T01:22:04.249Z,"Cyprus region",earthquake
2004-04-21T08:39:10.900Z,26.87,33.81,10,4.1,ml,11,337.6,,,us,usp000ct1e,2014-11-07T01:22:03.865Z,"Egypt",earthquake
2004-04-12T10:16:01.660Z,34.718,32.708,23,3.2,ml,7,224,,,us,usp000csb0,2014-11-07T01:21:58.090Z,"Cyprus region",earthquake
2004-04-11T09:50:24.750Z,34.564,34.766,25,3.5,ml,7,331.4,,,us,usp000cs86,2014-11-07T01:21:57.692Z,"Cyprus region",earthquake
2004-04-09T21:42:45.080Z,34.484,31.936,25,3.2,ml,7,318.1,,,us,usp000cs3p,2014-11-07T01:21:56.593Z,"Cyprus region",earthquake
2004-04-09T13:25:54.400Z,34.794,33.931,25,3.2,ml,7,246.2,,,us,usp000cs2s,2014-11-07T01:21:56.227Z,"Cyprus region",earthquake
2004-04-07T03:40:48.410Z,35.349,32.089,36,3,ml,5,314.9,,,us,usp000crwb,2014-11-07T01:21:55.537Z,"Cyprus region",earthquake
2004-04-03T20:57:52.290Z,37.439,30.373,10,3.6,ml,19,183.4,,1.2,us,usp000crm8,2014-11-07T01:21:53.878Z,"western Turkey",earthquake
2004-04-03T17:44:47.860Z,34.707,32.694,30,3.2,ml,7,227.2,,,us,usp000crkr,2014-11-07T01:21:53.778Z,"Cyprus region",earthquake
2004-04-02T13:37:13.540Z,34.754,32.74,25,3.2,ml,6,203,,,us,usp000crgy,2014-11-07T01:21:52.721Z,"Cyprus region",earthquake
2004-04-01T19:19:22.870Z,34.467,31.397,25,3.4,ml,6,337.4,,,us,usp000crf7,2014-11-07T01:21:51.934Z,"Cyprus region",earthquake
2004-04-01T00:10:19.960Z,34.714,32.726,25,3.1,ml,6,226.6,,,us,usp000crd8,2014-11-07T01:21:50.940Z,"Cyprus region",earthquake
2004-03-31T08:09:41.640Z,34.775,32.749,25,3,ml,5,188.6,,,us,usp000crbk,2014-11-07T01:21:49.008Z,"Cyprus region",earthquake
2004-03-24T19:09:31.940Z,35.059,31.488,25,3.1,ml,6,339.2,,,us,usp000cqtf,2014-11-07T01:21:46.701Z,"Cyprus region",earthquake
2004-03-24T01:02:59.980Z,34.243,34.795,25,3.4,ml,26,180.4,,,us,usp000cqr4,2014-11-07T01:21:46.465Z,"Cyprus region",earthquake
2004-03-23T08:58:16.190Z,34.578,30.946,40.1,4.2,mb,54,93.8,,0.7,us,usp000cqp8,2014-11-07T01:21:46.235Z,"eastern Mediterranean Sea",earthquake
2004-03-20T04:29:42.640Z,34.862,32.616,10,3.2,ml,7,160.3,,,us,usp000cqe6,2014-11-07T01:21:45.013Z,"Cyprus region",earthquake
2004-03-18T05:06:37.490Z,35.295,33.879,25,3.1,ml,7,253.7,,,us,usp000cq7w,2014-11-07T01:21:44.061Z,"Cyprus region",earthquake
2004-03-17T16:11:16.200Z,35.768,31.863,15,3.4,ml,7,316.9,,,us,usp000cq66,2014-11-07T01:21:43.859Z,"Cyprus region",earthquake
