Cat,Year,Mo.,Da.,Hr.,Min.,Sec.,Latitude,Longitude,depth,mag_magtype,provider,mag_magtype,provider,Mw_source
Papaz.,1469,,,,,,38.3,20.5,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1471,,,,,,40.1,24.9,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1481,4,23,,,,41,29,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1481,10,3,,,,36.4,28.6,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1493,8,18,,,,36.7,27.1,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1494,7,1,,,,34.9,24.2,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1508,,,,,,37.7,20.6,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1508,5,29,,,,35.05,25.7,,7.50M,Papaz.,,,7.50Papaz.
Papaz.,1509,9,10,,,,41.1,28.8,,7.40M,Papaz.,,,7.40Papaz.
Papaz.,1511,5,26,,,,40.2,24.7,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1514,4,16,,,,37.7,21,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1544,4,22,,,,38.8,22.3,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1546,,,,,,38.2,25.9,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1554,7,7,,,,37.8,21,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1556,5,10,,,,40.3,28,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1563,6,13,,,,42.4,18.8,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1564,8,12,,,,40.3,24.7,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1566,7,11,,,,39.2,21.6,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1572,4,12,,,,40.1,24.5,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1577,,,,,,39.9,27.9,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1580,,,,,,38.45,22.31,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1585,7,18,2,,,40.2,24.5,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1592,5,,,,,37.7,20.8,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1595,9,22,,,,38.5,28,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1595,11,26,,,,34.9,25.3,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1601,4,26,,,,40.5,19.5,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1604,,,,,,35.8,25.2,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1609,4,,,,,36.4,28.4,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1612,5,26,7,,,38.8,20.8,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1612,11,8,,,,35.5,25.2,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1613,10,12,,,,38.8,20.8,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1616,,,,,,36.4,28.3,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1621,3,6,,,,39.7,21.9,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1622,5,5,,,,37.7,21,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1625,5,18,,,,39.2,27.8,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1625,6,28,,,,38.8,20.7,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1629,3,9,9,,,35,23.7,,7.30M,Papaz.,,,7.30Papaz.
Papaz.,1630,7,2,,,,38.8,20.8,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1633,11,5,,,,37.7,20.8,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1636,2,27,,,,39.2,26.2,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1636,9,30,,,,38.1,20.3,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1639,7,28,,,,42.5,18.1,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1646,,,,,,37.8,28.4,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1646,1,15,,,,35.5,24.6,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1648,6,21,,,,41.1,29.1,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1650,,,,,,39.7,20,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1650,10,9,,,,36.5,25.5,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1651,6,8,,,,37.8,29.1,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1654,5,20,,,,38.5,27.1,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1658,8,24,,,,38.2,20.4,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1659,2,17,,,,41,27.8,,7.40M,Papaz.,,,7.40Papaz.
Papaz.,1660,3,,,,,38.3,22.4,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1661,3,31,,,,39.6,22.2,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1662,3,16,,,,37.7,20.9,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1664,,,,,,37.9,21,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1665,1,,,,,35.9,25,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1665,10,31,,,,39.6,21.6,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1666,11,,,,,39.6,19.8,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1667,4,6,7,,,42.6,18.1,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1668,,,,,,38.4,20.4,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1668,8,,,,,39.7,22.3,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1669,10,26,,,,40.2,25,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1672,2,14,,,,39.9,26,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1673,5,7,,,,36,25.4,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1674,1,1,,,,39.5,20,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1674,1,23,,,,38.4,26.3,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1674,1,26,,,,39.6,21.7,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1676,4,23,,,,37.6,20.7,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1677,,,,,,40.5,23,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1680,2,14,,,,38.4,27.2,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1681,1,10,,,,35.4,25.2,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1684,,,,,,38.3,26.2,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1688,9,10,,,,40,27.8,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1690,1,13,,,,38.6,27.4,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1690,7,11,,,,40.9,29,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1696,9,,,,,37.6,20.6,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1701,4,5,,,,40.3,20,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1702,2,25,,,,37.7,29.1,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1704,11,22,,,,38.8,20.7,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1705,9,3,,,,38.3,24,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1707,6,1,,,,40.2,26.4,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1707,7,11,,,,37.7,20.8,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1707,9,2,21,34,,36.4,25.4,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1710,5,17,,,,37.7,20.7,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1714,7,27,,,,38.2,21.7,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1714,8,28,,,,38.1,20.5,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1717,,,,,,35,24.9,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1717,11,19,,,,37.7,29.2,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1719,5,25,,,,40.66,29.58,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1719,7,23,,,,40.4,26,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1720,,,,,,40.1,21.8,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1722,6,5,,,,38.7,20.6,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1723,2,22,2,,,38.6,20.65,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1723,9,,,,,38.4,27,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1729,7,9,2,,,37.8,20.7,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1730,6,10,,,,40.4,26.1,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1731,,,,,,39.7,22.3,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1732,11,,,,,39.5,20.1,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1733,12,23,15,,,37.1,24.8,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1735,,,,,,36.8,24.5,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1735,9,1,,,,39.6,21.9,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1737,3,6,,,,39.8,26.6,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1738,12,23,10,,,38.5,26.3,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1739,4,4,,,,38.5,26.9,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1740,1,,,,,39.7,20.8,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1740,10,4,,,,38.8,22.6,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1741,1,31,1,15,,36.2,28.5,,7.30M,Papaz.,,,7.30Papaz.
Papaz.,1742,2,20,,,,38.1,22.5,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1742,2,25,,,,37.8,20.8,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1743,2,12,,,,39.3,22.6,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1743,2,20,,,,39.2,20.2,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1745,6,,,,,39.7,19.9,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1748,5,14,15,,,38.2,22.2,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1750,6,7,,,,36.3,22.8,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1750,10,,,,,42.1,24.8,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1751,6,18,,,,37.8,27.1,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1752,6,,,,,37.7,20.7,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1752,7,29,,,,41.41,26.61,,7.50M,Papaz.,,,7.50Papaz.
Papaz.,1753,3,6,,,,38.1,22.5,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1754,9,2,,,,40.6,30,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1755,2,24,,,,39.5,25.6,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1756,2,13,,,,36.3,27.5,,7.70M,Papaz.,,,7.70Papaz.
Papaz.,1756,10,20,,,,37.8,22.7,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1756,11,26,,,,40.5,26.4,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1758,5,,,,,38.9,22.9,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1759,6,13,,,,38.2,20.5,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1759,6,22,,,,40.6,22.8,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1765,11,15,,,,40.2,25.2,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1766,5,22,,,,40.8,29.1,,7.30M,Papaz.,,,7.30Papaz.
Papaz.,1766,7,24,,,,38.1,20.4,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1766,8,5,,,,40.74,27.11,,7.60M,Papaz.,,,7.60Papaz.
Papaz.,1766,11,9,,,,39.8,22.2,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1767,7,11,,,,38.3,20.4,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1769,10,12,18,,,38.8,20.6,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1772,11,24,,,,38.8,26.7,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1773,3,15,8,,,39.3,22.7,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1773,5,,,,,39.5,20,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1776,12,5,,,,40.3,24.5,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1778,7,3,,,,38.4,26.8,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1779,2,3,3,,,40.1,24.2,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1780,10,,,,,34.9,25.8,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1781,9,8,,,,39.6,21.8,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1783,3,23,5,,,38.71,20.61,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1784,11,6,,,,41.1,25.3,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1785,1,30,4,,,38.2,21.7,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1785,6,13,,,,38.3,23.6,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1786,2,5,,,,39.2,20.3,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1787,6,19,3,,,39.6,21.8,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1791,11,2,,,,37.8,21,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1794,6,11,,,,38.3,22.4,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1794,8,5,,,,40.1,29.7,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1795,,,,,,36,23,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1797,3,,,,,40.3,24.8,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1804,6,8,,,,38.2,21.7,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1805,7,3,4,,,35.1,23.9,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1805,9,17,,,,38,24,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1806,1,23,,,,38.2,21.8,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1809,5,4,,,,39.6,20.3,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1810,2,16,21,15,,35.5,25.6,,7.80M,Papaz.,,,7.80Papaz.
Papaz.,1811,6,15,,,,37.6,20.9,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1812,5,29,,,,40.5,21.3,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1813,12,10,13,,,39.58,20.65,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1815,,,,,,38.8,20.7,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1815,12,,,,,34.9,25.9,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1817,8,23,8,,,38.3,22.1,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1818,4,25,,,,42.8,23.3,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1820,2,21,,,,38.8,20.6,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1820,3,,,,,38.4,26.2,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1820,12,29,3,45,,37.7,21.1,,6.90M,Papaz.,,,6.90Papaz.
Papaz.,1823,6,19,,,,39.5,20.3,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1825,1,19,,,,38.7,20.6,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1826,1,26,,,,39,20.6,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1829,5,5,9,,,41.1,24.5,,7.30M,Papaz.,,,7.30Papaz.
Papaz.,1831,4,3,,,,37.7,26.8,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1833,1,19,,,,40.5,19.4,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1833,6,10,,,,39.4,21.3,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1837,3,20,9,45,,37.43,23.35,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1840,10,30,9,29,,37.9,20.9,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1842,4,18,,,,36.7,22.3,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1843,9,5,,,,41.2,20.1,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1843,10,18,,,,36.3,27.7,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1845,6,23,,,,38.6,27.5,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1845,10,11,2,,,39.1,26.3,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1846,3,28,17,,,35.8,25,90,7.70M,Papaz.,,,7.70Papaz.
Papaz.,1846,6,11,2,,,37.15,22,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1846,6,13,,,,37.6,27,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1851,2,28,15,,,36.5,29,,7.10M,Papaz.,,,7.10Papaz.
Papaz.,1851,10,12,7,,,40.7,19.4,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1853,8,18,8,30,,38.4,23.4,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1854,7,30,1,30,,39.8,20.2,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1855,2,28,3,,,40.2,29.1,,7.40M,Papaz.,,,7.40Papaz.
Papaz.,1855,4,11,,,,40.2,29.2,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1855,7,3,,,,41.9,19.6,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1856,10,12,2,45,,35.6,26,,8.20M,Papaz.,,,8.20Papaz.
Papaz.,1856,11,13,,,,38.4,26.1,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1858,2,21,9,,,37.87,22.88,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1858,4,5,,,,39.7,20.7,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1858,9,20,,,,40,20.1,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1858,9,30,,,,42.8,23.5,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1858,10,10,9,30,,40.14,19.78,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1859,8,21,2,,,40.1,26,,6.90M,Papaz.,,,6.90Papaz.
Papaz.,1860,4,10,,,,40.2,20.1,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1860,6,7,,,,40.2,29.1,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1860,8,6,,,,40.5,25.8,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1861,12,26,6,30,,38.25,22.16,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1862,3,14,,,,38.3,20.4,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1862,3,24,,,,36.4,27.4,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1862,6,21,5,30,,36.9,24.4,150,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1862,10,4,5,,,40.5,19.6,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1862,11,3,3,,,38.5,27.9,,6.90M,Papaz.,,,6.90Papaz.
Papaz.,1863,4,22,21,30,,36.4,27.6,90,7.80M,Papaz.,,,7.80Papaz.
Papaz.,1863,8,16,,,,38.3,26.1,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1863,11,6,,,,40.5,29.1,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1864,6,14,,,,40.3,25.1,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1864,10,2,,,,36.1,29.5,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1864,10,21,,,,39.4,23.3,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1865,2,23,,,,40.2,26.2,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1865,7,23,21,30,,39.4,26.2,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1865,10,10,,,,40.8,20,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1865,10,11,,,,37.7,27,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1865,11,11,,,,38.3,26.2,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1866,1,2,10,,,40.4,19.6,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1866,1,31,,,,36.4,25.4,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1866,2,2,,,,38.4,26,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1866,2,6,,,,36,23,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1866,12,4,,,,40.1,20.1,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1866,12,6,16,,,42,23,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1867,1,27,,,,39.6,20.8,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1867,2,4,4,19,,38.39,20.52,,7.40M,Papaz.,,,7.40Papaz.
Papaz.,1867,3,7,18,,,39.25,26.21,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1867,3,29,,,,41.2,24.2,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1867,9,20,,,,36.73,22.45,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1868,5,3,,,,37.6,26.9,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1868,10,3,,,,39.2,23.4,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1869,4,18,,,,36.5,27.6,,6.90M,Papaz.,,,6.90Papaz.
Papaz.,1869,8,14,,,,40.3,19.7,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1869,9,1,,,,41.2,19.5,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1869,12,1,18,,,36.98,28.32,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1869,12,28,,,,38.85,20.8,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1870,2,22,,,,36.4,28.8,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1870,8,1,0,41,,38.48,22.55,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1870,9,28,,,,41.3,19.6,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1871,4,9,,,,39.6,20.1,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1872,2,11,20,,,39.7,20.2,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1873,1,31,,,,37.8,27.1,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1873,7,25,,,,37.7,23.2,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1873,10,25,,,,37.9,21,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1874,3,18,5,,,38.5,23.75,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1874,11,16,,,,36.5,27.9,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1875,7,5,,,,37.7,26.9,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1876,6,26,,,,37.8,22.8,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1877,10,14,,,,37.7,27,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1878,4,19,,,,40.7,29.7,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1880,7,29,4,40,,38.5,27.2,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1881,4,3,11,40,,38.3,26.2,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1883,10,15,15,30,,38.3,26.6,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1885,3,28,,,,37.15,21.9,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1886,8,27,21,32,,37.1,21.5,,7.50M,Papaz.,,,7.50Papaz.
Papaz.,1887,5,14,5,30,,40.2,25.2,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1887,7,17,7,,,35.7,26,100,7.50M,Papaz.,,,7.50Papaz.
Papaz.,1887,10,3,22,53,,38.05,22.65,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1888,9,9,,,,38.23,22.11,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1889,8,25,,,,38.4,22,80,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1889,10,25,22,56,,39.2,25.9,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1890,5,26,,,,38.5,25.5,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1890,12,14,,,,37.9,27.1,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1891,5,11,,,,37.5,24.5,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1891,6,27,,,,39,20.7,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1893,2,9,18,,,40.59,25.53,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1893,3,12,,,,37.9,26.9,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1893,4,17,,,,37.68,20.81,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1893,5,23,22,2,,38.31,23.25,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1893,6,14,,,,40.1,19.7,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1894,4,27,19,21,,38.66,23.04,,7.20M,Papaz.,,,7.20Papaz.
Papaz.,1895,5,13,,,,40.2,19.7,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1895,5,14,,,,39.42,20.61,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1896,9,28,,,,41.1,20.7,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1896,10,27,,,,36.4,27.9,,6.40M,Papaz.,,,6.40Papaz.
Papaz.,1897,1,17,,,,39.9,20.1,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1897,5,28,22,35,,37.5,22.5,90,7.50M,Papaz.,,,7.50Papaz.
Papaz.,1898,6,2,21,40,,37.6,22.5,90,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1898,7,31,5,40,,39.65,20.81,,6.30M,Papaz.,,,6.30Papaz.
Papaz.,1899,1,22,9,56,,37.2,21.6,,6.50M,Papaz.,,,6.50Papaz.
Papaz.,1899,9,20,2,22,,37.82,28.25,,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1904,4,4,10,25,55,41.8,23,,7.70M,Papaz.,,,7.70Papaz.
Papaz.,1904,8,11,6,8,30,37.66,26.93,,6.80M,Papaz.,,,6.80Papaz.
Papaz.,1905,,1,20,,,39.67,22.83,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1905,6,1,4,42,15,42.05,19.5,,6.60M,Papaz.,,,6.60Papaz.
Papaz.,1909,5,30,6,14,30,38.44,22.14,,6.20M,Papaz.,,,6.20Papaz.
Papaz.,1910,2,18,5,9,18,35.7,23.8,90,7.00M,Papaz.,,,7.00Papaz.
Papaz.,1911,2,18,21,35,12,40.9,20.8,,6.70M,Papaz.,,,6.70Papaz.
Papaz.,1911,4,30,20,42,30,36,30,180,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1911,10,22,22,31,45,39.6,23.3,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1912,2,13,8,3,53,40.9,20.6,,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1913,9,30,7,33,39,35,24,60,6.10M,Papaz.,,,6.10Papaz.
Papaz.,1914,10,17,6,22,32,38.31,23.34,,6.00M,Papaz.,,,6.00Papaz.
Papaz.,1914,11,27,14,39,46,38.72,20.62,,6.30M,Papaz.,,,6.30Papaz.
