 EVENTID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,DEPFIX,AUTHOR   ,TYPE  ,MAG ,AUTHOR,TYPE,MAG,AUTHOR,TYPE,MAG
12541073,EHB      ,2001-10-30,21:00:12.16,35.947,29.89,44.2,      ,ISC      ,mb    ,4.6,ISC      ,Ms    ,4.4,,,
12541086,EHB      ,2001-10-31,12:33:58.46,37.177,36.131,41.8,      ,ISC      ,mb    ,5.2,ISC      ,Ms    ,4.7,,,
12544334,EHB      ,2002-07-08,09:42:05.28,37.176,30.928,115.6,      ,ISC      ,mb    ,4.5,,,,,,
12544415,EHB      ,2002-07-15,06:53:51.49,35.383,31.46,47.7,      ,ISC      ,mb    ,4.3,ISC      ,Ms    ,3.5,,,
12544561,EHB      ,2002-07-30,12:20:25.76,37.671,29.292,17.3,      ,ISC      ,mb    ,4.7,ISC      ,Ms    ,3.9,,,
12553382,EHB      ,2004-02-11,08:15:03.62,31.668,35.47,22.8,      ,ISC      ,mb    ,5.1,ISC      ,Ms    ,4.8,HRVD     ,Mw    ,5.3
12555502,EHB      ,2004-06-22,14:39:00.49,27.819,36.886,20.6,      ,ISC      ,mb    ,4.7,ISC      ,Ms    ,4.2,,,
12568047,EHB      ,2006-03-29,22:05:15.16,35.276,35.437,26.5,      ,ISC      ,mb    ,4.6,ISC      ,Ms    ,4.4,HRVD     ,Mw    ,5
14535176,EHB      ,2007-03-30,16:56:56.72,37.897,30.972,30,TRUE  ,ISC      ,mb    ,4.6,ISC      ,Ms    ,4.2,,,
14535618,EHB      ,2007-04-10,22:00:37.66,37.905,30.955,27.9,      ,ISC      ,mb    ,4.6,ISC      ,Ms    ,4.2,GCMT     ,Mw    ,5.1
14536394,EHB      ,2007-05-18,23:27:47.42,37.321,33.261,15,TRUE  ,ISC      ,mb    ,4.4,ISC      ,Ms    ,4.2,,,
14538146,EHB      ,2007-08-06,05:26:08.44,35.981,31.439,63.4,TRUE  ,ISC      ,mb    ,3.9,,,,,,
14540120,EHB      ,2007-11-12,15:02:11.66,36.973,29.267,10,TRUE  ,ISC      ,mb    ,4.5,IDC      ,Ms    ,3.2,,,
600867651,EHB      ,2008-09-03,02:22:48.12,37.445,38.58,5.2,      ,ISC      ,mb    ,4.5,ISC      ,Ms    ,4.2,GCMT     ,Mw    ,5
