eventID,minute,longitude,magnitudeType,hour,Agency,magnitude,year,depth,month,dtime,second,catalogue,day,latitude
4552,21,30.08,MW,22,KOERI,3.3,1995,34.0,10,1995.75049661,1.0,EMEC,1,38.08
4553,37,30.19,MW,22,KOERI,4.1,1995,14.0,10,1995.75052705,1.0,EMEC,1,38.06
1013,37,30.15,MB,22,,4.1,1995,33.0,10,1995.7505288,56.2,ANSS,1,38.003
12966,7,30.0977,MD,23,ISK,3.2,1995,6.0,10,1995.75058527,37.0,IRIS,1,38.1907
30146,26,30.1,MD,16,,3.3,1995,5.0,10,1995.75256162,23.2,KOERI,2,38.2
30145,53,30.08,MD,19,,3.3,1995,1.0,10,1995.75295498,8.1,KOERI,2,38.06
13012,47,30.0743,MD,23,ISK,3.1,1995,5.0,10,1995.7534003,12.0,IRIS,2,38.0598
4554,38,30.08,MW,7,KOERI,3.0,1995,11.0,10,1995.75429607,1.0,EMEC,3,37.97
13020,41,30.0509,MD,11,ISK,3.3,1995,10.0,10,1995.75475932,30.0,IRIS,3,38.0785
6621,54,34.1587,MB,14,,4.2,1995,6.0,10,1995.75512668,35.12,GII,3,28.1785
13021,54,35.0274,MB,14,IPRG,4.2,1995,15.0,10,1995.75512681,39.0,IRIS,3,28.4378
13028,18,30.3165,MD,22,ISK,3.0,1995,10.0,10,1995.75597095,20.0,IRIS,3,38.1496
13033,28,30.1417,MD,1,ISK,3.1,1995,10.0,10,1995.75633187,2.0,IRIS,4,38.1042
13046,26,30.2301,MD,19,ISK,3.2,1995,10.0,10,1995.75838461,57.0,IRIS,4,38.0959
13056,59,30.2131,MD,15,ISK,3.3,1995,10.0,10,1995.76072964,30.0,IRIS,5,38.0998
4556,15,30.14,MW,16,KOERI,4.8,1995,12.0,10,1995.76075916,1.0,EMEC,5,38.0
13073,31,30.074,MD,5,ISK,3.3,1995,5.5,10,1995.76227359,0.0,IRIS,6,38.0986
4557,16,30.14,MW,16,KOERI,3.1,1995,35.0,10,1995.76350079,1.0,EMEC,6,38.03
30132,33,30.13,MD,20,,3.0,1995,7.0,10,1995.76399014,13.2,KOERI,6,38.09
13086,55,30.0273,MD,20,ISK,3.0,1995,7.0,10,1995.76403301,45.0,IRIS,6,38.1085
13095,39,30.0837,MD,11,ISK,3.0,1995,10.0,10,1995.76571525,56.0,IRIS,7,38.1277
13105,50,30.0288,MD,1,ISK,3.0,1995,5.0,10,1995.76733416,50.0,IRIS,8,38.0368
13118,34,30.0446,MD,8,ISK,3.1,1995,3.3,10,1995.77084139,14.0,IRIS,9,38.1194
4558,44,30.16,MW,4,KOERI,3.1,1995,10.0,10,1995.77588283,1.0,EMEC,11,38.1
1018,45,30.16,MB,4,,4.2,1995,33.0,10,1995.77588475,1.34,ANSS,11,38.104
13139,30,30.0682,MD,6,ISK,3.0,1995,10.0,10,1995.77882477,18.0,IRIS,12,38.0782
13142,34,30.0974,MD,0,ISK,3.2,1995,10.0,10,1995.78088838,56.0,IRIS,13,38.1357
30126,46,30.02,MD,0,,4.2,1995,10.0,10,1995.78090952,2.6,KOERI,13,38.06
4559,46,30.05,MW,3,KOERI,4.3,1995,14.0,10,1995.78125193,1.0,EMEC,13,38.09
13146,58,30.4914,MD,9,ISK,3.0,1995,5.0,10,1995.78195982,5.0,IRIS,13,38.4374
13152,41,30.1805,MD,0,ISK,3.4,1995,13.5,10,1995.78638026,28.0,IRIS,15,38.1805
30122,33,30.1,MD,2,,3.3,1995,10.0,10,1995.78659247,0.0,KOERI,15,38.1
13156,34,30.183,MD,7,ISK,3.9,1995,13.0,10,1995.78990525,12.0,IRIS,16,38.1526
13165,52,30.1786,MD,0,ISK,3.2,1995,7.0,10,1995.79462116,53.0,IRIS,18,38.0176
13167,42,30.1103,MD,23,ISK,3.2,1995,7.6,10,1995.79722628,8.0,IRIS,18,38.0923
30118,14,36.11,MD,13,,3.0,1995,10.0,10,1995.79877093,0.0,KOERI,19,36.23
30117,59,32.07,MD,13,,3.0,1995,31.0,10,1995.80433786,58.6,KOERI,21,36.57
13180,41,30.0901,MD,12,ISK,3.2,1995,9.0,10,1995.80966743,12.0,IRIS,23,38.0415
13184,37,30.3843,MD,23,ISK,3.0,1995,10.0,10,1995.81365516,9.0,IRIS,24,38.3688
13186,46,30.0632,MD,16,ATH;NEIC,3.1,1995,10.0,10,1995.81835404,53.0,IRIS,26,38.1382
4560,15,39.7,MW,20,KOERI,4.2,1995,10.0,10,1995.81875003,1.0,EMEC,26,39.55
13189,10,38.2764,MD,20,ISK,3.0,1995,8.0,10,1995.82148167,46.0,IRIS,27,39.6682
1026,27,30.271,MC,2,,3.9,1995,5.0,11,1995.86877337,16.85,ANSS,14,38.142
4561,32,31.51,MW,18,POU,3.4,1995,33.0,11,1995.87334859,1.0,EMEC,15,36.22
1031,12,30.238,MC,16,,3.0,1995,10.0,11,1995.87582264,22.87,ANSS,16,38.237
4562,15,34.68,MW,4,KLI99,3.1,1995,14.0,11,1995.89089615,1.0,EMEC,22,28.76
6625,15,34.6875,MB,4,,6.0,1995,15.0,11,1995.89089649,11.583,GII,22,28.7608
1037,15,34.806,MS,4,,7.2,1995,12.5,11,1995.89089653,13.0,ANSS,22,28.761
4563,33,34.48,MW,4,AFS,4.4,1995,7.0,11,1995.8909304,1.0,EMEC,22,28.91
6626,33,34.4828,MB,4,,3.6,1995,7.0,11,1995.89093212,55.294,GII,22,28.9119
13217,37,34.4536,MB,4,ISC,4.1,1995,4.0,11,1995.89093893,30.0,IRIS,22,28.8773
6627,37,34.6144,MB,4,,4.3,1995,4.0,11,1995.89093906,34.226,GII,22,29.0159
6628,45,34.9063,MB,4,,3.0,1995,1.0,11,1995.89095359,12.411,GII,22,28.7217
4564,6,34.43,MW,5,AFS,4.0,1995,6.0,11,1995.89099318,1.0,EMEC,22,28.75
4565,28,34.53,MW,5,AFS,4.4,1995,999.0,11,1995.89103504,1.0,EMEC,22,28.98
6644,22,34.8246,MB,6,,3.4,1995,10.0,11,1995.89113792,5.489,GII,22,28.7555
13236,26,34.6984,MB,6,IPRG,4.3,1995,14.0,11,1995.89114678,45.0,IRIS,22,29.1508
6645,26,34.8386,MB,6,,4.3,1995,14.0,11,1995.89114679,45.284,GII,22,29.0445
6647,33,35.0335,MD,6,,4.0,1995,6.0,11,1995.89116033,52.289,GII,22,28.4226
6649,42,34.8468,MD,6,,3.9,1995,5.0,11,1995.89117601,6.69,GII,22,28.4126
6654,19,34.8588,MD,7,,3.8,1995,8.0,11,1995.89124732,35.351,GII,22,28.7611
1038,55,34.713,MB,7,,4.8,1995,10.0,11,1995.89131565,30.48,ANSS,22,29.049
6659,55,34.7255,MB,7,,4.8,1995,4.0,11,1995.89131572,32.526,GII,22,29.1512
6663,21,34.6352,MB,8,,3.3,1995,10.0,11,1995.89136562,46.187,GII,22,28.7543
6667,41,34.6227,MB,8,,4.3,1995,7.0,11,1995.89140307,27.101,GII,22,28.923
4567,58,35.0,MW,8,AFS,3.1,1995,999.0,11,1995.89143458,1.0,EMEC,22,29.23
1039,58,34.738,ML,8,,4.6,1995,10.0,11,1995.89143592,43.22,ANSS,22,29.024
6670,58,34.999,MB,8,,4.6,1995,2.0,11,1995.89143601,46.168,GII,22,29.2285
4568,30,34.65,MW,9,AFS,3.5,1995,999.0,11,1995.89149547,1.0,EMEC,22,28.67
6673,30,34.6528,MB,9,,4.5,1995,1.0,11,1995.8914972,55.658,GII,22,28.6668
4569,52,34.67,MW,9,AFS,3.3,1995,999.0,11,1995.89153732,1.0,EMEC,22,29.16
1040,52,35.399,MB,9,,4.1,1995,10.0,11,1995.89153882,48.38,ANSS,22,28.83
4570,53,34.82,MW,10,AFS,3.0,1995,999.0,11,1995.89165338,1.0,EMEC,22,28.7
6688,20,34.7708,MD,11,,3.4,1995,10.0,11,1995.89170474,0.722,GII,22,28.7651
6689,21,34.5948,MB,11,,4.1,1995,1.0,11,1995.89170832,53.472,GII,22,28.8903
4571,37,34.46,MW,11,AFS,3.1,1995,8.0,11,1995.89173709,1.0,EMEC,22,28.82
6691,37,34.4612,MB,11,,4.9,1995,8.0,11,1995.89173755,15.39,GII,22,28.8197
6694,18,34.8267,MB,12,,3.0,1995,8.0,11,1995.89181588,25.546,GII,22,28.7537
6697,33,34.7791,MB,12,,4.1,1995,9.0,11,1995.89184364,0.984,GII,22,28.7652
6698,42,34.6269,MD,12,,3.0,1995,1.0,11,1995.8918609,5.45,GII,22,28.8373
6699,47,34.8283,MB,12,,5.2,1995,5.0,11,1995.89187036,3.776,GII,22,28.4513
4573,53,34.7,MW,12,AFS,4.5,1995,999.0,11,1995.89188169,1.0,EMEC,22,29.11
4574,56,34.7,MW,12,AFS,4.1,1995,999.0,11,1995.8918874,1.0,EMEC,22,29.16
1044,29,31.523,MC,14,,3.1,1995,10.0,11,1995.89206512,25.53,ANSS,22,36.4
6703,46,34.71,MB,14,,4.2,1995,1.0,11,1995.89209675,3.174,GII,22,29.2828
4575,12,34.4,MW,15,AFS,3.0,1995,13.0,11,1995.89214615,1.0,EMEC,22,29.96
4576,16,34.79,MW,15,AFS,4.2,1995,999.0,11,1995.89215376,1.0,EMEC,22,29.15
4577,5,34.75,MW,18,AFS,3.8,1995,999.0,11,1995.8924753,1.0,EMEC,22,29.14
6715,27,34.8646,MB,18,,4.6,1995,3.0,11,1995.89251815,32.396,GII,22,28.0624
6717,58,34.4198,MD,19,,3.8,1995,5.0,11,1995.8926904,4.517,GII,22,28.794
6718,2,34.7785,MB,20,,4.6,1995,1.0,11,1995.8926989,32.499,GII,22,29.147
6719,10,34.6797,MB,20,,4.2,1995,5.0,11,1995.89271321,3.864,GII,22,28.7907
6724,14,35.1513,MD,21,,3.1,1995,9.0,11,1995.89283544,18.572,GII,22,28.9141
6726,18,34.7294,MB,21,,4.3,1995,13.0,11,1995.8928439,45.326,GII,22,28.81
6728,36,34.6871,MD,21,,3.1,1995,4.0,11,1995.89287674,0.747,GII,22,29.3323
4580,16,34.73,MW,22,AFS,3.2,1995,10.0,11,1995.89295285,1.0,EMEC,22,28.53
1046,16,34.701,MW,22,,5.4,1995,10.0,11,1995.89295453,53.93,ANSS,22,28.52
6733,16,34.7344,MB,22,,5.3,1995,10.0,11,1995.89295456,55.11,GII,22,28.5338
3217,16,34.918,MW,22,HRVD;NEIC,5.4,1995,10.0,11,1995.89295465,57.94,EHB,22,28.747
6736,59,34.4656,MB,22,,3.8,1995,25.0,11,1995.89303607,45.641,GII,22,28.1264
6739,17,34.7475,MB,1,,3.1,1995,9.0,11,1995.89329771,16.472,GII,23,29.3571
6740,51,34.6528,MB,1,,4.2,1995,4.0,11,1995.89336376,59.533,GII,23,28.3184
6743,53,34.573,MB,2,,4.3,1995,1.0,11,1995.89348074,28.74,GII,23,28.9045
6744,5,34.8409,MB,3,,4.7,1995,4.0,11,1995.89350284,5.473,GII,23,28.5967
1047,5,34.768,MB,3,,4.6,1995,10.0,11,1995.8935029,7.6,ANSS,23,28.726
6746,13,34.8449,MB,9,,3.4,1995,3.0,11,1995.89420323,13.111,GII,23,28.5318
6752,14,34.7377,MB,11,,3.7,1995,7.0,11,1995.894434,30.75,GII,23,28.7243
4583,7,34.91,MW,18,AFS,3.4,1995,10.0,11,1995.89521883,1.0,EMEC,23,28.85
1048,7,34.749,MW,18,,5.7,1995,10.0,11,1995.89521935,17.29,ANSS,23,29.333
6758,37,34.7087,MB,20,,3.0,1995,9.0,11,1995.89550436,5.613,GII,23,28.8189
6764,39,34.7724,MD,1,,3.0,1995,3.0,11,1995.8960796,26.34,GII,24,29.323
4585,32,30.37,MW,3,ISC,3.2,1995,10.0,11,1995.89629379,1.0,EMEC,24,31.7
4586,35,34.95,MW,3,AFS,3.5,1995,999.0,11,1995.8962995,1.0,EMEC,24,29.15
6766,35,34.9499,MB,3,,4.5,1995,4.0,11,1995.89630087,44.369,GII,24,29.1471
1052,35,35.115,ML,3,,4.6,1995,10.0,11,1995.8963009,45.12,ANSS,24,29.202
6767,48,34.8875,MB,3,,4.2,1995,3.0,11,1995.8963254,37.921,GII,24,29.126
13434,49,34.9,ML,3,JSO,4.2,1995,3.5,11,1995.89632671,19.0,IRIS,24,29.07
4587,9,34.78,MW,4,AFS,4.4,1995,999.0,11,1995.89636419,1.0,EMEC,24,29.05
1053,9,35.075,ML,4,,4.7,1995,10.0,11,1995.89636579,51.59,ANSS,24,29.313
4588,28,34.92,MW,4,AFS,4.1,1995,999.0,11,1995.89640034,1.0,EMEC,24,28.82
6770,21,34.8118,MB,5,,4.2,1995,4.0,11,1995.89650128,4.333,GII,24,29.2041
6779,58,34.7245,MB,7,,3.3,1995,1.0,11,1995.89680162,55.818,GII,24,29.2595
6782,15,34.9072,MB,9,,3.0,1995,10.0,11,1995.89694792,49.48,GII,24,28.6684
4589,24,34.79,MW,9,AFS,4.2,1995,999.0,11,1995.8969635,1.0,EMEC,24,28.39
6783,24,34.789,MB,9,,4.5,1995,1.0,11,1995.89696483,42.986,GII,24,28.387
6785,53,34.6818,MD,9,,3.9,1995,10.0,11,1995.89701952,27.639,GII,24,28.7167
6786,31,34.4825,MB,10,,4.3,1995,1.0,11,1995.89709266,54.16,GII,24,28.4687
6789,3,34.9206,MB,11,,3.3,1995,10.0,11,1995.89715248,20.625,GII,24,28.6694
6791,25,34.7047,MD,11,,3.9,1995,5.0,11,1995.89719506,43.332,GII,24,29.1727
4590,43,34.96,MW,16,AFS,3.2,1995,10.0,11,1995.89779874,1.0,EMEC,24,28.67
6799,43,34.9589,MB,16,,5.2,1995,10.0,11,1995.89780006,42.783,GII,24,28.6669
1054,43,34.71,MB,16,,4.9,1995,10.0,11,1995.89780015,45.46,ANSS,24,28.941
6801,17,34.8268,MB,18,,3.0,1995,5.0,11,1995.8979788,39.449,GII,24,28.8106
6806,15,34.7833,MD,19,,3.1,1995,3.0,11,1995.8980879,0.105,GII,24,28.8004
4591,26,34.73,MW,22,AFS,3.1,1995,999.0,11,1995.89845133,1.0,EMEC,24,29.19
1055,26,34.877,ML,22,,4.4,1995,10.0,11,1995.89845242,35.47,ANSS,24,29.189
6812,14,34.7618,MD,3,,3.2,1995,9.0,11,1995.89899964,12.66,GII,25,29.1261
6813,8,34.8181,MB,6,,3.5,1995,4.0,11,1995.89933192,51.366,GII,25,29.2158
6816,45,34.6507,MD,9,,3.9,1995,10.0,11,1995.89974396,25.461,GII,25,29.3122
4592,41,34.75,MW,11,AFS,3.2,1995,7.0,11,1995.89996388,1.0,EMEC,25,29.37
1056,41,34.836,MB,11,,4.8,1995,10.0,11,1995.89996497,35.26,ANSS,25,29.12
3219,41,34.885,MB,11,ISC,4.8,1995,10.0,11,1995.89996505,37.8,EHB,25,29.227
6818,41,34.7517,MB,11,,4.8,1995,7.0,11,1995.8999651,39.518,GII,25,29.3653
4593,10,34.87,MW,14,AFS,3.0,1995,14.0,11,1995.90024737,1.0,EMEC,25,28.91
6821,10,34.8746,MB,14,,4.6,1995,14.0,11,1995.90024887,48.394,GII,25,28.9066
13501,48,35.93,ML,14,JSO,4.3,1995,14.6,11,1995.9003209,40.0,IRIS,25,28.75
6823,41,34.7307,MB,22,,3.2,1995,1.0,11,1995.90122052,30.4,GII,25,29.1187
6825,6,34.8896,MB,23,,4.3,1995,5.0,11,1995.90126776,20.193,GII,25,29.1485
1060,6,35.01,ML,23,,4.4,1995,10.0,11,1995.90126778,20.83,ANSS,25,29.184
6826,23,34.7734,MD,23,,3.8,1995,3.0,11,1995.90129962,4.73,GII,25,29.2165
4594,17,34.73,MW,2,AFS,3.5,1995,999.0,11,1995.90163055,1.0,EMEC,26,28.67
6827,17,34.7273,MB,2,,4.4,1995,4.0,11,1995.90163182,40.955,GII,26,28.671
6828,25,34.9475,MB,2,,3.6,1995,10.0,11,1995.90164712,43.669,GII,26,28.6641
6829,39,34.8803,MB,2,,4.3,1995,10.0,11,1995.90167365,40.206,GII,26,28.6674
13520,45,34.88,ML,4,JSO,3.3,1995,5.7,11,1995.90191261,16.0,IRIS,26,28.87
4595,36,34.68,MW,11,AFS,3.1,1995,999.0,11,1995.9026941,1.0,EMEC,26,29.15
1062,10,30.096,MC,22,,3.2,1995,10.0,11,1995.90390043,4.0,ANSS,26,38.144
4596,5,34.77,MW,3,AFS,3.0,1995,5.0,11,1995.9044616,1.0,EMEC,27,28.74
13544,5,34.587,MB,3,ISC,4.1,1995,5.0,11,1995.9044628,39.0,IRIS,27,28.76
6838,5,34.7677,MB,3,,4.6,1995,5.0,11,1995.90446286,40.89,GII,27,28.7389
6839,44,34.6985,MB,12,,3.0,1995,4.0,11,1995.90556439,38.618,GII,27,29.2042
6841,29,34.6735,MB,22,,3.0,1995,10.0,11,1995.90667721,32.409,GII,27,28.6823
6842,23,34.9098,MB,23,,4.3,1995,4.0,11,1995.90677937,14.235,GII,27,28.478
6847,46,34.9417,MD,2,,3.4,1995,1.0,11,1995.90716557,13.531,GII,28,28.7959
6848,33,34.8992,MB,3,,3.3,1995,1.0,11,1995.90725576,37.698,GII,28,27.8911
6849,30,34.5493,MB,4,,3.1,1995,6.0,11,1995.90736339,11.902,GII,28,28.7942
13563,38,34.68,ML,4,JSO,4.3,1995,8.7,11,1995.90737858,11.0,IRIS,28,28.88
4597,0,34.81,MW,12,AFS,3.1,1995,5.0,11,1995.90821921,1.0,EMEC,28,29.12
6856,0,34.8127,MB,12,,4.5,1995,5.0,11,1995.90822083,51.97,GII,28,29.1174
13569,19,35.12,ML,12,JSO,4.2,1995,5.0,11,1995.90825656,39.0,IRIS,28,29.58
4598,32,34.75,MW,20,AFS,3.1,1995,5.0,11,1995.90919333,1.0,EMEC,28,28.81
6860,32,34.7481,MB,20,,4.5,1995,5.0,11,1995.90919419,27.913,GII,28,28.8128
4599,10,34.75,MW,21,AFS,4.1,1995,5.0,11,1995.90926563,1.0,EMEC,28,29.23
6861,10,34.7495,MB,21,,4.4,1995,5.0,11,1995.90926701,44.311,GII,28,29.2289
13577,32,34.9445,ML,21,JSO,4.4,1995,8.8,11,1995.90930879,42.0,IRIS,28,29.2098
6864,54,34.8597,MB,1,,3.1,1995,4.0,11,1995.90980612,5.656,GII,29,28.7314
4600,10,34.74,MW,8,AFS,3.1,1995,999.0,11,1995.91052134,1.0,EMEC,29,29.38
4601,13,34.72,MW,8,AFS,4.5,1995,999.0,11,1995.91052705,1.0,EMEC,29,29.18
4602,29,34.73,MW,8,AFS,3.0,1995,999.0,11,1995.91055749,1.0,EMEC,29,29.33
1067,46,34.83,ML,9,,3.0,1995,16.9,11,1995.91070472,24.15,ANSS,29,29.348
13608,14,35.0028,ML,5,JSO,3.2,1995,1.7,11,1995.91292675,18.0,IRIS,30,28.8329
4603,17,34.74,MW,9,AFS,3.3,1995,10.0,12,1995.91612827,1.0,EMEC,1,28.67
1070,17,34.523,MB,9,,4.4,1995,10.0,12,1995.91613004,56.88,ANSS,1,28.7
6884,17,34.8152,MB,9,,4.9,1995,10.0,12,1995.91613008,58.219,GII,1,28.7058
13632,23,35.2569,MB,13,IPRG,3.2,1995,0.7,12,1995.91659668,13.0,IRIS,1,29.2605
13635,4,34.9612,MB,20,NEIC,3.0,1995,0.8,12,1995.91736098,56.0,IRIS,1,29.0646
1071,4,34.694,MB,20,,4.4,1995,10.0,12,1995.9173611,59.74,ANSS,1,29.233
6890,18,34.8754,MB,21,,3.1,1995,1.0,12,1995.91750104,32.666,GII,1,29.283
6893,43,34.7215,MD,0,,3.2,1995,4.0,12,1995.91789142,43.799,GII,2,29.4634
4606,47,34.8,MW,0,AFS,4.3,1995,10.0,12,1995.91789767,1.0,EMEC,2,29.37
13643,47,35.0716,MB,0,NEIC,4.4,1995,1.2,12,1995.91789821,18.0,IRIS,2,29.1431
1073,47,34.657,MB,0,,4.4,1995,10.0,12,1995.91789835,22.27,ANSS,2,29.308
6895,42,34.8183,MB,3,,3.1,1995,5.0,12,1995.91823144,26.7,GII,2,29.3431
6896,9,34.7408,MB,6,,4.2,1995,10.0,12,1995.91851163,42.9,GII,2,28.7433
1074,9,35.11,MC,6,,4.0,1995,10.0,12,1995.91851182,48.71,ANSS,2,29.204
1075,55,35.162,MB,7,,3.8,1995,10.0,12,1995.9187132,39.55,ANSS,2,28.801
6897,55,34.9603,MB,7,,4.3,1995,6.0,12,1995.91871336,44.678,GII,2,29.1489
6900,30,34.7547,MD,20,,3.3,1995,5.0,12,1995.92015004,51.673,GII,2,29.2191
13660,46,35.1287,MB,21,IPRG,3.6,1995,1.3,12,1995.92029468,53.0,IRIS,2,29.0533
1077,54,35.295,MD,7,,3.2,1995,10.0,12,1995.92145158,56.95,ANSS,3,28.754
6906,7,34.6621,MB,15,,4.3,1995,9.0,12,1995.92227392,10.399,GII,3,28.6886
13675,43,35.042,MB,17,IPRG,3.6,1995,1.5,12,1995.92257046,2.0,IRIS,3,29.17
6908,57,34.8461,MB,21,,3.3,1995,5.0,12,1995.92305521,49.23,GII,3,28.5986
13678,57,35.3076,MB,21,IPRG,4.3,1995,10.8,12,1995.92305527,51.0,IRIS,3,28.8429
1078,45,35.222,MD,2,,4.3,1995,10.0,12,1995.92360248,27.93,ANSS,4,28.713
6909,45,34.7702,MB,2,,4.3,1995,16.0,12,1995.92360271,35.194,GII,4,29.1226
4607,34,34.66,MW,7,AFS,3.0,1995,999.0,12,1995.92415148,1.0,EMEC,4,28.56
1079,34,34.944,ML,7,,4.9,1995,10.0,12,1995.92415195,15.86,ANSS,4,28.836
6911,39,34.5698,MB,12,,3.0,1995,1.0,12,1995.92473332,49.929,GII,4,29.058
1080,39,34.831,ML,12,,4.3,1995,10.0,12,1995.92473332,50.08,ANSS,4,28.991
6912,56,34.9062,MB,17,,3.2,1995,4.0,12,1995.92533616,41.215,GII,4,29.1324
6913,13,34.7429,MD,18,,3.9,1995,9.0,12,1995.92536906,58.777,GII,4,28.7595
6914,57,34.6373,MB,20,,3.6,1995,9.0,12,1995.92568065,44.841,GII,4,28.9095
6915,54,34.7836,MD,22,,3.2,1995,10.0,12,1995.92590241,18.44,GII,4,29.1073
13695,38,35.0738,MB,3,IPRG,3.6,1995,1.3,12,1995.92644397,57.0,IRIS,5,29.2281
13699,17,34.79,MB,13,IPRG,3.3,1995,14.0,12,1995.92754547,54.0,IRIS,5,29.2699
6919,17,34.5343,MB,13,,4.3,1995,14.0,12,1995.92754548,54.319,GII,5,29.2039
27501,49,39.999,MW,18,,5.8,1995,20.0,12,1995.92817649,33.69,ISC,5,39.491
30105,26,39.93,MD,19,,4.1,1995,21.0,12,1995.92824583,0.6,KOERI,5,39.47
30104,2,39.87,MD,21,,4.2,1995,19.0,12,1995.92842988,44.6,KOERI,5,39.44
1086,57,34.752,MD,2,,3.3,1995,10.0,12,1995.92910465,24.3,ANSS,6,29.13
6923,57,34.7256,MB,2,,4.3,1995,10.0,12,1995.92910475,27.545,GII,6,29.3209
6924,38,34.7485,MD,3,,3.4,1995,5.0,12,1995.92918369,56.794,GII,6,29.3048
13710,47,34.6654,MB,9,IPRG,3.0,1995,2.2,12,1995.9298848,27.0,IRIS,6,29.1514
1087,47,35.167,MD,9,,4.6,1995,10.0,12,1995.92988482,27.74,ANSS,6,29.114
6930,47,34.684,MB,9,,4.4,1995,3.0,12,1995.92988485,28.578,GII,6,29.2159
6931,9,34.7912,MB,11,,4.3,1995,9.0,12,1995.93004182,58.89,GII,6,28.5044
13711,10,34.6707,MB,11,IPRG,4.3,1995,9.1,12,1995.93004186,0.0,IRIS,6,28.7404
13714,18,34.8271,MB,17,IPRG,3.2,1995,10.0,12,1995.93074375,55.0,IRIS,6,29.0792
6932,18,34.8025,MB,17,,4.3,1995,10.0,12,1995.93074388,58.88,GII,6,29.2166
4609,57,34.87,MW,17,AFS,4.7,1995,999.0,12,1995.93081624,1.0,EMEC,6,28.69
6933,57,34.871,MB,17,,4.9,1995,4.0,12,1995.93081786,51.958,GII,6,28.689
1088,57,34.679,MB,17,,4.1,1995,10.0,12,1995.93081795,54.73,ANSS,6,28.862
30102,9,35.95,MD,3,,3.6,1995,5.0,12,1995.93186758,35.9,KOERI,7,36.74
13721,26,35.0398,MB,6,IPRG,3.1,1995,12.0,12,1995.93224144,6.0,IRIS,7,29.0073
6936,30,34.7392,MB,11,,4.2,1995,5.0,12,1995.93281973,2.99,GII,7,29.4031
6938,22,34.5294,MD,0,,3.3,1995,5.0,12,1995.93428863,6.129,GII,8,28.9385
13731,18,35.0385,MB,2,IPRG,3.0,1995,3.3,12,1995.93451075,51.0,IRIS,8,29.1662
4610,12,34.93,MW,4,AFS,4.6,1995,14.0,12,1995.93472606,1.0,EMEC,8,28.82
1089,12,34.651,MB,4,,4.4,1995,10.0,12,1995.93472726,38.94,ANSS,8,28.919
6940,12,34.9283,MB,4,,4.9,1995,14.0,12,1995.93472728,39.444,GII,8,28.8157
13732,12,34.8454,MB,4,NEIC,4.4,1995,23.0,12,1995.9347273,40.0,IRIS,8,28.972
6944,34,34.7235,MB,6,,3.0,1995,5.0,12,1995.93499622,0.914,GII,8,29.3055
6946,19,34.5631,MB,20,,3.3,1995,1.0,12,1995.93656736,48.409,GII,8,28.3836
4611,31,34.54,MW,0,AFS,3.3,1995,10.0,12,1995.93978504,1.0,EMEC,10,28.79
6954,31,34.542,MB,0,,4.4,1995,10.0,12,1995.93978558,17.938,GII,10,28.7915
13744,31,34.9903,MB,0,IPRG,4.4,1995,26.1,12,1995.93978583,26.0,IRIS,10,29.2128
1092,57,39.868,MC,4,,3.0,1995,10.0,12,1995.94029221,35.1,ANSS,10,39.8
6956,32,34.9769,MB,15,,3.0,1995,5.0,12,1995.94149973,15.539,GII,10,28.4783
1093,32,34.778,MB,15,,4.3,1995,10.0,12,1995.94149989,20.53,ANSS,10,28.813
13751,32,34.9765,MB,15,NEIC,4.3,1995,20.7,12,1995.9414999,21.0,IRIS,10,28.7906
4613,33,33.58,MW,15,ISC,4.1,1995,33.0,12,1995.94150117,1.0,EMEC,10,28.92
13752,33,33.5835,MB,15,ISC,4.1,1995,33.0,12,1995.94150254,44.0,IRIS,10,28.9235
4614,32,34.79,MW,1,AFS,3.5,1995,11.0,12,1995.94264082,1.0,EMEC,11,28.56
1094,32,34.69,MB,1,,5.0,1995,10.0,12,1995.942641,6.52,ANSS,11,28.878
13756,48,30.0073,MD,3,ISK,3.0,1995,10.0,12,1995.94290126,54.0,IRIS,11,36.008
4615,54,34.46,MW,10,AFS,3.4,1995,999.0,12,1995.94371008,1.0,EMEC,11,28.49
1095,54,35.442,ML,10,,4.7,1995,10.0,12,1995.94371125,37.93,ANSS,11,28.317
6958,54,34.4618,MB,10,,4.6,1995,3.0,12,1995.94371131,39.736,GII,11,28.4893
1096,45,34.81,MC,12,,3.4,1995,10.0,12,1995.94392209,27.15,ANSS,11,29.188
4616,35,34.93,MW,18,AFS,3.2,1995,5.0,12,1995.94458717,1.0,EMEC,11,28.69
1097,35,34.767,MC,18,,4.9,1995,20.0,12,1995.94458752,11.98,ANSS,11,28.998
13767,1,39.2834,MD,6,ISK,3.2,1995,10.0,12,1995.94589307,24.0,IRIS,12,39.8871
13768,9,34.9567,MB,14,IPRG,4.2,1995,1.2,12,1995.94682135,18.0,IRIS,12,28.8177
6968,55,34.7618,MD,18,,3.1,1995,5.0,12,1995.95010478,4.358,GII,13,29.0702
13778,0,34.8063,MB,3,IPRG,3.0,1995,1.7,12,1995.95102752,4.0,IRIS,14,29.1532
4617,53,34.88,MW,3,AFS,4.5,1995,999.0,12,1995.95112827,1.0,EMEC,14,28.59
1098,53,34.635,MB,3,,4.3,1995,10.0,12,1995.95113003,56.55,ANSS,14,28.851
6972,51,34.8357,MB,4,,4.3,1995,10.0,12,1995.95124043,58.166,GII,14,29.2105
6974,12,34.7506,MD,5,,3.5,1995,6.0,12,1995.95128028,54.92,GII,14,29.3634
