eventID,minute,longitude,magnitudeType,hour,Agency,magnitude,year,depth,month,dtime,second,catalogue,day,latitude
27517,1,35.5,MS,1,,7.3,-2150,999.0,1,-2149.99988391,1.0,KHAIR,1,31.1
27519,1,35.5,MS,1,,6.3,-1250,999.0,1,-1249.99988391,1.0,KHAIR,1,32.0
27520,1,35.7,MS,1,,7.2,-759,999.0,10,-758.224541445,1.0,KHAIR,11,33.2
9529,1,30.0,MW,1,PAPAZ.,6.5,-334,999.0,1,-333.99988391,1.0,GSHAP_TR,1,37.9
27521,1,36.1,MS,1,,6.6,-184,999.0,1,-183.999884228,1.0,KHAIR,1,36.2
9541,1,30.0,MW,1,PAPAZ.,6.6,-90,999.0,1,-89.9998839105,1.0,GSHAP_TR,1,37.9
27522,1,36.1,MS,1,,7.4,-64,999.0,1,-63.9998842276,1.0,KHAIR,1,36.2
27524,1,35.5,MS,1,,6.5,-31,999.0,9,-30.3313907598,1.0,KHAIR,2,32.0
9546,1,30.0,MW,1,PAPAZ.,6.3,23,999.0,1,23.0001160895,1.0,GSHAP_TR,1,37.2
34459,1,36.3,MS,1,,6.2,37,15.0,1,37.0001160895,1.0,SBEI,1,36.0
27525,1,36.0,MS,1,,6.3,37,999.0,3,37.2220338978,1.0,KHAIR,23,36.0
34460,1,36.5,MS,1,,6.6,53,30.0,1,53.0001160895,1.0,SBEI,1,36.2
8742,1,36.0,MW,1,ANK,6.7,110,999.0,1,110.00011609,1.0,GSHAP_TR,1,36.2
27527,1,36.1,MS,1,,7.3,115,999.0,12,115.948061295,1.0,KHAIR,13,36.1
34461,1,34.3,MS,1,,7.1,303,20.0,1,303.00011609,1.0,SBEI,1,33.8
27529,1,36.1,MS,1,,6.1,341,999.0,1,341.00011609,1.0,KHAIR,1,36.2
27531,1,35.6,MS,1,,6.5,362,999.0,5,362.391896911,1.0,KHAIR,24,31.3
34,1,35.4,MS,1,,7.4,363,999.0,5,363.378198281,1.0,AM06,19,31.5
27533,1,34.2,MS,1,,6.1,419,999.0,1,419.00011609,1.0,KHAIR,1,31.2
27536,1,36.1,MS,1,,6.3,457,999.0,9,457.701485953,1.0,KHAIR,14,36.1
34462,1,36.3,MS,1,,6.5,494,25.0,1,494.00011609,1.0,SBEI,1,35.8
34463,1,34.8,MS,1,,7.2,502,30.0,8,502.638472254,1.0,SBEI,22,33.0
27541,1,36.1,MS,1,,6.8,526,999.0,5,526.380938007,1.0,KHAIR,20,36.2
27542,1,36.1,MS,1,,6.9,528,999.0,11,528.909951838,1.0,KHAIR,29,36.2
9594,1,30.0,MW,1,PAPAZ.,6.5,530,999.0,1,530.00011609,1.0,GSHAP_TR,1,36.2
34464,1,37.2,MS,1,,6.5,531,15.0,1,531.00011609,1.0,SBEI,1,35.5
27543,1,35.5,MS,1,,7.5,551,999.0,7,551.509705131,1.0,KHAIR,6,33.9
35,1,35.5,MS,1,,7.2,551,28.0,7,551.517924309,1.0,AM06,9,33.9
8758,1,35.9,MW,1,ANK,6.7,561,999.0,1,561.00011609,1.0,GSHAP_TR,1,37.2
34466,1,36.2,MS,1,,6.1,565,30.0,1,565.00011609,1.0,SBEI,1,36.0
27545,1,36.1,MS,1,,6.0,579,999.0,1,579.00011609,1.0,KHAIR,1,36.1
27546,1,35.5,MS,1,,6.4,658,999.0,6,658.452170884,1.0,KHAIR,15,32.5
27547,1,36.0,MS,1,,6.8,713,999.0,3,713.21381472,1.0,KHAIR,20,36.0
36,1,35.5,MS,1,,7.0,746,999.0,1,746.046691432,1.0,AM06,18,32.0
27549,1,35.8,MS,1,,7.2,746,999.0,1,746.046691432,1.0,KHAIR,18,32.8
34467,1,35.6,MS,1,,7.2,747,25.0,1,747.046691432,1.0,SBEI,18,32.5
27552,1,36.0,MS,1,,6.0,835,999.0,1,835.011074994,1.0,KHAIR,5,36.0
27553,1,36.3,MS,1,,6.3,844,999.0,9,844.713230526,1.0,KHAIR,18,33.5
27554,1,36.3,MS,1,,6.1,847,999.0,4,847.246691432,1.0,KHAIR,1,33.5
34468,1,36.3,MS,1,,7.5,847,35.0,11,847.896006501,1.0,SBEI,24,34.4
27556,1,36.1,MS,1,,7.9,859,999.0,4,859.265869514,1.0,KHAIR,8,36.2
34469,1,36.4,MS,1,,7.4,859,33.0,12,859.994636637,1.0,SBEI,30,35.7
37,1,35.5,MS,1,,7.0,860,999.0,1,860.000115772,1.0,AM06,1,35.5
27557,1,37.0,MS,1,,6.2,963,999.0,7,963.553540747,1.0,KHAIR,22,36.5
27558,1,36.1,MS,1,,6.0,972,999.0,1,972.000115772,1.0,KHAIR,1,36.1
27559,1,36.2,MS,1,,6.5,991,22.0,4,991.257650336,1.0,KHAIR,5,33.3
3337,1,36.5,MW,1,KU,6.9,1002,18.0,11,1002.85765034,1.0,EMEC,10,36.5
34495,1,38.8,MW,1,,6.2,1003,999.0,3,1003.21655445,1.0,SHARE,21,37.1
8766,1,39.5,MW,1,ANK,6.7,1011,999.0,1,1011.00011609,1.0,GSHAP_TR,1,39.74
3338,1,35.5,MW,1,FA,5.5,1016,999.0,1,1016.00011577,1.0,EMEC,1,32.2
3339,1,35.1,MW,1,FA,7.0,1032,999.0,3,1032.1777114,1.0,EMEC,6,34.8
3340,1,35.5,MS,1,,6.5,1033,999.0,12,1033.92614349,1.0,EMEC,5,32.5
34503,1,38.8,MW,4,,5.8,1037,999.0,12,1037.96210239,1.0,SHARE,18,37.1
3341,1,39.5,MW,1,,6.8,1045,999.0,1,1045.00011609,1.0,EMEC,1,39.7
3342,1,40.0,MW,1,KU,7.9,1046,30.0,7,1046.51518458,1.0,EMEC,8,39.0
3343,1,35.5,MW,1,FA,6.5,1047,999.0,1,1047.00011609,1.0,EMEC,1,31.0
3344,1,35.5,MW,1,FA,6.1,1060,999.0,1,1060.00011577,1.0,EMEC,1,32.2
34471,1,36.2,MS,1,,6.9,1063,32.0,7,1063.57545856,1.0,SBEI,30,34.4
3345,1,36.3,MW,1,SDM,6.8,1063,32.0,8,1063.58093801,1.0,EMEC,1,34.4
3346,1,35.3,MW,1,ZIL05,6.9,1068,999.0,1,1068.00011577,1.0,EMEC,1,30.1
3347,1,35.3,MW,1,GC,7.0,1068,999.0,5,1068.4072196,1.0,EMEC,29,32.6
34516,1,36.1,MW,1,,5.8,1091,999.0,9,1091.66586951,1.0,SHARE,1,36.25
3348,1,36.1,MW,1,KKP,6.5,1091,999.0,9,1091.70970513,1.0,EMEC,17,36.1
3349,1,36.2,MW,1,FA,5.2,1094,999.0,6,1094.41381472,1.0,EMEC,1,33.3
3350,1,36.1,MW,1,GC,5.8,1097,999.0,12,1097.99463664,1.0,EMEC,30,36.2
3351,1,35.2,MW,1,GC,5.3,1105,999.0,12,1105.97819828,1.0,EMEC,24,31.8
3352,30,31.2,MW,6,GC,5.8,1111,999.0,8,1111.66375574,1.0,EMEC,31,30.0
3353,1,35.5,MS,1,,6.7,1114,999.0,8,1114.60559554,1.0,EMEC,10,36.5
27565,1,36.0,MW,1,,6.8,1114,999.0,8,1114.60559554,1.0,KHAIR,10,37.1
3354,1,36.5,MS,1,,7.2,1114,40.0,11,1114.8329928,1.0,EMEC,1,37.3
34472,1,38.5,MS,1,,7.4,1114,40.0,11,1114.8329928,1.0,SBEI,1,37.3
3355,1,36.9,MW,1,,6.2,1114,999.0,11,1114.90970513,1.0,EMEC,29,37.5
34520,1,37.2,MW,1,AMB09,6.8,1114,999.0,11,1114.90970513,1.0,SHARE,29,37.6
3356,1,35.2,MW,1,GC,6.3,1117,999.0,6,1117.48230787,1.0,EMEC,26,33.1
3357,1,37.8,MW,1,GC,7.0,1121,999.0,12,1121.96175993,1.0,EMEC,18,38.5
3358,1,37.1,MW,1,KKP,7.1,1138,999.0,10,1138.77545856,1.0,EMEC,11,36.1
3359,1,36.4,MW,1,KU,6.7,1149,30.0,1,1149.00011609,1.0,EMEC,1,35.9
3360,1,35.5,MW,1,GC,6.5,1150,999.0,1,1150.00011609,1.0,EMEC,1,31.8
3361,1,36.7,MS,1,,6.0,1151,12.0,9,1151.73984212,1.0,EMEC,28,32.6
3362,1,36.5,MW,4,GC,5.0,1152,999.0,2,1152.08515676,1.0,EMEC,1,32.5
3363,1,36.6,MW,1,KU,7.4,1156,30.0,5,1156.37716495,1.0,EMEC,18,36.5
3364,1,36.4,MW,1,GC,5.5,1156,999.0,10,1156.78153654,1.0,EMEC,13,35.4
3365,1,37.2,MW,1,GC,6.0,1156,999.0,12,1156.93727424,1.0,EMEC,9,36.2
3366,1,36.5,MS,1,,5.8,1157,22.0,4,1157.24943116,1.0,EMEC,2,35.4
34476,1,36.6,MS,1,,6.6,1157,25.0,7,1157.52888321,1.0,SBEI,13,35.2
3367,1,36.5,MS,1,,6.0,1157,999.0,7,1157.53436266,1.0,EMEC,15,34.5
38,1,36.4,MS,1,,7.0,1157,15.0,8,1157.61107499,1.0,AM06,12,35.3
27570,0,36.3,MS,10,,7.2,1157,999.0,8,1157.62031963,0.0,KHAIR,15,35.1
3369,1,32.6,MS,1,,6.0,1160,999.0,1,1160.00011577,1.0,EMEC,1,32.0
3370,1,35.3,MW,1,GC,6.0,1160,999.0,1,1160.00011577,1.0,EMEC,1,32.0
27571,1,35.3,MW,1,KKP,6.5,1160,999.0,1,1160.00011577,1.0,KHAIR,1,34.7
3371,1,36.1,MW,1,GC,6.8,1163,999.0,8,1163.58093801,1.0,EMEC,1,36.2
3372,1,39.5,MW,1,ANK,6.5,1165,999.0,1,1165.00011609,1.0,EMEC,1,39.7
3373,1,39.5,MW,1,,6.2,1168,999.0,1,1168.00011577,1.0,EMEC,1,39.74
3374,1,39.5,MW,1,ANK,6.7,1170,999.0,1,1170.00011609,1.0,EMEC,1,39.74
39,1,36.4,MS,1,,7.1,1170,35.0,6,1170.49052705,1.0,AM06,29,34.7
27572,0,36.4,MS,10,,7.4,1170,999.0,6,1170.49155251,0.0,KHAIR,29,35.9
3376,1,36.7,MS,1,,6.5,1182,999.0,1,1182.00011609,1.0,EMEC,1,32.6
3377,1,32.4,MW,1,,6.3,1183,999.0,1,1183.00011609,1.0,EMEC,1,34.75
34530,1,33.2,MW,1,,6.2,1190,999.0,6,1190.41381472,1.0,SHARE,1,37.15
27575,0,36.1,MS,40,,7.5,1201,999.0,6,1201.42100457,0.0,KHAIR,2,34.1
40,1,35.9,MS,1,,7.0,1202,30.0,5,1202.38093801,1.0,AM06,20,33.9
27576,0,35.5,MS,10,,6.8,1202,999.0,5,1202.38196347,0.0,KHAIR,20,32.5
8776,1,35.5,MW,1,ANK,7.0,1205,999.0,1,1205.00011609,1.0,GSHAP_TR,1,38.72
3379,1,35.0,MW,1,AMB06,7.0,1212,999.0,5,1212.33071687,1.0,EMEC,1,30.0
3380,1,32.3,MW,1,GC,7.0,1213,999.0,6,1213.47134897,1.0,EMEC,22,37.2
3381,15,32.8,MW,6,GC,6.8,1222,999.0,5,1222.35687789,1.0,EMEC,11,34.7
3382,1,39.5,MW,1,,5.8,1236,999.0,1,1236.00011577,1.0,EMEC,1,39.7
8777,1,39.5,MW,1,ANK,6.7,1251,999.0,1,1251.00011609,1.0,GSHAP_TR,1,39.74
3383,1,39.5,MW,1,GC,7.0,1254,999.0,10,1254.77545856,1.0,EMEC,11,39.7
34541,1,39.0,MW,1,,6.2,1254,999.0,10,1254.78367773,1.0,SHARE,14,40.0
8778,1,39.5,MW,1,ANK,6.7,1255,999.0,1,1255.00011609,1.0,GSHAP_TR,1,39.74
3384,1,35.5,MW,1,FA,6.5,1259,999.0,3,1259.21929417,1.0,EMEC,22,32.5
3385,1,35.5,MW,1,FA,7.1,1261,999.0,1,1261.00011609,1.0,EMEC,1,34.0
34544,1,35.8,MW,1,,6.8,1268,999.0,1,1268.00011577,1.0,SHARE,1,37.35
3386,1,36.6,MW,17,GC,7.0,1269,999.0,4,1269.29235353,1.0,EMEC,17,37.0
3387,1,39.5,MW,1,GC,5.0,1280,999.0,1,1280.00011577,1.0,EMEC,1,39.7
34547,1,39.5,MW,1,,5.4,1281,999.0,1,1281.00011609,1.0,SHARE,1,39.75
3388,1,36.2,MW,1,GC,6.3,1284,999.0,1,1284.00011577,1.0,EMEC,1,33.3
3389,1,38.6,MW,1,KKP,6.8,1284,999.0,1,1284.00011577,1.0,EMEC,1,38.0
8781,1,35.75,MW,1,,6.2,1287,999.0,1,1287.00011609,1.0,GSHAP_TR,1,35.6
34550,1,39.5,MW,1,ANK,6.7,1287,999.0,1,1287.00011609,1.0,SHARE,1,39.74
3390,1,36.7,MW,1,GC,5.8,1287,999.0,2,1287.0850476,1.0,EMEC,1,34.7
3391,1,36.7,MW,1,GC,5.5,1287,999.0,3,1287.18093801,1.0,EMEC,8,34.7
3392,1,35.8,MW,1,GC,6.0,1287,999.0,3,1287.21929417,1.0,EMEC,22,35.5
3393,1,35.5,MW,1,FA,6.5,1287,999.0,4,1287.24943116,1.0,EMEC,2,33.0
34551,1,39.5,MW,1,,6.2,1287,999.0,5,1287.3480613,1.0,SHARE,8,39.75
3394,1,39.5,MW,1,GC,6.5,1287,999.0,5,1287.3699791,1.0,EMEC,16,39.7
34552,1,39.5,MW,1,,5.8,1289,999.0,1,1289.00011609,1.0,SHARE,1,39.75
34553,1,35.75,MW,1,,5.4,1290,999.0,1,1290.00011609,1.0,SHARE,1,35.6
34554,1,39.5,MW,1,,5.4,1290,999.0,1,1290.00011609,1.0,SHARE,1,39.75
3395,1,31.2,MW,1,GC,5.3,1293,999.0,1,1293.00011609,1.0,EMEC,1,30.0
3396,1,34.9,MW,1,KKP,6.0,1293,999.0,1,1293.02751335,1.0,EMEC,11,32.0
3397,1,39.5,MW,1,ANK,6.5,1308,999.0,1,1308.00011577,1.0,EMEC,1,39.74
3398,1,36.3,MW,1,GC,5.2,1322,999.0,1,1322.05217088,1.0,EMEC,20,33.5
3399,1,35.5,MS,1,,6.9,1339,999.0,1,1339.00011609,1.0,EMEC,1,34.3
3400,1,36.2,MW,1,KKP,6.5,1343,30.0,1,1343.00011609,1.0,EMEC,1,33.3
3401,1,37.4,MW,1,KU,7.6,1343,999.0,1,1343.00011609,1.0,EMEC,1,37.3
3402,1,39.5,MW,1,GC,5.0,1344,999.0,1,1344.00011577,1.0,EMEC,1,39.7
3403,1,37.4,MS,1,,6.7,1344,30.0,1,1344.00284801,1.0,EMEC,2,36.7
3404,1,31.2,MW,1,GC,4.8,1347,999.0,12,1347.93436266,1.0,EMEC,8,30.0
3405,1,32.6,MW,1,GC,7.0,1350,999.0,7,1350.4960065,1.0,EMEC,1,34.7
3406,1,31.2,MW,1,GC,4.4,1352,999.0,10,1352.77607206,1.0,EMEC,11,30.0
3407,1,35.75,MW,1,,5.4,1355,999.0,1,1355.00011609,1.0,EMEC,1,35.6
34559,1,39.5,MW,1,GC,5.8,1355,999.0,1,1355.00011609,1.0,SHARE,1,39.7
34560,1,39.5,MW,1,,5.4,1356,999.0,1,1356.00011577,1.0,SHARE,1,39.75
3408,1,35.5,MW,1,GC,4.8,1366,999.0,1,1366.00011609,1.0,EMEC,1,33.0
3409,1,31.2,MW,1,GC,4.4,1373,999.0,10,1373.79737636,1.0,EMEC,19,30.0
8785,1,39.5,MW,1,ANK,6.5,1374,999.0,1,1374.00011609,1.0,GSHAP_TR,1,39.74
3410,1,39.5,MW,1,,6.0,1374,999.0,12,1374.93436266,1.0,EMEC,8,39.7
3411,1,31.2,MW,1,GC,4.2,1385,999.0,9,1385.71518458,1.0,EMEC,19,30.0
3412,45,31.2,MW,7,GC,4.2,1386,999.0,7,1386.54061076,1.0,EMEC,17,30.0
3413,1,33.0,MW,1,GC,6.5,1392,999.0,4,1392.28153654,1.0,EMEC,13,35.0
3414,1,36.3,MW,1,GC,4.2,1399,999.0,9,1399.71792431,1.0,EMEC,20,33.5
3415,1,37.2,MW,1,GC,6.5,1403,999.0,12,1403.96175993,1.0,EMEC,18,36.2
3416,1,36.2,MS,1,,7.2,1404,30.0,2,1404.13672779,1.0,EMEC,20,35.7
27584,0,36.3,MS,10,,6.0,1404,999.0,2,1404.14321494,0.0,KHAIR,22,35.9
3417,1,37.2,MW,1,GC,4.8,1404,999.0,11,1404.84437807,1.0,EMEC,5,36.2
3418,1,36.3,MW,1,KKP,6.9,1407,999.0,4,1407.32340376,1.0,EMEC,29,35.7
27585,0,36.3,MS,10,,7.0,1407,999.0,4,1407.32442922,0.0,KHAIR,29,35.7
3419,1,36.1,MS,1,,7.2,1408,25.0,12,1408.99191905,1.0,EMEC,29,35.8
3420,1,39.5,MW,1,,6.2,1419,999.0,3,1419.23025308,1.0,EMEC,26,39.7
3421,1,39.5,MW,1,ANK,6.7,1422,999.0,1,1422.00011609,1.0,EMEC,1,39.74
3422,1,31.2,MW,1,GC,4.2,1422,999.0,6,1422.48778732,1.0,EMEC,28,30.0
3423,1,31.2,MW,3,GC,5.2,1425,999.0,6,1425.474317,1.0,EMEC,23,30.0
34569,1,39.5,MW,1,,5.4,1433,999.0,1,1433.00011609,1.0,SHARE,1,39.75
3424,1,31.2,MW,1,GC,4.6,1434,999.0,11,1434.84669143,1.0,EMEC,6,30.0
3425,1,31.2,MW,14,GC,4.1,1438,999.0,2,1438.11940833,1.0,EMEC,13,30.0
3426,1,31.2,MW,1,GC,4.6,1455,999.0,3,1455.17545856,1.0,EMEC,6,30.0
3427,30,39.5,MW,3,GC,7.0,1457,999.0,4,1457.30724889,1.0,EMEC,23,39.7
3428,1,35.5,MW,1,AMB06,7.1,1458,999.0,11,1458.87408869,1.0,EMEC,16,31.0
3429,1,31.2,MW,1,GC,5.2,1467,999.0,12,1467.95080102,1.0,EMEC,14,30.0
3430,1,31.2,MW,1,GC,4.8,1476,999.0,10,1476.80066222,1.0,EMEC,20,30.0
3431,1,33.4,MW,8,GC,5.0,1479,999.0,10,1479.78995627,1.0,EMEC,16,35.2
3432,1,39.5,MW,1,AMB09,7.0,1482,999.0,11,1482.8329928,1.0,EMEC,1,39.7
34572,1,39.5,MW,1,,6.8,1482,999.0,12,1482.9699791,1.0,SHARE,21,39.75
3433,1,31.2,MW,1,GC,4.4,1483,999.0,6,1483.44943116,1.0,EMEC,14,30.0
3434,1,37.2,MW,1,GC,4.8,1484,999.0,3,1484.24055293,1.0,EMEC,29,36.2
3435,1,33.4,MW,17,GC,6.5,1491,999.0,4,1491.31153161,1.0,EMEC,24,34.9
34574,1,32.0,MW,19,,6.8,1491,999.0,4,1491.31175993,1.0,SHARE,24,35.0
3436,1,31.2,MW,1,GC,4.8,1498,999.0,9,1498.71244486,1.0,EMEC,18,30.0
3437,1,36.5,MW,1,KU,7.5,1513,14.0,1,1513.00011609,1.0,EMEC,1,37.5
3438,1,39.5,MW,1,,5.8,1543,999.0,1,1543.00011609,1.0,EMEC,1,39.74
3439,1,37.0,MW,1,KU,6.8,1544,10.0,1,1544.00011577,1.0,EMEC,1,38.0
34580,1,37.15,MW,1,,6.2,1544,999.0,1,1544.05749282,1.0,SHARE,22,38.2
27587,0,35.3,MS,10,,6.1,1546,999.0,1,1546.03675799,0.0,KHAIR,14,32.0
3440,1,35.3,MW,11,KKP,6.1,1546,999.0,1,1546.03687408,1.0,EMEC,14,32.0
3441,1,33.0,MW,1,,5.3,1567,999.0,4,1567.31244486,1.0,EMEC,25,34.5
34582,1,33.05,MW,1,,5.4,1567,999.0,10,1567.76449965,1.0,SHARE,7,34.65
34583,1,32.4,MW,1,,5.4,1567,999.0,12,1567.91518458,1.0,SHARE,1,34.75
34483,1,35.5,MS,1,,6.1,1568,12.0,10,1568.77333982,1.0,SBEI,10,35.5
34584,1,39.5,MW,1,,5.8,1576,999.0,11,1576.84437807,1.0,SHARE,5,39.75
3442,1,33.0,MW,1,,5.8,1577,999.0,1,1577.07408869,1.0,EMEC,28,34.5
3443,1,39.5,MW,1,ANK,6.5,1578,999.0,1,1578.00011609,1.0,EMEC,1,39.74
34586,1,39.5,MW,1,,6.2,1579,999.0,1,1579.00011609,1.0,SHARE,1,39.75
3444,1,39.5,MW,1,ANK,6.7,1584,999.0,1,1584.00011577,1.0,EMEC,1,39.74
34588,1,39.5,MW,1,,6.8,1584,999.0,6,1584.45913217,1.0,SHARE,17,39.75
3445,1,36.0,MW,1,AMB06,7.2,1588,999.0,1,1588.00831249,1.0,EMEC,4,29.0
3446,1,31.6,MW,6,AMA,5.2,1588,999.0,4,1588.26571231,1.0,EMEC,7,29.4
3447,1,37.1,MS,1,,7.1,1626,20.0,1,1626.05491061,1.0,EMEC,21,36.5
3448,1,36.2,MS,1,,6.7,1656,999.0,2,1656.08481523,1.0,EMEC,1,34.9
3449,1,39.5,MW,1,ANK,6.5,1666,999.0,1,1666.00011609,1.0,EMEC,1,39.74
34595,1,39.5,MW,1,,6.2,1667,999.0,6,1667.48778732,1.0,SHARE,28,39.75
3450,1,36.6,MS,1,,6.8,1705,35.0,11,1705.8960065,1.0,EMEC,24,33.7
3451,1,35.5,MW,1,ANK,6.5,1714,999.0,1,1714.00011609,1.0,EMEC,1,38.72
34619,1,35.5,MW,1,,6.2,1717,999.0,5,1717.35080102,1.0,SHARE,9,38.7
3452,1,33.25,MW,1,,6.2,1718,999.0,12,1718.93984212,1.0,EMEC,10,35.1
3453,1,36.1,MS,1,,5.7,1726,15.0,4,1726.2850476,1.0,EMEC,15,36.25
34487,1,36.6,MW,1,,6.1,1726,15.0,4,1726.2850476,1.0,SBEI,15,36.3
3454,1,33.9,MW,1,,6.2,1735,999.0,12,1735.91518458,1.0,EMEC,1,35.0
3455,1,36.5,MS,1,,6.2,1738,10.0,9,1738.73162294,1.0,EMEC,25,36.7
3456,1,36.0,MW,1,FA,5.2,1746,999.0,7,1746.5069654,1.0,EMEC,5,33.0
34625,1,35.75,MW,1,,6.8,1752,999.0,7,1752.55202834,1.0,SHARE,21,35.6
3457,1,36.0,MW,1,FA,6.0,1753,999.0,12,1753.95628047,1.0,EMEC,16,33.0
3458,1,37.0,MW,1,ANK,6.5,1754,999.0,1,1754.00011609,1.0,EMEC,1,39.75
34626,1,37.0,MW,1,,5.8,1754,999.0,9,1754.66586951,1.0,SHARE,1,39.75
34627,1,33.4,MW,1,,5.0,1756,999.0,1,1756.04383162,1.0,SHARE,17,35.1
34489,1,35.6,MS,1,,6.6,1759,20.0,10,1759.82751335,1.0,SBEI,30,33.1
3459,45,35.6,MW,3,SDM,6.5,1759,20.0,10,1759.82782537,1.0,EMEC,30,33.1
27592,50,35.6,MS,34,,6.6,1759,999.0,10,1759.83137367,0.0,KHAIR,30,33.1
44,1,35.9,MS,1,,7.2,1759,30.0,11,1759.89874623,1.0,AM06,25,33.7
34490,1,36.2,MW,1,AMB06,7.5,1759,999.0,11,1759.89874623,1.0,SBEI,25,33.7
27593,23,35.9,MS,19,,7.4,1759,999.0,11,1759.90084285,0.0,KHAIR,25,33.7
3461,1,30.55,MW,1,ANK,6.5,1767,999.0,1,1767.00011609,1.0,EMEC,1,38.53
8818,1,39.5,MW,1,ANK,6.7,1784,999.0,7,1784.54656386,1.0,GSHAP_TR,19,39.74
34633,1,39.5,MW,1,,6.2,1784,999.0,7,1784.55749282,1.0,SHARE,23,39.75
3462,1,39.9,MW,1,ANK,6.5,1789,999.0,1,1789.00011609,1.0,EMEC,1,38.7
34637,1,39.9,MW,1,,6.2,1789,999.0,5,1789.32888321,1.0,SHARE,1,38.7
3463,1,40.0,MW,1,KU,7.1,1789,40.0,5,1789.40559554,1.0,EMEC,29,39.0
8820,1,30.5,MW,1,ANK,6.7,1795,999.0,1,1795.00011609,1.0,GSHAP_TR,1,38.76
34641,1,35.75,MW,1,,6.2,1796,999.0,4,1796.31432342,1.0,SHARE,25,35.6
3464,1,36.2,MS,1,,6.7,1796,20.0,4,1796.31705566,1.0,EMEC,26,35.3
27594,0,36.0,MS,10,,6.6,1796,999.0,4,1796.31807832,0.0,KHAIR,26,35.7
3465,1,36.2,MS,1,,6.1,1802,999.0,1,1802.00011609,1.0,EMEC,1,34.0
3466,1,35.8,MW,1,FA,6.0,1814,999.0,1,1814.00011609,1.0,EMEC,1,32.8
3467,1,36.75,MS,1,,7.0,1822,18.0,8,1822.61381472,1.0,EMEC,13,36.1
34492,1,36.75,MW,1,,7.4,1822,999.0,8,1822.61381472,1.0,SBEI,13,36.7
27596,0,36.9,MS,10,,7.4,1822,999.0,8,1822.61484018,0.0,KHAIR,13,36.7
3468,1,35.6,MW,4,KKP,6.1,1834,999.0,5,1834.38949965,1.0,EMEC,23,31.3
27597,0,35.6,MS,40,,6.2,1834,999.0,5,1834.39360731,0.0,KHAIR,23,31.3
3469,1,35.5,MW,1,ANK,6.5,1835,999.0,8,1835.58093801,1.0,EMEC,1,38.72
34650,1,35.5,MW,17,,6.2,1835,999.0,8,1835.64303846,1.0,SHARE,23,38.3
3470,1,35.5,MW,1,AMB06,7.0,1837,999.0,1,1837.00011609,1.0,EMEC,1,33.3
27598,34,35.5,MS,14,,7.0,1837,999.0,1,1837.00166286,0.0,KHAIR,1,33.0
34663,1,33.4,MW,1,,5.0,1845,999.0,2,1845.13984212,1.0,SHARE,21,35.15
3471,15,30.8,MW,8,AMA,5.9,1847,999.0,8,1847.59820209,1.0,EMEC,7,29.7
3472,1,30.6,MW,1,KU,6.4,1863,10.0,1,1863.00011609,1.0,EMEC,1,38.5
8832,1,39.4,MW,1,ANK,6.7,1866,999.0,7,1866.55354075,1.0,GSHAP_TR,22,38.4
3473,15,33.0,MW,3,AMA,5.6,1868,999.0,2,1868.13698204,1.0,EMEC,20,32.0
3474,1,36.5,MS,1,,6.1,1872,10.0,4,1872.25421413,1.0,EMEC,3,36.2
34692,45,36.4,MW,7,,7.2,1872,999.0,4,1872.25498068,1.0,SHARE,3,36.4
27600,53,36.5,MS,74,,7.2,1872,999.0,4,1872.26262352,6.0,KHAIR,3,36.4
34693,45,36.1,MW,5,,5.8,1872,999.0,5,1872.36950709,1.0,SHARE,15,36.2
34697,1,39.5,MW,1,,7.1,1874,999.0,5,1874.33436266,1.0,SHARE,3,38.5
3475,1,39.5,MW,7,KU,7.2,1874,14.0,5,1874.3350476,1.0,EMEC,3,38.5
3476,48,39.5,MW,22,KU,6.8,1875,35.0,3,1875.16972606,1.0,EMEC,3,38.5
34703,1,39.5,MW,1,,6.2,1875,999.0,3,1875.2329928,1.0,SHARE,27,38.5
8844,1,30.2,MW,1,ANK,7.0,1875,999.0,5,1875.33436266,1.0,GSHAP_TR,3,38.1
34698,1,36.1,MW,1,,5.8,1875,999.0,8,1875.63573253,1.0,SHARE,21,36.2
3477,1,33.0,MW,18,AMA,6.0,1879,999.0,7,1879.5253444,1.0,EMEC,11,29.0
34716,1,39.5,MW,1,,5.8,1888,999.0,6,1888.47006113,1.0,SHARE,21,39.75
34722,1,38.3,MW,1,,5.4,1890,999.0,11,1890.84943116,1.0,SHARE,7,38.35
34727,1,38.3,MW,1,,7.1,1893,999.0,3,1893.16449965,1.0,SHARE,2,38.0
3478,1,38.7,MW,1,ANK,7.0,1893,999.0,3,1893.24395171,1.0,EMEC,31,38.4
3479,0,34.7,MW,2,AA,5.7,1894,999.0,1,1894.03310505,1.0,EMEC,13,35.6
48,0,34.7,MS,20,,5.8,1894,999.0,1,1894.03515982,0.0,AM93,13,35.6
3480,1,35.6,MW,1,KU,6.2,1894,30.0,5,1894.36449965,1.0,EMEC,14,36.6
3481,40,31.2,MW,2,AMA,5.3,1895,999.0,12,1895.9318113,1.0,EMEC,7,30.6
3482,1,36.0,MW,1,FA,5.5,1896,999.0,5,1896.33344911,1.0,EMEC,2,34.0
3483,5,33.1,MW,4,POU,6.5,1896,999.0,6,1896.49226817,1.0,EMEC,29,34.45
49,46,33.0,MS,20,,6.5,1896,999.0,6,1896.49416879,43.0,AM93,29,34.3
