event_id,Year,Mo,Da,Ho,Mi,Se,Ax,Lat,Lon,LatUnc,LonUnc,H,I0,Mw,MwUnc,TMW
210,1000,3,29,0,0,0,SHARE,50.183,4.237,50,50,,,3.73,0.3,
360,1003,3,21,0,0,0,SHARE,37.1,38.8,49.9,49.9,,,6.21,0.5,
500,1005,1,1,0,0,0,SHARE,43.463,11.879,30,30,,,5.2,0.33,
600,1005,1,1,0,0,0,SHARE,41.488,13.831,30,30,,,5.2,0.33,
900,1010,1,1,0,0,0,SHARE,41.008,28.98,50,50,,,5.44,0.33,
1000,1010,3,9,0,0,0,SHARE,40.8,28.8,10,10,,,5.88,0.46,
1210,1013,11,18,0,0,0,SHARE,50.65,5.583,50,50,,,3.48,0.3,
1300,1014,1,1,0,0,0,SHARE,45.65,0.15,30,30,,,5.44,0.3,
1410,1016,1,1,0,0,0,SHARE,40.66,43.76,49.9,49.9,,,6.09,0.3,
1600,1019,4,1,0,0,0,SHARE,41.129,14.777,40,40,,,4.72,0.34,
1810,1021,5,12,0,0,0,SHARE,48.073,10.576,50,50,,,3.85,0.3,
2000,1026,12,4,0,0,0,SHARE,41.008,28.98,30,30,,,6.24,0.3,
2070,1031,1,1,0,0,0,SHARE,36.33,43.11,49.9,49.9,,,6.3,0.3,
2200,1032,8,13,17,45,0,SHARE,41.008,28.98,30,30,,,5.83,0.33,
2300,1033,3,6,7,15,0,SHARE,41.008,28.98,50,50,,,5.02,0.33,
2450,1035,5,1,0,0,0,SHARE,41,29,99.9,99.9,,,5.82,0.5,
2410,1035,5,23,0,0,0,SHARE,51.778,9.409,50,50,,,3.48,0.3,
2650,1037,12,18,4,0,0,SHARE,37.1,38.8,99.9,99.9,,,5.82,0.5,
2700,1038,1,1,0,0,0,SHARE,41.008,28.98,50,50,,,4.86,0.33,
2900,1040,2,2,0,0,0,SHARE,38.416,27.137,20,20,,,6.52,0.33,
3100,1041,6,10,17,45,0,SHARE,41.008,28.98,50,50,,,5.16,0.33,
3200,1044,4,19,9,0,0,SHARE,41.129,14.777,40,40,,,4.72,0.34,
3220,1045,1,1,0,0,0,SHARE,39.75,39.5,39.9,39.9,,,6.77,0.5,
3290,1046,1,1,0,0,0,SHARE,40.5,43.5,99.9,99.9,,,6.21,0.5,
3400,1048,1,1,0,0,0,SHARE,38.037,-1.036,5.6,7.9,,,5.49,0.41,
3500,1048,10,13,0,0,0,SHARE,48.494,11.393,50,50,,,3.48,0.3,
3750,1050,8,4,0,0,0,SHARE,40.65,35.85,99.9,99.9,,,6.21,0.5,
3805,1053,1,1,0,0,0,SHARE,36.25,36.1,99.9,99.9,,,6.21,0.5,
3820,1058,1,1,0,0,0,SHARE,36.3,43.1,99.9,99.9,,,6.21,0.5,
3830,1058,12,2,0,0,0,SHARE,36.33,43.11,49.9,49.9,,,6.9,0.3,
4000,1063,9,23,0,0,0,SHARE,40.867,27.411,11.1,6.8,,,7.14,0.3,
4100,1065,1,1,0,0,0,SHARE,40.433,29.728,20,20,,,6.72,0.33,
4200,1065,3,27,11,25,0,SHARE,45.544,10.214,30,30,,,5.3,0.33,
4380,1076,4,22,0,0,0,SHARE,48.317,3.133,68.2,84.5,,,3.48,0.3,
4600,1079,7,17,0,0,0,SHARE,47.6,3.217,50,50,,,3.48,0.3,
4700,1079,9,1,0,0,0,SHARE,37.387,-5.991,30,30,,,5.11,0.3,
4800,1080,12,1,0,0,0,SHARE,50,8.267,30,30,,,5.44,0.3,
5000,1081,3,27,0,0,0,SHARE,50.654,4.568,50,50,,,3.65,0.3,
5010,1083,3,21,0,0,0,SHARE,47.025,-0.1,49.1,34.1,,,3.48,0.3,
5100,1087,9,10,0,0,0,SHARE,41.128,16.864,30,30,,,4.96,0.34,
5210,1088,5,11,0,0,0,SHARE,50,8.267,50,50,,,3.48,0.3,
5305,1088,8,16,0,0,0,SHARE,41.4,43.4,49.9,49.9,,,6.2,0.3,
5400,1090,12,6,10,0,0,SHARE,40.8,28.8,10,10,,,6.26,0.46,
5600,1091,1,27,0,0,0,SHARE,41.895,12.482,30,30,,,5.14,0.34,
5660,1091,9,1,0,0,0,SHARE,36.25,36.1,49.9,49.9,,,5.82,0.5,
5650,1091,11,2,0,0,0,SHARE,48.8,-1.6,50,50,,,3.48,0.3,
5800,1092,6,26,0,0,0,SHARE,48,21,99.9,99.9,,,5.77,0.5,
6100,1094,1,14,0,0,0,SHARE,41.129,14.777,40,40,,,4.72,0.34,
6600,1098,10,4,0,0,0,SHARE,47.025,-0.1,50,50,,,3.48,0.3,
7200,1107,2,12,3,0,0,SHARE,45.7,26.6,29.9,29.9,150,,7.1,0.3,
7360,1111,1,1,0,0,0,SHARE,38.5,43.5,99.9,99.9,,,6.21,0.5,
7420,1112,4,20,0,0,0,SHARE,50.767,6.1,50,50,,,3.48,0.3,
7805,1114,8,10,0,0,0,SHARE,36.5,35.5,39.9,39.9,,,6.77,0.5,
7807,1114,11,29,0,0,0,SHARE,37.6,36.9,39.9,39.9,,,6.21,0.5,
8000,1117,1,3,15,15,0,SHARE,45.309,11.023,4.8,16.9,,,6.67,0.3,
8400,1120,3,25,0,0,0,SHARE,41.377,13.917,0.9,0.6,,,5.72,0.31,
8500,1121,12,10,0,0,0,SHARE,50.667,5.4,50,50,,,3.48,0.3,
8600,1122,10,1,0,0,0,SHARE,45.7,26.6,29.9,29.9,150,,6.2,0.3,
8800,1125,6,7,11,0,0,SHARE,37.082,15.285,20,20,,,5.8,0.3,
8900,1125,10,11,0,0,0,SHARE,41.599,14.997,27.8,3.9,,,5.6,0.31,
9100,1126,8,8,0,0,0,SHARE,45.7,26.6,29.9,29.9,150,,7.1,0.3,
9200,1127,3,25,0,0,0,SHARE,47.767,8.133,50,50,,,3.48,0.3,
9210,1127,4,13,0,0,0,SHARE,48.694,13.851,36.2,129.2,,,3.48,0.3,
9400,1128,6,29,0,0,0,SHARE,48.364,9.132,66.3,73.8,,,3.48,0.3,
9470,1131,11,28,0,0,0,SHARE,40.5,43.57,49.9,49.9,,,6.2,0.3,
9550,1133,8,4,0,0,0,SHARE,51.59,-2.1,50,50,10,,3,0.3,
9600,1134,1,12,0,0,0,SHARE,47.767,8.133,50,50,,,3.48,0.3,
9715,1137,10,1,0,0,0,SHARE,36.33,43.11,49.9,49.9,,,6.6,0.3,
9780,1139,1,1,0,0,0,SHARE,40.5,45,49.9,49.9,,,6.21,0.5,
9800,1139,1,22,0,0,0,SHARE,41.129,14.777,40,40,,,4.54,0.3,
10010,1141,4,24,0,0,0,SHARE,50.767,6.1,50,50,,,3.48,0.3,
10100,1142,1,7,0,0,0,SHARE,49.483,0.933,50,50,10,,4.24,0.62,
10200,1143,11,26,0,0,0,SHARE,40.183,29.067,30,30,,,6.07,0.3,
10300,1146,1,1,0,0,0,SHARE,38.7,-9.2,99.9,99.9,,,4.46,0.5,
10500,1148,1,1,0,0,0,SHARE,43.777,11.249,30,30,,,5.15,0.33,
10499,1151,1,1,0,0,0,SHARE,40.6,43.1,49.9,49.9,,,6.21,0.5,
10540,1155,1,18,0,0,0,SHARE,46.433,4.667,30,30,,,5.44,0.3,
10600,1160,10,15,0,0,0,SHARE,41.747,13.215,19.8,9.9,,,5.14,0.34,
10610,1161,1,16,6,0,0,SHARE,41.568,13.334,30,30,,,5.14,0.34,
10710,1167,1,20,0,0,0,SHARE,50.933,6.95,50,50,,,3.48,0.3,
10715,1168,1,1,0,0,0,SHARE,39.75,39.5,39.9,39.9,,,6.21,0.5,
10720,1168,1,10,0,0,0,SHARE,43.716,10.401,40,40,,,4.54,0.3,
10740,1169,1,1,0,0,0,SHARE,37.964,-4.414,8.2,31.6,,,5.85,0.33,
10750,1169,2,4,7,0,0,SHARE,37.215,14.949,21,8.6,,,6.46,0.33,
10760,1169,10,9,0,0,0,SHARE,47.467,-0.55,30,30,,,4.79,0.3,
10840,1170,5,9,0,0,0,SHARE,41.568,13.334,30,30,,,5.57,0.31,
10845,1172,9,26,13,40,0,SHARE,38.187,15.549,30,30,,,5.57,0.34,
10860,1178,4,15,0,0,0,SHARE,44.2,15.1,39.9,39.9,,,5.14,0.5,
10870,1179,8,1,0,0,0,SHARE,50.829,5.808,50,50,,,3.7,0.3,
10910,1182,8,15,0,0,0,SHARE,44.419,8.898,40,40,,,4.75,0.32,
10923,1183,1,1,0,0,0,SHARE,34.75,32.4,49.9,49.9,,,6.77,0.5,
10930,1183,12,1,0,0,0,SHARE,45.438,10.994,30,30,,,4.93,0.34,
10940,1184,5,24,0,0,0,SHARE,39.395,16.194,7.2,5,,,6.56,0.3,
10950,1185,4,15,0,0,0,SHARE,53.111,-0.781,13.1,13.1,10,,4.29,0.47,
10965,1187,1,1,0,0,0,SHARE,40.66,45,49.9,49.9,,,6.2,0.3,
10970,1189,2,28,0,0,0,SHARE,49.473,6.552,33.9,83.2,,,3.48,0.3,
10977,1190,6,1,0,0,0,SHARE,37.15,33.2,99.9,99.9,,,6.21,0.5,
10990,1194,1,1,0,0,0,SHARE,44.068,12.078,7.9,13.2,,,4.99,0.33,
11000,1196,1,1,0,0,0,SHARE,43.932,10.913,40,40,,,4.75,0.32,
11010,1196,2,13,7,0,0,SHARE,45.7,26.6,29.9,29.9,150,,7.5,0.3,
11020,1197,1,1,0,0,0,SHARE,45.55,10.22,39.9,39.9,,,5.03,0.33,
11040,1198,1,1,0,0,0,SHARE,40.817,14.167,39.9,39.9,,,5.17,0.3,
11100,1201,5,4,0,0,0,SHARE,47.224,14.377,38.7,6.4,8,,5.83,0.39,
11104,1201,5,22,0,0,0,SHARE,50.95,-2.72,40,40,10,,3.5,0.3,
11107,1204,1,1,0,0,0,SHARE,40.52,22.2,20,20,,,6.55,0.33,
11118,1208,2,14,0,0,0,SHARE,38.7,42.5,49.9,49.9,,,6.8,0.3,
11120,1208,6,13,0,0,0,SHARE,46.983,-0.217,50,50,,,3.48,0.3,
11190,1214,12,20,0,0,0,SHARE,49.308,0.358,13.8,52.5,,,3.48,0.3,
11230,1216,3,3,0,0,0,SHARE,45.833,1.267,30,30,,,4.79,0.3,
11240,1217,1,8,0,0,0,SHARE,44.419,8.898,40,40,,,4.54,0.3,
11275,1222,5,11,6,0,0,SHARE,34.5,32.5,49.9,49.9,,,6.8,0.3,
11280,1222,12,25,12,30,0,SHARE,45.313,10.697,24.7,13,,,5.95,0.47,
11290,1223,1,1,0,0,0,SHARE,41.874,15.981,2.3,1.9,,,5.84,0.32,
11320,1223,1,11,0,0,0,SHARE,50.867,6.934,7.3,1.1,,,4.87,0.33,
11355,1225,3,4,0,0,0,SHARE,36.33,43.11,49.9,49.9,,,6,0.3,
11370,1225,10,27,0,0,0,SHARE,53.401,6.016,30,30,,,4.79,0.3,
11450,1230,4,5,0,0,0,SHARE,38.108,15.647,40,40,,,4.54,0.3,
11455,1230,5,10,7,0,0,SHARE,45.7,26.6,29.9,29.9,150,,7.3,0.3,
11460,1231,3,11,0,0,0,SHARE,40.783,28.8,50,50,,,6.81,0.39,
11470,1231,6,1,11,0,0,SHARE,41.488,13.831,30,30,,,5.35,0.31,
11510,1234,3,20,0,0,0,SHARE,44.836,11.618,30,30,,,5.15,0.33,
11513,1236,1,1,0,0,0,SHARE,39.75,39.5,99.9,99.9,,,5.82,0.5,
11530,1237,9,16,0,0,0,SHARE,48.379,11.297,22.1,43.4,,,3.66,0.3,
11540,1239,9,18,0,0,0,SHARE,47.552,7.19,50,50,,,3.48,0.3,
11560,1241,9,23,0,0,0,SHARE,49.183,-0.367,50,50,10,,4.24,0.62,
11570,1242,10,24,0,0,0,SHARE,45.549,11.549,40,40,,,4.51,0.34,
11620,1246,1,1,0,0,0,SHARE,42.732,12.736,30,30,,,5.36,0.33,
11630,1246,1,1,0,0,0,SHARE,35.4,23.3,10,10,,,7,0.5,
11632,1246,1,1,0,0,0,SHARE,38.4,42.3,49.9,49.9,,,6.2,0.3,
11645,1247,2,13,0,0,0,SHARE,51.49,-0.124,30,30,10,,4,0.3,
11650,1247,2,20,0,0,0,SHARE,53.125,-5.376,132.1,132.1,20,,5.87,0.47,
11700,1248,12,23,0,0,0,SHARE,51.2,-2.66,30,30,10,,4,0.3,
11720,1249,8,16,0,0,0,SHARE,48.754,10.334,50,50,,,3.48,0.3,
11730,1249,9,1,0,0,0,SHARE,44.647,10.925,30,30,,,5.11,0.34,
11735,1250,1,1,0,0,0,SHARE,38.377,22.384,20,20,,,6.6,0.3,
11739,1254,10,14,0,0,0,SHARE,40,39,39.9,39.9,,,6.21,0.5,
11740,1255,11,17,10,0,0,SHARE,38.187,15.549,30,30,,,4.93,0.34,
11790,1258,3,1,0,0,0,SHARE,38.824,-0.605,30,30,,,5.9,0.41,
11810,1259,1,31,0,0,0,SHARE,50.114,17.405,50,50,,,4.14,0.36,
11822,1261,1,1,0,0,0,SHARE,41.4,43.2,49.9,49.9,,,6.2,0.3,
11826,1262,1,1,0,0,0,SHARE,36.33,43.11,49.9,49.9,,,6.3,0.3,
11840,1265,8,11,0,0,0,SHARE,40.63,27.63,30,30,,,6.07,0.33,
11870,1267,5,8,0,0,0,SHARE,47.505,15.449,30,30,8,,5.09,0.39,
11885,1268,1,1,0,0,0,SHARE,37.35,35.8,39.9,39.9,,,6.77,0.5,
11887,1268,1,1,0,0,0,SHARE,39.75,40.4,39.9,39.9,,,6.77,0.5,
11890,1268,11,4,0,0,0,SHARE,45.735,12.079,7.3,12.8,,,5.36,0.33,
11895,1269,6,17,0,0,0,SHARE,43.591,12.074,30,30,,,5.35,0.34,
11900,1269,9,1,0,0,0,SHARE,43.558,13.565,5,4.6,,,5.58,0.31,
11910,1270,1,1,0,0,0,SHARE,43.57,12.141,30,30,,,5.36,0.33,
11915,1270,3,1,0,0,0,SHARE,41.314,19.446,20,20,,,6.69,0.33,
11940,1273,12,18,0,0,0,SHARE,40.638,15.805,20,20,,,5.8,0.3,
12000,1275,9,11,0,0,0,SHARE,51.157,-2.603,11.8,11.8,7,,5.1,0.39,
12003,1275,10,3,0,0,0,SHARE,38.82,42.63,49.9,49.9,,,7.1,0.3,
12005,1275,11,2,0,0,0,SHARE,40.743,13.942,20,20,,,5.78,0.34,
12020,1276,5,22,0,0,0,SHARE,42.721,12.091,0.1,1.7,,,5.57,0.34,
12030,1276,7,29,18,30,0,SHARE,45.085,9.558,19.1,21.1,,,4.76,0.3,
12040,1277,1,1,0,0,0,SHARE,42.732,12.736,30,30,,,5.57,0.31,
12110,1278,2,25,0,0,0,SHARE,39.624,19.92,20,20,,,6.6,0.3,
12150,1279,4,24,17,0,0,SHARE,45.93,13.4,39.9,39.9,,,5.37,0.3,
12160,1279,4,30,0,0,0,SHARE,44.129,11.922,8.1,3.5,,,5.55,0.68,
12180,1279,4,30,18,0,0,SHARE,43.093,12.872,2.2,6.7,,,6.32,0.34,
12210,1280,1,25,0,0,0,SHARE,44.817,10.682,35.4,51.9,,,4.51,0.34,
12220,1280,4,5,0,0,0,SHARE,44.133,15.22,50,50,,,4.72,0.39,
12262,1281,1,1,0,0,0,SHARE,39.75,39.5,49.9,49.9,,,5.42,0.5,
12295,1283,4,17,0,0,0,SHARE,41.6,43,49.9,49.9,,,6.8,0.3,
12300,1284,1,17,15,30,0,SHARE,45.438,12.335,30,30,,,4.99,0.32,
12320,1285,12,13,0,0,0,SHARE,44.836,11.618,30,30,,,5.11,0.34,
12350,1287,1,1,0,0,0,SHARE,42.88,11.678,30,30,,,4.96,0.34,
12351,1287,1,1,0,0,0,SHARE,35.6,35.75,49.9,49.9,,,6.21,0.5,
12361,1287,5,8,0,0,0,SHARE,39.75,39.5,39.9,39.9,,,6.21,0.5,
12371,1289,1,1,0,0,0,SHARE,39.75,39.5,99.9,99.9,,,5.82,0.5,
12390,1289,9,24,0,0,0,SHARE,48.583,7.75,40,40,,,4.38,0.33,
12398,1290,1,1,0,0,0,SHARE,35.6,35.75,99.9,99.9,,,5.42,0.5,
12399,1290,1,1,0,0,0,SHARE,39.75,39.5,99.9,99.9,,,5.42,0.5,
12410,1290,1,1,0,0,0,SHARE,38.7,-9.2,99.9,99.9,,,4.46,0.5,
12420,1291,2,14,0,0,0,SHARE,48.992,0.05,21.2,30.4,,,3.48,0.3,
12480,1293,3,1,0,0,0,SHARE,43.932,10.913,30,30,,,5.57,0.31,
12490,1293,9,4,0,0,0,SHARE,41.304,14.548,20,6.5,,,5.81,0.3,
12550,1295,9,3,0,0,0,SHARE,46.78,9.54,25,25,,,6.21,0.36,
12570,1296,6,1,20,0,0,SHARE,40.8,29,10,10,,,6.02,0.46,
12600,1296,7,17,21,0,0,SHARE,39.089,27.432,3.1,21.4,,,6.91,0.33,
12650,1298,11,30,0,0,0,SHARE,42.404,12.867,40,40,,,4.51,0.34,
12670,1298,12,1,0,0,0,SHARE,42.576,12.903,8.2,1.1,,,6.13,0.3,
12690,1299,1,4,0,0,0,SHARE,51.995,-0.219,10.3,10.3,20,,4.37,0.3,
12700,1300,1,1,0,0,0,SHARE,37.9,22.9,10,10,,,6,0.5,
12790,1301,6,11,4,0,0,SHARE,46.093,13.431,50,50,,,4.3,0.34,
12870,1303,8,8,3,30,0,SHARE,35.717,25.797,50,50,,,8.26,0.3,
12925,1304,10,23,0,45,0,SHARE,45.01,10.149,14,44.3,,,4.99,0.3,
12890,1304,12,18,2,0,0,SHARE,45.352,8.954,40,40,,,4.51,0.34,
12960,1306,7,1,0,0,0,SHARE,43.843,10.505,40,40,,,4.75,0.32,
12970,1308,1,25,17,15,0,SHARE,44.059,12.567,30,30,,,5.36,0.33,
12980,1309,2,22,5,30,0,SHARE,36,-11,99.9,99.9,,,7,0.5,
13010,1310,1,1,0,0,0,SHARE,38.25,15.667,39.9,39.9,,,5.17,0.3,
13020,1311,1,1,0,0,0,SHARE,44.885,7.327,40,40,,,4.36,0.3,
13080,1315,12,3,0,0,0,SHARE,42.356,13.396,20,20,,,5.99,0.32,
13090,1316,9,10,0,0,0,SHARE,48.38,1.803,41.1,13.9,,,3.74,0.3,
13108,1318,1,1,0,0,0,SHARE,41.8,44.6,99.9,99.9,,,6.21,0.5,
13115,1318,9,21,0,0,0,SHARE,38.7,-9.2,99.9,99.9,,,4.79,0.5,
13147,1319,1,1,0,0,0,SHARE,39.5,43.9,49.9,49.9,,,6.3,0.3,
13148,1319,1,1,0,0,0,SHARE,40.52,43.57,49.9,49.9,,,6.1,0.3,
13170,1320,12,16,0,0,0,SHARE,43.321,11.328,30,30,,,5.15,0.33,
13200,1321,1,1,0,0,0,SHARE,38.319,23.317,20,20,,,6.52,0.33,
13205,1321,12,9,7,30,0,SHARE,38.7,-9.2,99.9,99.9,,,4.79,0.5,
13220,1322,1,1,0,0,0,SHARE,43.716,10.401,40,40,,,4.54,0.3,
13270,1323,1,1,0,0,0,SHARE,45.2,14.7,39.9,39.9,,,5.99,0.5,
13300,1323,2,25,19,0,0,SHARE,44.573,11.133,8.2,16.4,,,4.38,0.3,
13310,1323,6,30,0,0,0,SHARE,37.833,15,39.9,39.9,,,4.43,0.3,
13330,1325,5,21,0,0,0,SHARE,43.777,11.249,40,40,,,4.54,0.3,
13340,1326,1,1,0,0,0,SHARE,50.8,12.2,5,5,,,4.79,0.5,
13360,1327,1,1,0,0,0,SHARE,45.7,26.6,29.9,29.9,150,,7.3,0.3,
13370,1327,5,12,0,0,0,SHARE,40.12,28.22,40,40,,,5.65,0.33,
13380,1328,12,1,0,0,0,SHARE,42.857,13.018,4,2.3,,,6.41,0.4,
13430,1332,1,17,18,45,0,SHARE,41.008,28.98,50,50,,,5.32,0.33,
13440,1332,2,12,0,0,0,SHARE,50.8,12.2,5,5,,,4.13,0.5,
13470,1334,12,4,0,0,0,SHARE,45.438,10.994,30,30,,,4.86,0.3,
13510,1335,12,29,8,0,0,SHARE,45.267,0.684,42.6,41.7,,,4.14,0.3,
13545,1339,11,16,14,10,0,SHARE,44.836,11.618,40,40,,,4.72,0.34,
13570,1343,3,28,0,0,0,SHARE,53.464,-0.444,9,9,8,,3.9,0.3,
13580,1343,6,30,0,0,0,SHARE,44,15,39.9,39.9,,,5.99,0.5,
13590,1343,10,18,0,0,0,SHARE,40.904,28.165,11.5,68.4,,,6.62,0.3,
13650,1344,11,6,8,0,0,SHARE,40.801,27.58,50,50,,,6.96,0.34,
13660,1345,1,31,0,0,0,SHARE,44.81,10.564,40,40,,,4.54,0.3,
13680,1345,9,12,0,0,0,SHARE,43.777,11.249,40,40,,,4.75,0.32,
13690,1345,12,22,0,0,0,SHARE,43.777,11.249,40,40,,,4.75,0.32,
13720,1346,2,22,11,0,0,SHARE,44.836,11.618,30,30,,,5.31,0.32,
13760,1347,11,28,7,12,0,SHARE,41.9,-6.7,99.9,99.9,,,4.46,0.5,
13790,1348,1,25,15,30,0,SHARE,46.579,13.54,6.2,13.2,,,6.99,0.3,
13830,1348,9,13,0,0,0,SHARE,41.925,13.095,30,30,,,5.57,0.34,
13870,1349,1,22,18,0,0,SHARE,41.594,14.231,40,40,,,4.51,0.34,
13880,1349,3,27,0,0,0,SHARE,53.85,-0.33,40,40,10,,3.5,0.3,
13890,1349,9,9,0,0,0,SHARE,42.27,13.118,1.6,3.7,,,6.53,0.3,
13920,1349,9,9,8,15,0,SHARE,41.577,13.923,4.6,8.9,,,6.78,0.3,
13980,1352,1,25,0,0,0,SHARE,37.502,15.087,30,30,,,5.35,0.34,
13990,1352,12,25,0,0,0,SHARE,43.469,12.127,3.8,3.3,,,6.33,0.49,
14040,1354,3,1,17,0,0,SHARE,40.525,26.846,26.4,29.4,,,7.06,0.33,
14049,1355,1,1,0,0,0,SHARE,35.6,35.75,99.9,99.9,,,5.42,0.5,
14064,1356,1,1,0,0,0,SHARE,39.75,39.5,99.9,99.9,,,5.42,0.5,
14070,1356,8,24,0,0,0,SHARE,36,-10.7,99.9,99.9,,,7.5,0.5,
14080,1356,10,18,12,0,0,SHARE,47.55,7.6,25,25,,,3.71,0.59,
14085,1356,10,18,13,0,0,SHARE,47.55,7.6,25,25,,,3.9,0.67,
14086,1356,10,18,14,0,0,SHARE,47.55,7.6,25,25,,,3.9,0.67,
14090,1356,10,18,17,0,0,SHARE,47.55,7.6,25,25,,,5.33,0.59,
14110,1356,10,18,21,0,0,SHARE,47.47,7.6,25,25,,,6.48,0.43,
14130,1356,10,19,0,0,0,SHARE,47.55,7.6,25,25,,,3.71,0.59,
14135,1356,11,1,0,0,0,SHARE,47.55,7.6,25,25,,,3.9,0.67,
14155,1357,5,5,4,0,0,SHARE,47.67,9.18,50,50,,,3.9,0.67,
14180,1357,5,9,16,0,0,SHARE,49.292,8.009,78.7,18.7,,,4.71,0.71,
14190,1357,5,14,0,0,0,SHARE,37.638,-5.383,27.9,53.5,,,6.1,0.3,
14230,1358,1,1,0,0,0,SHARE,43.57,12.141,30,30,,,4.96,0.34,
14250,1361,7,17,17,15,0,SHARE,41.205,15.561,20,20,,,6.16,0.32,
14260,1361,12,27,0,0,0,SHARE,43.321,11.328,30,30,,,4.96,0.34,
14317,1363,1,1,0,0,0,SHARE,38.7,41.6,49.9,49.9,,,7,0.3,
14330,1364,5,11,0,0,0,SHARE,48.2,7.425,42.5,24,,,3.15,0.3,
14340,1364,8,1,0,0,0,SHARE,46.083,13.45,39.9,39.9,,,4.83,0.3,
14360,1365,3,4,0,0,0,SHARE,45.338,12.018,19.6,12.9,,,4.8,0.3,
14370,1365,7,25,18,0,0,SHARE,44.498,11.34,30,30,,,5.27,0.34,
14390,1365,9,21,5,45,0,SHARE,45.438,10.994,40,40,,,4.54,0.3,
14410,1366,4,30,0,0,0,SHARE,36.43,28.23,20,20,,,6.75,0.33,
14420,1366,5,24,0,0,0,SHARE,50.8,12.2,6,6,,,5.44,0.5,
14430,1366,6,1,0,0,0,SHARE,40,24.6,10,10,,,6.6,0.5,
14450,1367,1,1,0,0,0,SHARE,41.54,13.867,30,30,,,5.15,0.33,
14490,1369,2,1,0,0,0,SHARE,44.913,8.615,30,30,,,5.11,0.34,
14540,1372,6,1,5,0,0,SHARE,47.733,7.294,10.2,11.5,,,5.17,0.3,
14560,1373,1,1,0,0,0,SHARE,45.549,11.549,40,40,,,4.51,0.34,
14580,1373,3,1,8,0,0,SHARE,45.438,12.335,50,50,,,4.3,0.34,
14590,1373,3,3,2,0,0,SHARE,42.306,1.376,48.2,54.2,,,5.95,0.3,
14650,1373,3,19,18,0,0,SHARE,42.633,0.684,39.9,39.9,,,3.95,0.5,
14660,1373,4,1,0,0,0,SHARE,45.549,11.549,40,40,,,4.51,0.34,
14737,1374,12,8,0,0,0,SHARE,39.75,39.5,39.9,39.9,,,6.21,0.5,
14790,1376,3,12,1,15,0,SHARE,45.549,11.549,30,30,,,4.93,0.34,
14800,1376,3,15,0,0,0,SHARE,45.549,11.549,40,40,,,4.51,0.34,
14820,1377,11,14,0,0,0,SHARE,38.675,15.899,30,30,,,5.35,0.34,
14870,1380,1,1,0,0,0,SHARE,41.119,20.091,30,30,,,6.07,0.33,
14940,1382,5,21,14,0,0,SHARE,51.333,2,50,50,10,,5.44,0.58,
14960,1382,5,24,0,0,0,SHARE,51.321,1.655,24.6,48.5,,,3.83,0.3,
14990,1383,7,24,20,0,0,SHARE,45.058,9.915,28.5,32.5,,,4.38,0.3,
15000,1383,8,4,0,0,0,SHARE,44.217,12.049,30,30,,,5.36,0.33,
15020,1384,8,6,0,0,0,SHARE,39.1,26.55,20,20,,,6.65,0.33,
15090,1386,1,1,0,0,0,SHARE,44.2,17.7,39.9,39.9,,,5.99,0.5,
15100,1386,3,17,0,0,0,SHARE,40.855,14.26,30,30,,,5.35,0.34,
15120,1387,3,5,5,0,0,SHARE,44.112,15.229,40,40,,,4.67,0.39,
15150,1389,3,20,12,30,0,SHARE,38.258,26.538,26,21.5,,,6.62,0.33,
15160,1389,4,1,0,0,0,SHARE,43.837,13.018,30,30,,,5.15,0.33,
15170,1389,8,20,13,0,0,SHARE,46.406,13.197,30,30,,,5.18,0.32,
15180,1389,10,18,0,0,0,SHARE,43.527,12.299,2.7,5.3,,,5.99,0.32,
15210,1390,12,5,1,0,0,SHARE,44.112,15.229,40,40,,,4.67,0.39,
15240,1392,1,28,0,30,0,SHARE,46.146,12.222,50,50,,,4.28,0.32,
15280,1393,6,15,0,0,0,SHARE,43.996,11.912,30,30,,,5.15,0.33,
15330,1395,6,11,0,0,0,SHARE,50.792,6.267,15.7,48,,,4.13,0.3,
15350,1395,10,1,0,0,0,SHARE,40.708,22.487,8,38.5,,,6.23,0.33,
15385,1396,1,1,0,0,0,SHARE,38.367,26.133,30,30,,,5.89,0.3,
15450,1396,11,26,0,0,0,SHARE,45.584,9.274,30,30,,,5.36,0.33,
15455,1396,12,18,12,0,0,SHARE,39.172,-0.304,4.8,1.6,,,6,0.43,
15460,1397,4,28,0,0,0,SHARE,40.2,24.3,40,40,,,5.36,0.3,
15470,1397,4,29,0,0,0,SHARE,40.2,24.3,40,40,,,5.36,0.3,
15480,1397,5,26,23,55,0,SHARE,43.783,4.733,50,50,10,,4.17,0.55,
15500,1397,6,17,0,0,0,SHARE,40.2,24.3,40,40,,,5.36,0.3,
15540,1398,4,3,0,0,0,SHARE,42.333,13.5,39.9,39.9,,,4.83,0.3,
15550,1399,7,20,23,0,0,SHARE,44.442,10.925,22.8,0,,,5.36,0.31,
15565,1399,10,21,15,0,0,SHARE,44.112,15.229,30,30,,,4.93,0.34,
15570,1399,11,6,15,0,0,SHARE,44.112,15.229,40,40,,,4.88,0.39,
15590,1400,1,1,0,0,0,SHARE,40.183,29.067,20,20,,,6.42,0.3,
15600,1401,6,29,9,0,0,SHARE,46.146,12.222,50,50,,,4.43,0.32,
15610,1402,1,1,0,0,0,SHARE,45.438,10.994,40,40,,,4.75,0.32,
15620,1402,6,1,0,0,0,SHARE,38.168,22.272,5.8,14.3,,,6.66,0.35,
