event_id,Year,Mo,Da,Ho,Mi,Se,Ax,Lat,Lon,LatUnc,LonUnc,H,I0,Mw,MwUnc,TMW
1982050541001,1982,5,5,17,23,13,SHARE,45.7,26.52,10,10,150,,3.6,0.2,
19820505203555,1982,5,5,18,58,39.79,SHARE,36.35,27,10,10,1,,4.3,0.2,
19820505203556,1982,5,5,22,53,24.1,SHARE,37.68,21.56,10,10,43,,4.5,0.2,
1982060541000,1982,5,6,1,49,40,SHARE,45.72,26.73,10,10,94,,3.8,0.2,
19820506203557,1982,5,6,2,32,39.2,SHARE,39.23,22.04,10,10,10,,4.3,0.2,
19820506073000,1982,5,6,6,21,37.27,SHARE,50.65,-29.74,10,10,10,,4.5,0.2,
19820506203558,1982,5,6,19,53,23.89,SHARE,40.68,23.06,10,10,6,,4.1,0.2,
1982070541000,1982,5,7,6,41,3,SHARE,45.62,26.52,10,10,151,,3.5,0.2,
1982050873448,1982,5,8,16,41,8.78,SHARE,70.89,-5.95,10,10,10,,5,0.2,
19820509203560,1982,5,9,22,48,21.39,SHARE,35.88,26.32,10,10,133,,4.3,0.2,
12703,1982,5,10,3,37,14,SHARE,40.8,43.3,10,10,,,4.16,0.2,
19820510073164,1982,5,10,13,44,26.72,SHARE,44.51,-28.25,10,10,10,,4.4,0.2,
1982110541000,1982,5,11,2,0,24,SHARE,45.56,26.58,10,10,126,,3.7,0.2,
19820511203562,1982,5,11,11,6,52,SHARE,37.75,19.94,10,10,10,,4.1,0.2,
12706,1982,5,11,23,38,0,SHARE,40.6,43.7,10,10,,,3.95,0.2,
1982120541000,1982,5,12,16,4,7,SHARE,45.62,26.53,10,10,139,,4.1,0.2,
19820513203563,1982,5,13,4,52,33,SHARE,34.9,25.13,10,10,69,,4.1,0.2,
12709,1982,5,13,22,14,0,SHARE,39.29,43.6,10,10,,,4.14,0.2,
12714,1982,5,14,0,58,0,SHARE,39.1,43.7,10,10,,,3.95,0.2,
12717,1982,5,15,5,9,31,SHARE,39.5,41.8,10,10,,,4.7,0.2,
1982160541000,1982,5,16,4,3,27.1,SHARE,45.36,26.38,10,10,218,,4.1,0.2,
19820516203564,1982,5,16,7,50,58.4,SHARE,39.73,20.35,10,10,30,,4.3,0.2,
1982051711000,1982,5,17,17,30,7,SHARE,48.55,10.25,10,10,30,,4,0.2,
19820518203565,1982,5,18,16,59,38,SHARE,38.3,23.47,10,10,11,,4.1,0.2,
19820518203566,1982,5,18,17,20,14.8,SHARE,38.28,23.43,10,10,16,,4.1,0.2,
12726,1982,5,18,19,38,30,SHARE,37.1,36.4,10,10,54,,4.4,0.2,
12732,1982,5,19,13,32,59,SHARE,40.07,42.26,10,10,62,,4.9,0.2,
12734,1982,5,19,13,57,0,SHARE,39.79,42.3,10,10,,,4.14,0.2,
12735,1982,5,19,21,2,0,SHARE,38.7,44.6,10,10,,,4.14,0.2,
19820520290228,1982,5,20,2,42,49,SHARE,40.4,28.98,10,10,10,,4.1,0.2,
12740,1982,5,20,3,28,4,SHARE,35.05,33.7,10,10,71.5,,4.76,0.2,
12743,1982,5,20,6,22,0,SHARE,38.5,44.9,10,10,,,3.95,0.2,
12745,1982,5,20,20,50,27,SHARE,37.6,35.8,10,10,33,,4.3,0.2,
1982052167998,1982,5,21,2,59,36,SHARE,43.8,19.9,10,10,10,,4.2,0.2,
19820522182766,1982,5,22,4,3,2,SHARE,42.73,-1.77,10,10,9,,4.4,0.2,
19820522182769,1982,5,22,4,37,51,SHARE,42.83,-1.74,10,10,7,,4.1,0.2,
1982052200001,1982,5,22,6,0,3.5,SHARE,51.05,5.98,10,10,14,,3.8,0.2,
19820522203568,1982,5,22,21,3,31.29,SHARE,35.26,24.64,10,10,81,,4.3,0.2,
19820523290232,1982,5,23,16,23,7,SHARE,40.45,29.04,10,10,4,,4.2,0.2,
19820523290233,1982,5,23,22,17,53,SHARE,40.75,30.55,10,10,16,,4.2,0.2,
12752,1982,5,24,2,36,0,SHARE,41.08,43.97,10,10,5,,4.43,0.2,
12753,1982,5,24,3,3,39,SHARE,41.3,44,10,10,,,4.16,0.2,
3474,1982,5,25,8,6,4,SHARE,41.32,43.94,10,10,13,,5.02,0.2,
12758,1982,5,25,8,10,0,SHARE,41.38,43.88,10,10,5,,3.95,0.2,
19820525290235,1982,5,25,14,45,30,SHARE,36.87,27.83,10,10,10,,4.5,0.2,
19820527203570,1982,5,27,17,9,30.89,SHARE,35.13,22.99,10,10,73,,4.3,0.2,
1982052867000,1982,5,28,21,8,30.1,SHARE,46.44,15.6,10,10,,,3.7,0.2,
19820529073000,1982,5,29,5,56,26.64,SHARE,51.38,-30.4,10,10,33,,4.1,0.2,
12768,1982,5,29,14,22,12,SHARE,39.4,43.72,10,10,33,,5,0.2,
12769,1982,5,29,14,39,0,SHARE,39.29,43.6,10,10,,,3.95,0.2,
1982290541000,1982,5,29,16,37,24,SHARE,45.69,26.57,10,10,112,,3.6,0.2,
19820530203571,1982,5,30,9,11,57.2,SHARE,38.97,24.98,10,10,22,,4.1,0.2,
12771,1982,5,31,17,2,0,SHARE,41,43.97,10,10,5,,4.01,0.2,
1982060267003,1982,6,2,5,42,25.89,SHARE,43.35,20.94,10,10,,,4.6,0.2,
12774,1982,6,3,10,26,0,SHARE,38.6,43.7,10,10,,,3.95,0.2,
1982050641000,1982,6,5,11,56,2,SHARE,45.62,26.45,10,10,156,,4.1,0.2,
19820606203572,1982,6,6,5,32,58.09,SHARE,39.29,25.5,10,10,7,,4.2,0.2,
19820607290238,1982,6,7,0,31,26,SHARE,36.98,27.92,10,10,10,,4.8,0.2,
19820607290239,1982,6,7,16,48,50,SHARE,36.91,27.9,10,10,10,,4.3,0.2,
12784,1982,6,8,13,56,46,SHARE,41.38,43.93,10,10,5,,4.01,0.2,
19820609290240,1982,6,9,4,13,37,SHARE,40.14,28.89,10,10,10,,4.5,0.2,
19820609203576,1982,6,9,12,19,28,SHARE,40.29,25.36,10,10,6,,4.1,0.2,
19820609203577,1982,6,9,12,57,10.89,SHARE,40.36,25.36,10,10,13,,4.1,0.2,
19820609203578,1982,6,9,19,37,57.29,SHARE,38.36,21.92,10,10,41,,4.4,0.2,
19820611203579,1982,6,11,2,57,14.3,SHARE,39.55,23.68,10,10,8,,4.3,0.2,
19820611290243,1982,6,11,10,44,24,SHARE,36.96,27.81,10,10,10,,4.2,0.2,
19820612290244,1982,6,12,3,16,7,SHARE,36.98,27.87,10,10,6,,4.2,0.2,
1982120641000,1982,6,12,6,58,28,SHARE,45.66,26.51,10,10,142,,3.8,0.2,
19820612290245,1982,6,12,7,8,43,SHARE,36.92,27.89,10,10,10,,4.4,0.2,
19820612290246,1982,6,12,7,19,40,SHARE,36.92,27.89,10,10,8,,4.2,0.2,
19820612290247,1982,6,12,10,37,58,SHARE,36.89,27.78,10,10,10,,4.5,0.2,
12808,1982,6,13,22,52,0,SHARE,38.5,44.7,10,10,,,3.95,0.2,
12811,1982,6,16,11,38,35,SHARE,41.1,43.98,10,10,3,,4.48,0.2,
1982170641000,1982,6,17,7,23,27,SHARE,45.47,26.35,10,10,136,,3.5,0.2,
19820617203583,1982,6,17,19,48,9,SHARE,39.15,24.46,10,10,9,,4.1,0.2,
12813,1982,6,18,3,4,0,SHARE,39,43.7,10,10,,,3.95,0.2,
1982180641000,1982,6,18,9,40,36,SHARE,45.79,26.87,10,10,109,,4,0.2,
19820620203584,1982,6,20,13,57,11.19,SHARE,40.34,25.31,10,10,20,,4.3,0.2,
19820620073464,1982,6,20,14,26,47.81,SHARE,50.92,-30.09,10,10,10,,4.5,0.2,
19820622203585,1982,6,22,3,4,29.7,SHARE,37.18,21.3,10,10,39,,5.3,0.2,
19820622203586,1982,6,22,5,54,45.59,SHARE,40.35,25.3,10,10,13,,4.1,0.2,
19820622203587,1982,6,22,9,44,41,SHARE,36.64,21.08,10,10,10,,4.1,0.2,
19820622182799,1982,6,22,19,50,23,SHARE,42.88,-1.87,10,10,8,,4.3,0.2,
19820622203588,1982,6,22,23,38,9.89,SHARE,40.31,25.36,10,10,11,,4.2,0.2,
19820623203589,1982,6,23,10,54,39.5,SHARE,38.86,24.78,10,10,1,,4.1,0.2,
19820625203590,1982,6,25,16,52,37.5,SHARE,38.9,25.94,10,10,27,,4.2,0.2,
12830,1982,6,26,3,46,0,SHARE,38.5,44.4,10,10,,,3.95,0.2,
12831,1982,6,26,21,15,0,SHARE,38.79,44.3,10,10,,,3.95,0.2,
12834,1982,6,27,0,32,10,SHARE,39.1,44,10,10,,,4.35,0.2,
19820627203591,1982,6,27,10,15,39.2,SHARE,35.68,26.17,10,10,110,,4.2,0.2,
12835,1982,6,28,3,46,4,SHARE,40.3,42.1,10,10,,,4.35,0.2,
1982062800091,1982,6,28,9,57,0,SHARE,50.68,7.99,10,10,13,,4.3,0.2,
19820628290253,1982,6,28,9,29,49,SHARE,37,27.98,10,10,1,,4.4,0.2,
19820629290254,1982,6,29,6,57,41,SHARE,37,28.03,10,10,10,,4.6,0.2,
19820630123773,1982,6,30,18,49,8.5,SHARE,41.61,23.86,10,10,10,,4.2,0.2,
1982070104090,1982,7,1,6,50,0,SHARE,48.48,22.23,10,10,14,,4.3,0.2,
19820707203594,1982,7,7,13,2,27,SHARE,34.4,24.9,10,10,1,,4.1,0.2,
1982070762425,1982,7,7,23,45,0,SHARE,37.807,15.072,,,,,4.2,0.2,
19820708203595,1982,7,8,1,55,25.5,SHARE,35.02,26.21,10,10,60,,4.3,0.2,
19820708203596,1982,7,8,7,8,3,SHARE,34.4,23.7,10,10,5,,4.1,0.2,
19820712203597,1982,7,12,0,5,35.79,SHARE,39.18,25.37,10,10,3,,4.1,0.2,
19820712290258,1982,7,12,14,46,14,SHARE,41,27.83,10,10,25,,4.7,0.2,
19820712203599,1982,7,12,17,43,33,SHARE,35.96,23.06,10,10,41,,4.1,0.2,
19820713203600,1982,7,13,17,53,13.3,SHARE,39.78,24.26,10,10,10,,4.1,0.2,
12868,1982,7,14,3,56,0,SHARE,38.9,43.7,10,10,,,3.95,0.2,
19820714203601,1982,7,14,16,14,52,SHARE,42.17,21.32,10,10,6,,4.4,0.2,
19820715203602,1982,7,15,17,15,55.79,SHARE,37.45,20.35,10,10,33,,4.8,0.2,
12872,1982,7,15,19,29,52,SHARE,41.28,43.7,10,10,5,,4.28,0.2,
1982071673253,1982,7,16,7,19,1,SHARE,41.4,-29.46,10,10,10,,5.3,0.2,
1982071673254,1982,7,16,7,21,45,SHARE,59.74,-29.87,10,10,10,,5.3,0.2,
19820717203603,1982,7,17,16,26,39,SHARE,34.78,22.25,10,10,1,,4.1,0.2,
19820717203604,1982,7,17,18,24,55.2,SHARE,38.68,22.11,10,10,11,,4.3,0.2,
19820718203605,1982,7,18,13,41,54,SHARE,39.19,25.32,10,10,1,,4.5,0.2,
19820718203606,1982,7,18,17,36,9,SHARE,34.6,23.73,10,10,14,,4.1,0.2,
12881,1982,7,20,5,40,0,SHARE,38.9,44.3,10,10,,,3.95,0.2,
19820721203607,1982,7,21,14,19,48.4,SHARE,38.99,21.06,10,10,58,,4.1,0.2,
19820722203608,1982,7,22,12,38,32.9,SHARE,39.04,25.14,10,10,11,,4.3,0.2,
19820723203609,1982,7,23,0,38,48.4,SHARE,39.05,25.21,10,10,22,,4.7,0.2,
19820723203610,1982,7,23,5,17,11,SHARE,34.5,24.65,10,10,1,,4.1,0.2,
12896,1982,7,25,10,57,0,SHARE,38.2,44.8,10,10,,,3.95,0.2,
19820726203611,1982,7,26,8,28,6.19,SHARE,38.27,23.17,10,10,14,,4.3,0.2,
19820726203612,1982,7,26,9,32,34.9,SHARE,38.17,23.14,10,10,10,,4.1,0.2,
19820726203613,1982,7,26,17,17,7,SHARE,36.88,23.72,10,10,106,,4.3,0.2,
19820727203614,1982,7,27,4,14,18.2,SHARE,40.15,19.48,10,10,35,,4.3,0.2,
12899,1982,7,27,9,5,0,SHARE,38.7,44.8,10,10,,,4.32,0.2,
19820727290268,1982,7,27,10,23,15,SHARE,40.38,28.95,10,10,11,,4.4,0.2,
12907,1982,7,28,14,5,52,SHARE,39.1,38.1,10,10,33,,4.3,0.2,
19820729071376,1982,7,29,0,17,3.4,SHARE,60.3,2.07,10,10,18,,4.5,0.2,
19820729203616,1982,7,29,3,52,49,SHARE,33.8,25.63,10,10,63,,4.1,0.2,
12911,1982,7,29,6,5,58,SHARE,39.1,38.03,10,10,10,,4.5,0.2,
19820729203617,1982,7,29,22,8,47.59,SHARE,38.08,23.23,10,10,8,,4.3,0.2,
19820730203618,1982,7,30,2,30,48,SHARE,40.81,19.74,10,10,7,,4.1,0.2,
1982300741000,1982,7,30,14,52,9.3,SHARE,45.59,26.45,10,10,159,,3.8,0.2,
1982300741001,1982,7,30,22,51,59.79,SHARE,45.68,26.7,10,10,114,,3.8,0.2,
12913,1982,7,30,23,17,0,SHARE,41.6,43.97,10,10,5,,4.03,0.2,
12914,1982,7,31,3,35,0,SHARE,38.79,44.3,10,10,,,3.95,0.2,
12917,1982,8,2,20,16,0,SHARE,40.7,42.7,10,10,,,4.14,0.2,
19820803203619,1982,8,3,16,7,1,SHARE,37.86,20.1,10,10,10,,4.1,0.2,
19820803203620,1982,8,3,17,51,2,SHARE,37.75,20.02,10,10,10,,4.1,0.2,
19820804203621,1982,8,4,22,38,53,SHARE,39.72,20.52,10,10,22,,5,0.2,
19820804203622,1982,8,4,22,51,15,SHARE,39.67,20.64,10,10,2,,4.1,0.2,
12922,1982,8,5,7,54,21,SHARE,37.99,35.23,10,10,46,,4.7,0.2,
19820805203623,1982,8,5,8,55,47.9,SHARE,39.12,23.39,10,10,7,,4.3,0.2,
19820805203624,1982,8,5,11,5,44,SHARE,39.28,22.95,10,10,28,,4.5,0.2,
19820805203625,1982,8,5,12,1,31.29,SHARE,37.75,20.06,10,10,26,,4.4,0.2,
19820806203626,1982,8,6,13,3,17.2,SHARE,39.23,25.38,10,10,7,,4.1,0.2,
19820807203627,1982,8,7,0,11,33.2,SHARE,39.6,20.52,10,10,10,,4.1,0.2,
19820807203628,1982,8,7,6,52,57,SHARE,35,26.7,10,10,1,,4.1,0.2,
19820808203629,1982,8,8,8,28,33.09,SHARE,39.32,22.87,10,10,38,,4.3,0.2,
12929,1982,8,8,13,52,37,SHARE,38.9,44.3,10,10,,,4.16,0.2,
19820809299999,1982,8,9,2,0,59.09,SHARE,40.81,-27.91,10,10,,,5,0.2,
19820810203630,1982,8,10,14,38,46.79,SHARE,39.29,22.9,10,10,11,,4.1,0.2,
19820812203631,1982,8,12,0,26,6.19,SHARE,37.77,20.09,10,10,10,,4.1,0.2,
19820812203632,1982,8,12,0,49,46.09,SHARE,35.81,23.97,10,10,79,,4.1,0.2,
1982081501150,1982,8,15,15,9,52,SHARE,40.83,15.24,10,10,,,4.7,0.2,
12937,1982,8,17,11,0,0,SHARE,39,44,10,10,,,4.43,0.2,
19820817203633,1982,8,17,22,1,48.2,SHARE,39.32,25.55,10,10,15,,4.1,0.2,
19820817203634,1982,8,17,22,22,20,SHARE,33.71,22.94,10,10,35,,6.4,0.2,
19820817203635,1982,8,17,22,32,29,SHARE,33.7,22.81,10,10,1,,4.2,0.2,
19820818203636,1982,8,18,20,29,55,SHARE,35.59,23.15,10,10,1,,4.1,0.2,
19820822203637,1982,8,22,9,28,26.79,SHARE,39.43,20.41,10,10,25,,4.5,0.2,
19820822203638,1982,8,22,23,0,36.5,SHARE,39.41,20.4,10,10,19,,4.2,0.2,
1982082645000,1982,8,26,8,42,0,SHARE,63.6,-19.6,10,10,,,4.6,0.2,
19820826203639,1982,8,26,18,18,35.59,SHARE,39.06,21.84,10,10,6,,4.1,0.2,
19820827203640,1982,8,27,1,41,8.89,SHARE,36.84,23.61,10,10,110,,4.1,0.2,
1982082758395,1982,8,27,9,58,57,SHARE,43.6,26.2,10,10,16,,4.1,0.2,
12962,1982,8,27,12,24,18,SHARE,41.77,42.68,10,10,25,,4.28,0.2,
19820827203641,1982,8,27,22,50,33.5,SHARE,40.68,21.43,10,10,21,,4.2,0.2,
12968,1982,8,29,6,40,50,SHARE,41.15,43.95,10,10,5,,4.28,0.2,
19820830203642,1982,8,30,19,5,12,SHARE,36.8,27.2,10,10,10,,4.2,0.2,
1982090101151,1982,9,1,15,33,0,SHARE,43.93,10.57,10,10,,,4.3,0.2,
19820901203643,1982,9,1,16,18,36.09,SHARE,41.9,21.87,10,10,10,,4.1,0.2,
19820903203644,1982,9,3,22,20,15,SHARE,34.4,24.47,10,10,1,,4.1,0.2,
19820904203645,1982,9,4,15,50,40,SHARE,38.77,20.43,10,10,9,,4.6,0.2,
19820904203646,1982,9,4,15,58,33,SHARE,38.69,20.41,10,10,13,,4.1,0.2,
19820908203647,1982,9,8,17,55,5.59,SHARE,37.8,26.81,10,10,10,,4.1,0.2,
19820909290281,1982,9,9,5,47,11,SHARE,40.98,27.87,10,10,10,,4.5,0.2,
12993,1982,9,9,20,23,14,SHARE,41.05,42.95,10,10,3,,4.8,0.2,
12995,1982,9,9,20,54,50,SHARE,40.8,42.7,10,10,,,4.16,0.2,
19820910203649,1982,9,10,4,48,32.4,SHARE,38.13,22.78,10,10,8,,4.3,0.2,
19820910203650,1982,9,10,6,26,50.4,SHARE,38.08,22.76,10,10,22,,4.7,0.2,
19820910203651,1982,9,10,6,29,47.5,SHARE,38.11,22.79,10,10,38,,4.9,0.2,
19820911203652,1982,9,11,10,54,6.8,SHARE,40.39,25.38,10,10,6,,4.3,0.2,
19820913203653,1982,9,13,5,45,55.7,SHARE,41.53,20.13,10,10,12,,4.1,0.2,
19820916203655,1982,9,16,19,58,2,SHARE,38.09,20.25,10,10,8,,4.1,0.2,
19820916203656,1982,9,16,23,49,22,SHARE,37.45,21.98,10,10,9,,4.2,0.2,
19820917203657,1982,9,17,6,3,2.5,SHARE,37.9,26.85,10,10,6,,4.1,0.2,
19820917203658,1982,9,17,19,8,20.2,SHARE,37.87,26.82,10,10,1,,4.1,0.2,
19820919203659,1982,9,19,8,39,37.4,SHARE,37.81,26.81,10,10,1,,4.1,0.2,
19820920203660,1982,9,20,1,22,11.69,SHARE,34.3,25.99,10,10,24,,5.1,0.2,
19820920203661,1982,9,20,3,23,30,SHARE,34.24,26,10,10,26,,4.1,0.2,
19820920203662,1982,9,20,14,54,19,SHARE,34.2,26.29,10,10,1,,4.1,0.2,
13014,1982,9,21,5,39,16,SHARE,41.94,43.33,10,10,5,,4.68,0.2,
19820921203663,1982,9,21,6,44,3,SHARE,33.93,26.21,10,10,10,,4.3,0.2,
19820921203664,1982,9,21,19,51,14.8,SHARE,34.34,26.01,10,10,43,,5.2,0.2,
13023,1982,9,22,0,6,53,SHARE,41.95,43.35,10,10,25,,4.28,0.2,
13025,1982,9,23,7,27,0,SHARE,39.9,43.1,10,10,,,4.01,0.2,
19820924203665,1982,9,24,2,34,55.2,SHARE,40.02,21.46,10,10,10,,4.1,0.2,
1982092645000,1982,9,26,19,18,0,SHARE,61.5,-27.1,10,10,,,4.7,0.2,
19820927073000,1982,9,27,20,18,7.96,SHARE,71.52,-3.77,10,10,10,,4.4,0.2,
19820928203666,1982,9,28,13,38,25.79,SHARE,37.5,20.37,10,10,35,,5,0.2,
1982093001152,1982,9,30,0,13,9,SHARE,40.84,15.43,10,10,,,4.4,0.2,
19820930203667,1982,9,30,4,39,51,SHARE,39.94,24.56,10,10,7,,4.1,0.2,
19820930203668,1982,9,30,15,36,54.79,SHARE,36.79,22.99,10,10,10,,4.3,0.2,
19821001203669,1982,10,1,21,42,13,SHARE,37.9,20,10,10,10,,4.1,0.2,
13042,1982,10,1,23,40,25,SHARE,38.3,44,10,10,,,4.16,0.2,
19821002073000,1982,10,2,8,19,53.68,SHARE,70.52,-16.41,10,10,10,,4.5,0.2,
19821006203670,1982,10,6,1,17,13,SHARE,34.34,25.77,10,10,1,,4.4,0.2,
19821007203671,1982,10,7,10,13,39.59,SHARE,34.69,26.34,10,10,67,,4.3,0.2,
19821007203672,1982,10,7,11,27,41,SHARE,34.4,26.59,10,10,75,,4.2,0.2,
19821007203673,1982,10,7,17,14,13.1,SHARE,35.88,25.79,10,10,10,,4.4,0.2,
19821008203674,1982,10,8,17,9,51.9,SHARE,38.18,22.65,10,10,13,,4.1,0.2,
13062,1982,10,9,6,23,0,SHARE,38.4,44.5,10,10,,,4.01,0.2,
1982091041000,1982,10,9,6,57,57,SHARE,45.64,26.51,10,10,141,,3.5,0.2,
19821009203675,1982,10,9,20,22,12.5,SHARE,35.74,22.79,10,10,80,,4.1,0.2,
1982101073258,1982,10,10,11,16,25,SHARE,70.46,-15.24,10,10,10,,4.6,0.2,
1982101073259,1982,10,10,12,7,12,SHARE,70.36,-15.53,10,10,,,4.7,0.2,
19821011203676,1982,10,11,3,19,45,SHARE,35.42,27.78,10,10,69,,4.6,0.2,
19821011203677,1982,10,11,15,43,42.7,SHARE,39.19,25.4,10,10,13,,4.1,0.2,
13072,1982,10,13,3,51,31,SHARE,39.19,41.92,10,10,40,,4.9,0.2,
13075,1982,10,13,21,35,46,SHARE,40.73,43.87,10,10,,,4.16,0.2,
1982161041001,1982,10,16,18,57,56,SHARE,45.57,26.58,10,10,140,,4.2,0.2,
1982101629000,1982,10,16,22,42,41,SHARE,71.88,-1.79,10,10,10,,4.4,0.2,
1982101701153,1982,10,17,4,50,10,SHARE,43.19,12.84,10,10,,,4.4,0.2,
1982101701154,1982,10,17,4,54,35,SHARE,43.13,12.6,10,10,,,4.6,0.2,
1982101701155,1982,10,17,6,45,37,SHARE,43.16,12.65,10,10,,,4.7,0.2,
1982101701157,1982,10,17,10,56,44,SHARE,43.33,13.02,10,10,,,4.7,0.2,
1982101801158,1982,10,18,2,45,10,SHARE,43.26,12.76,10,10,,,4.4,0.2,
1982181041000,1982,10,18,3,57,30.29,SHARE,45.79,26.77,10,10,89,,3.8,0.2,
1982101801159,1982,10,18,15,29,24,SHARE,43.15,12.51,10,10,,,4.6,0.2,
1982101901160,1982,10,19,1,22,54,SHARE,43.17,12.64,10,10,,,4.6,0.2,
19821019203678,1982,10,19,20,22,58.9,SHARE,38.12,20.54,10,10,11,,4.3,0.2,
1982102101161,1982,10,21,6,58,55,SHARE,38.04,14.8,10,10,,,4.3,0.2,
19821021203679,1982,10,21,21,49,54,SHARE,34.52,26.81,10,10,32,,4.1,0.2,
19821023203680,1982,10,23,11,50,21,SHARE,34.9,24.3,10,10,71,,4.1,0.2,
19821023123949,1982,10,23,18,25,54.79,SHARE,42.1,24.81,10,10,10,,4.2,0.2,
1982102373260,1982,10,23,21,3,28,SHARE,59.06,-29.98,10,10,10,,4.6,0.2,
19821024203681,1982,10,24,16,36,30,SHARE,35.3,22.5,10,10,10,,4.1,0.2,
19821025203682,1982,10,25,23,41,10.6,SHARE,40.54,21.63,10,10,21,,4.3,0.2,
19821030203684,1982,10,30,21,23,2,SHARE,36.1,22.1,10,10,10,,4.3,0.2,
19821101203685,1982,11,1,23,19,33.5,SHARE,35.69,21.88,10,10,10,,4.3,0.2,
19821102290296,1982,11,2,5,58,48,SHARE,38.52,28.46,10,10,31,,4.7,0.2,
19821105203687,1982,11,5,4,16,53.5,SHARE,35.51,27.26,10,10,94,,4.1,0.2,
19821105073000,1982,11,5,9,35,51.75,SHARE,44.12,-28.18,10,10,33,,4.4,0.2,
1982051141000,1982,11,5,21,26,46,SHARE,45.66,26.54,10,10,130,,4.2,0.2,
1982110768165,1982,11,7,2,1,15,SHARE,46.11,2.79,10,10,13,,3.5,0.2,
19821107203688,1982,11,7,17,4,12.39,SHARE,36.53,25.61,10,10,23,,4.2,0.2,
1982071141000,1982,11,7,22,32,6,SHARE,45.66,26.47,10,10,153,,4.1,0.2,
13128,1982,11,8,7,47,0,SHARE,40.79,42.9,10,10,,,3.95,0.2,
1982110845000,1982,11,8,12,43,0,SHARE,63,-24.4,10,10,,,5,0.2,
1982110868167,1982,11,8,13,2,32.2,SHARE,46.12,6.36,10,10,3,,3.7,0.2,
1982110845001,1982,11,8,16,37,0,SHARE,63.2,-25.7,10,10,,,5,0.2,
19821108203689,1982,11,8,18,29,33.9,SHARE,38.16,22.27,10,10,24,,4.3,0.2,
1982131141000,1982,11,13,10,3,1,SHARE,45.67,26.83,10,10,131,,3.7,0.2,
19821114203690,1982,11,14,9,8,33.2,SHARE,40.4,25.35,10,10,25,,4.1,0.2,
19821115122000,1982,11,15,2,37,59,SHARE,35.48,31.5,10,10,97,,4.3,0.2,
1982111669496,1982,11,16,23,41,21,SHARE,40.7,19.65,10,10,15,,5.8,0.2,
19821117203692,1982,11,17,0,37,54.5,SHARE,40.84,19.54,10,10,30,,4.9,0.2,
19821117203693,1982,11,17,3,36,16.2,SHARE,40.85,19.54,10,10,26,,4.6,0.2,
13151,1982,11,17,22,27,0,SHARE,38.9,43.9,10,10,,,4.14,0.2,
13152,1982,11,18,2,44,0,SHARE,41.07,43.93,10,10,,,4.14,0.2,
19821119203694,1982,11,19,16,14,42.7,SHARE,40.78,19.48,10,10,5,,4.4,0.2,
19821119203695,1982,11,19,22,45,22,SHARE,40.82,19.53,10,10,10,,4.1,0.2,
13154,1982,11,20,3,29,0,SHARE,39.1,44.3,10,10,,,3.95,0.2,
19821120203696,1982,11,20,7,36,42.79,SHARE,36.78,21.5,10,10,37,,4.9,0.2,
19821123290302,1982,11,23,11,49,4,SHARE,37.45,29.53,10,10,17,,4.6,0.2,
13163,1982,11,24,15,29,14,SHARE,39.8,44,10,10,,,4.16,0.2,
13166,1982,11,26,2,4,0,SHARE,39.6,43.7,10,10,,,4.17,0.2,
19821128203698,1982,11,28,12,12,11.3,SHARE,36.43,26.21,10,10,140,,4.4,0.2,
19821129203699,1982,11,29,10,23,30.39,SHARE,38.17,20.77,10,10,10,,4.1,0.2,
1982011241000,1982,12,1,16,52,56.4,SHARE,45.68,26.65,10,10,145,,4.3,0.2,
13180,1982,12,1,23,44,0,SHARE,41.05,43.87,10,10,5,,4.64,0.2,
1982021241000,1982,12,2,11,20,0,SHARE,45.63,26.54,10,10,97,,3.5,0.2,
19821203203700,1982,12,3,23,33,22,SHARE,38.9,25.02,10,10,23,,4.1,0.2,
19821206203701,1982,12,6,5,37,42,SHARE,34.46,26.73,10,10,64,,4.2,0.2,
3513,1982,12,9,22,31,44.99,SHARE,38.42,40.6,10,10,40.2,,5.11,0.2,
13199,1982,12,11,16,25,59,SHARE,38.43,40.58,10,10,33,,4.6,0.2,
19821211203702,1982,12,11,17,22,1,SHARE,38.4,20,10,10,10,,4.1,0.2,
1982121241000,1982,12,12,21,25,53,SHARE,45.69,26.44,10,10,154,,3.9,0.2,
19821213203703,1982,12,13,9,48,17,SHARE,35.3,23.23,10,10,74,,4.1,0.2,
19821213203704,1982,12,13,13,12,34,SHARE,35.77,22.17,10,10,52,,4.3,0.2,
19821214203705,1982,12,14,19,23,55.59,SHARE,38.69,24.79,10,10,14,,4.7,0.2,
19821215071436,1982,12,15,6,45,0,SHARE,62.3,5.4,10,10,,,3.6,0.2,
1982121573265,1982,12,15,12,54,37,SHARE,60.49,-29.03,10,10,27,,5.1,0.2,
1982121573266,1982,12,15,20,52,54,SHARE,60.53,-28.99,10,10,14,,4.8,0.2,
13212,1982,12,16,16,45,3,SHARE,41.3,43.77,10,10,5,,4.08,0.2,
19821216203706,1982,12,16,17,27,50.5,SHARE,36.21,22.85,10,10,48,,4.3,0.2,
19821218073000,1982,12,18,21,50,11.25,SHARE,59.21,-30.87,10,10,10,,4.5,0.2,
19821219073000,1982,12,19,13,48,53.22,SHARE,60.55,-29.42,10,10,33,,4.5,0.2,
3518,1982,12,19,19,17,32.57,SHARE,34.9,34.02,10,10,,,5.02,0.2,
19821220203707,1982,12,20,22,56,59.7,SHARE,38.57,24.53,10,10,28,,4.6,0.2,
